"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","715346","3366","479949","3347","196891","3000","6992","1403","10627","998","183","190","7691","2864","13013","2818","999","665","12014","2575",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","678122","7200","426674","3904","217977","7544","2838","733","7442","1740","26","33","8158","2177","15007","2845","594","386","14413","2842",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","708409","5269","490987","4276","183949","4586","1300","558","13049","1516","0","201","6291","2173","12833","2804","1684","891","11149","2686",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","686297","5436","591084","6887","51171","2695","4391","1680","3072","894","677","618","20337","2888","15565","3043","970","783","14595","2949",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","725634","447","539903","2958","130913","2262","3123","1145","12215","1271","160","147","19959","3026","19361","2774","1281","667","18080","2809",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","713595","8310","556700","6962","109254","6656","1512","663","13683","2499","545","529","15654","4180","16247","3842","1861","1572","14386","3384",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","660468","11651","221541","7865","416885","9393","1907","826","5007","1311","206","315","5937","2131","8985","2629","959","611","8026","2447",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","737438","*****","474555","3233","25197","1976","111371","3747","46381","2635","7958","1583","9780","2618","62196","4631","3699","1298","58497","4720",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","770392","10069","504227","10423","19319","2535","180970","5410","11798","2207","1188","909","24250","4533","28640","3746","2947","1201","25693","3728",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","724747","11285","584070","9712","28469","3628","13349","3760","21765","2922","1139","608","39945","5415","36010","5156","8036","2693","27974","4238",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","798359","16938","564199","18755","40208","6395","40005","4347","16746","3728","2281","1626","99418","12068","35502","5230","6763","1946","28739","5020",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","809426","13838","723818","13370","14247","2618","11383","1884","11679","2031","2348","1423","19206","4995","26745","4061","3216","1009","23529","3945",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","841344","12880","700892","14466","35213","5755","10581","3030","41526","5270","1031","574","22035","4120","30066","3864","5187","1673","24879","3597",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","783621","16444","663178","16119","26842","4452","12702","3353","35839","5115","838","446","18430","3692","25792","4304","3669","1445","22123","3949",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","854749","19640","607405","21652","82671","8648","30209","7606","19817","4504","176","119","78407","8619","36064","5748","10391","3244","25673","4447",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","794820","13025","656356","13136","39285","7393","6764","1628","33004","4683","2259","1593","26855","4710","30297","4831","3911","1207","26386","4620",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","794188","17433","586360","16650","50086","6760","24636","5057","45699","4970","4401","1780","45142","7123","37864","5184","5792","1472","32072","4680",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","724622","3180","561702","3397","122626","3768","2554","884","2796","1060","171","224","7266","2119","27507","3695","808","772","26699","3481",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","765124","1970","540548","3503","174846","2847","4030","1500","13008","1396","868","913","12113","2844","19711","3510","1689","1017","18022","3276",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","819235","3970","679803","6665","25638","2287","9847","1635","25283","2277","7769","298","45288","5290","25607","3269","2962","1157","22645","2901",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","704844","5014","524043","5440","133604","3245","4520","1300","6461","1478","590","454","20250","2808","15376","2700","2017","973","13359","2444",
"5001600US0601","Congressional District 1 (116th Congress), California","711282","5829","605294","6960","12691","1599","11320","1848","19443","2139","882","641","24748","3815","36904","4101","3769","1296","33135","3681",
"5001600US0602","Congressional District 2 (116th Congress), California","722370","5560","575564","8903","11236","1806","15063","2032","31398","2264","1003","404","49361","7653","38745","4229","5520","2123","33225","3661",
