"search_key","type","number","congress","effective_date","year","month","bioguide_id","issue"
"[""china""]","SAMDT","3482","115","24/7/2018","2018","07","C001075","Public Lands and Natural Resources"
"[""china""]","SAMDT","3492","115","24/7/2018","2018","07","F000463","National Security"
"[""china""]","SAMDT","3493","115","24/7/2018","2018","07","C001056","Agriculture and Food"
"[""china""]","SAMDT","3517","115","24/7/2018","2018","07","H001041","Environmental Protection"
"[""china""]","SAMDT","3540","115","25/7/2018","2018","07","H001041","Emergency Management"
"[""china""]","SAMDT","3542","115","25/7/2018","2018","07","T000464","Crime and Law Enforcement"
"[""china""]","SAMDT","3543","115","25/7/2018","2018","07","P000603","Economics and Public Finance"
"[""china""]","SAMDT","3544","115","25/7/2018","2018","07","C000141","Crime and Law Enforcement"
"[""china""]","SAMDT","3545","115","25/7/2018","2018","07","N000032","Crime and Law Enforcement"
"[""china""]","SAMDT","3546","115","25/7/2018","2018","07","S001203","National Security"
"[""china""]","SAMDT","3547","115","25/7/2018","2018","07","H001069","Crime and Law Enforcement"
"[""china""]","SAMDT","3548","115","25/7/2018","2018","07","H001069","Crime and Law Enforcement"
"[""china""]","SAMDT","3549","115","25/7/2018","2018","07","Y000064","Crime and Law Enforcement"
"[""china""]","SAMDT","3550","115","25/7/2018","2018","07","Y000064","Crime and Law Enforcement"
"[""china""]","SAMDT","3551","115","25/7/2018","2018","07","R000595","Emergency Management"
"[""china""]","SAMDT","3552","115","25/7/2018","2018","07","S000770","Crime and Law Enforcement"
"[""china""]","SAMDT","3553","115","25/7/2018","2018","07","M001183","Crime and Law Enforcement"
"[""china""]","SAMDT","3554","115","25/7/2018","2018","07","S000770","Crime and Law Enforcement"
"[""china""]","SAMDT","3555","115","25/7/2018","2018","07","D000607","Crime and Law Enforcement"
"[""china""]","SAMDT","3556","115","25/7/2018","2018","07","D000607","Crime and Law Enforcement"
"[""china""]","SAMDT","3557","115","25/7/2018","2018","07","W000817","Crime and Law Enforcement"
"[""china""]","SAMDT","3558","115","25/7/2018","2018","07","T000461","Crime and Law Enforcement"
"[""china""]","SAMDT","3559","115","25/7/2018","2018","07","T000461","Crime and Law Enforcement"
"[""china""]","SAMDT","3560","115","25/7/2018","2018","07","R000595","Crime and Law Enforcement"
"[""china""]","SAMDT","3561","115","25/7/2018","2018","07","C001095","Crime and Law Enforcement"
"[""china""]","SAMDT","3562","115","25/7/2018","2018","07","R000595","National Security"
"[""china""]","SAMDT","3563","115","25/7/2018","2018","07","B001261","International Finance"
"[""china""]","SAMDT","3564","115","25/7/2018","2018","07","D000563","Crime and Law Enforcement"
"[""china""]","SAMDT","3565","115","25/7/2018","2018","07","J000293","Crime and Law Enforcement"
"[""china""]","SAMDT","3566","115","25/7/2018","2018","07","M001153","National Security"
"[""china""]","SAMDT","3567","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3568","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3569","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3570","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3571","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3572","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3573","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3574","115","25/7/2018","2018","07","B001236","Crime and Law Enforcement"
"[""china""]","SAMDT","3575","115","25/7/2018","2018","07","N000032","Crime and Law Enforcement"
"[""china""]","SAMDT","3576","115","25/7/2018","2018","07","C001088","Crime and Law Enforcement"
"[""china""]","SAMDT","3577","115","25/7/2018","2018","07","K000367","Crime and Law Enforcement"
"[""china""]","SAMDT","3578","115","25/7/2018","2018","07","M001111","Government Operations and Politics"
"[""china""]","SAMDT","3579","115","25/7/2018","2018","07","W000779","Crime and Law Enforcement"
"[""china""]","SAMDT","3580","115","25/7/2018","2018","07","D000618","Crime and Law Enforcement"
"[""china""]","SAMDT","3581","115","25/7/2018","2018","07","P000595","Crime and Law Enforcement"
"[""china""]","SAMDT","3582","115","25/7/2018","2018","07","B000944","Education"
"[""china""]","SAMDT","3583","115","25/7/2018","2018","07","S001181","Crime and Law Enforcement"
"[""china""]","SAMDT","3584","115","25/7/2018","2018","07","W000779","Crime and Law Enforcement"
"[""china""]","SAMDT","3585","115","25/7/2018","2018","07","M001153","Crime and Law Enforcement"
"[""china""]","SAMDT","3586","115","25/7/2018","2018","07","H000338","Crime and Law Enforcement"
"[""china""]","SAMDT","3587","115","25/7/2018","2018","07","B001261","Crime and Law Enforcement"
"[""china""]","SAMDT","3588","115","25/7/2018","2018","07","B001261","Crime and Law Enforcement"
"[""china""]","SAMDT","3589","115","25/7/2018","2018","07","S000033","Crime and Law Enforcement"
"[""china""]","SAMDT","3590","115","25/7/2018","2018","07","S001197","Crime and Law Enforcement"
"[""china""]","SAMDT","3591","115","25/7/2018","2018","07","L000577","Crime and Law Enforcement"
"[""china""]","SAMDT","3592","115","25/7/2018","2018","07","M000639","Crime and Law Enforcement"
"[""china""]","SAMDT","3593","115","25/7/2018","2018","07","S001184","Crime and Law Enforcement"
"[""china""]","SAMDT","3594","115","25/7/2018","2018","07","S001184","Crime and Law Enforcement"
"[""china""]","SAMDT","3595","115","25/7/2018","2018","07","C001035","Commerce"
"[""china""]","SAMDT","3596","115","25/7/2018","2018","07","E000285","Crime and Law Enforcement"
"[""china""]","SAMDT","3597","115","25/7/2018","2018","07","T000461","Crime and Law Enforcement"
"[""china""]","SAMDT","3598","115","25/7/2018","2018","07","M000934","Crime and Law Enforcement"
"[""china""]","SAMDT","3599","115","25/7/2018","2018","07","P000612","Crime and Law Enforcement"
"[""china""]","SAMDT","3600","115","25/7/2018","2018","07","B000944","Crime and Law Enforcement"
"[""china""]","SAMDT","3601","115","25/7/2018","2018","07","D000563","Crime and Law Enforcement"
"[""china""]","SAMDT","3602","115","25/7/2018","2018","07","B001288","Crime and Law Enforcement"
"[""china""]","SAMDT","3603","115","25/7/2018","2018","07","C000174","Crime and Law Enforcement"
"[""china""]","SAMDT","3604","115","25/7/2018","2018","07","C000174","Crime and Law Enforcement"
"[""china""]","SAMDT","3605","115","25/7/2018","2018","07","C000174","Crime and Law Enforcement"
"[""china""]","SAMDT","3606","115","25/7/2018","2018","07","C000174","Crime and Law Enforcement"
"[""china""]","SAMDT","3607","115","25/7/2018","2018","07","S000770","Environmental Protection"
"[""china""]","SAMDT","3608","115","25/7/2018","2018","07","R000122","National Security"
"[""china""]","SAMDT","3609","115","25/7/2018","2018","07","R000122","Crime and Law Enforcement"
"[""china""]","SAMDT","3610","115","25/7/2018","2018","07","R000122","Crime and Law Enforcement"
"[""china""]","SAMDT","3613","115","26/7/2018","2018","07","T000461","National Security"
"[""china""]","SAMDT","3614","115","26/7/2018","2018","07","P000595","National Security"
"[""china""]","SAMDT","3615","115","26/7/2018","2018","07","J000300","Government Operations and Politics"
"[""china""]","SAMDT","3616","115","26/7/2018","2018","07","C001070","National Security"
"[""china""]","SAMDT","3617","115","26/7/2018","2018","07","B001277","National Security"
"[""china""]","SAMDT","3618","115","26/7/2018","2018","07","C000141","National Security"
"[""china""]","SAMDT","3619","115","26/7/2018","2018","07","C000141","National Security"
"[""china""]","SAMDT","3620","115","26/7/2018","2018","07","M001183","National Security"
"[""china""]","SAMDT","3621","115","26/7/2018","2018","07","P000595","Government Operations and Politics"
"[""china""]","SAMDT","3622","115","26/7/2018","2018","07","B001288","National Security"
"[""china""]","SAMDT","3623","115","26/7/2018","2018","07","C001098","National Security"
"[""china""]","SAMDT","3624","115","26/7/2018","2018","07","C001098","National Security"
"[""china""]","SAMDT","3625","115","26/7/2018","2018","07","D000622","National Security"
"[""china""]","SAMDT","3626","115","26/7/2018","2018","07","D000622","National Security"
"[""china""]","SAMDT","3627","115","26/7/2018","2018","07","C001075","National Security"
"[""china""]","SAMDT","3628","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3629","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3630","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3631","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3632","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3633","115","26/7/2018","2018","07","C000141","Government Operations and Politics"
"[""china""]","SAMDT","3634","115","26/7/2018","2018","07","C001098","National Security"
"[""china""]","SAMDT","3635","115","26/7/2018","2018","07","B001261","National Security"
"[""china""]","SAMDT","3636","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3637","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3638","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3639","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3640","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3641","115","26/7/2018","2018","07","K000393","National Security"
"[""china""]","SAMDT","3642","115","26/7/2018","2018","07","H001042","National Security"
"[""china""]","SAMDT","3643","115","26/7/2018","2018","07","H001042","National Security"
"[""china""]","SAMDT","3644","115","26/7/2018","2018","07","H001042","National Security"
"[""china""]","SAMDT","3645","115","26/7/2018","2018","07","M000355","National Security"
"[""china""]","SAMDT","3646","115","26/7/2018","2018","07","B001236","Public Lands and Natural Resources"
"[""china""]","SAMDT","3647","115","26/7/2018","2018","07","W000437","National Security"
"[""china""]","SAMDT","3648","115","26/7/2018","2018","07","B000944","National Security"
"[""china""]","SAMDT","3649","115","26/7/2018","2018","07","C001088","National Security"
"[""china""]","SAMDT","3650","115","26/7/2018","2018","07","S001181","Health"
"[""china""]","SAMDT","3651","115","26/7/2018","2018","07","M001169","Economics and Public Finance"
"[""china""]","SAMDT","3652","115","26/7/2018","2018","07","N000032","National Security"
"[""china""]","SAMDT","3653","115","26/7/2018","2018","07","H001042","National Security"
"[""china""]","SAMDT","3654","115","26/7/2018","2018","07","M001176","National Security"
"[""china""]","SAMDT","3655","115","26/7/2018","2018","07","F000444","National Security"
"[""china""]","SAMDT","3656","115","26/7/2018","2018","07","C000174","National Security"
"[""china""]","SAMDT","3657","115","26/7/2018","2018","07","H001069","National Security"
"[""china""]","SAMDT","3658","115","26/7/2018","2018","07","W000779","National Security"
"[""china""]","SAMDT","3659","115","26/7/2018","2018","07","W000817","Government Operations and Politics"
"[""china""]","SAMDT","3660","115","26/7/2018","2018","07","I000024","National Security"
"[""china""]","SAMDT","3661","115","26/7/2018","2018","07","C001088","Government Operations and Politics"
"[""china""]","SAMDT","3662","115","26/7/2018","2018","07","H001069","National Security"
"[""china""]","SAMDT","3663","115","26/7/2018","2018","07","B001277","National Security"
"[""china""]","SAMDT","3665","115","26/7/2018","2018","07","M000934","National Security"
"[""china""]","SAMDT","3666","115","30/7/2018","2018","07","C001088","Transportation and Public Works"
"[""china""]","SAMDT","3668","115","30/7/2018","2018","07","C001070","Civil Rights and Liberties, Minority Issues"
"[""china""]","SAMDT","3669","115","30/7/2018","2018","07","F000463","National Security"
"[""china""]","SAMDT","3684","115","31/7/2018","2018","07","C001088","National Security"
"[""china""]","SAMDT","3694","115","15/8/2018","2018","08","L000577","Armed Forces"
"[""china""]","SAMDT","3702","115","16/8/2018","2018","08","M000934","Energy"
"[""china""]","SAMDT","3707","115","16/8/2018","2018","08","D000607","Health"
"[""china""]","SAMDT","3710","115","16/8/2018","2018","08","S001197","Energy"
"[""china""]","SAMDT","3717","115","16/8/2018","2018","08","S001194","Energy"
"[""china""]","SAMDT","3721","115","16/8/2018","2018","08","B000575","Education"
"[""china""]","SAMDT","3722","115","16/8/2018","2018","08","L000575","Energy"
"[""china""]","SAMDT","3727","115","16/8/2018","2018","08","K000393","Energy"
"[""china""]","SAMDT","3731","115","16/8/2018","2018","08","I000024","Energy"
"[""china""]","SAMDT","3733","115","20/8/2018","2018","08","H001042","Energy"
"[""china""]","SAMDT","3750","115","20/8/2018","2018","08","C000141","Energy"
"[""china""]","SAMDT","3751","115","20/8/2018","2018","08","R000122","Health"
"[""china""]","SAMDT","3759","115","20/8/2018","2018","08","S000148","Health"
"[""china""]","SAMDT","3763","115","20/8/2018","2018","08","W000805","Energy"
"[""china""]","SAMDT","3764","115","20/8/2018","2018","08","W000805","Energy"
"[""china""]","SAMDT","3765","115","20/8/2018","2018","08","W000802","Health"
"[""china""]","SAMDT","3796","115","21/8/2018","2018","08","M001176","Energy"
"[""china""]","SAMDT","3797","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3798","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3799","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3800","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3801","115","21/8/2018","2018","08","D000563","National Security"
"[""china""]","SAMDT","3802","115","21/8/2018","2018","08","D000563","National Security"
"[""china""]","SAMDT","3803","115","21/8/2018","2018","08","G000555","National Security"
"[""china""]","SAMDT","3804","115","21/8/2018","2018","08","C000127","National Security"
"[""china""]","SAMDT","3805","115","21/8/2018","2018","08","N000032","National Security"
"[""china""]","SAMDT","3806","115","21/8/2018","2018","08","N000032","National Security"
"[""china""]","SAMDT","3807","115","21/8/2018","2018","08","W000805","National Security"
"[""china""]","SAMDT","3808","115","21/8/2018","2018","08","G000562","National Security"
"[""china""]","SAMDT","3809","115","21/8/2018","2018","08","C001098","Energy"
"[""china""]","SAMDT","3810","115","21/8/2018","2018","08","H001041","Education"
"[""china""]","SAMDT","3811","115","21/8/2018","2018","08","H001041","National Security"
"[""china""]","SAMDT","3812","115","21/8/2018","2018","08","H001079","Energy"
"[""china""]","SAMDT","3813","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3814","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3815","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3816","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3817","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3818","115","21/8/2018","2018","08","K000367","Armed Forces"
"[""china""]","SAMDT","3819","115","21/8/2018","2018","08","W000802","National Security"
"[""china""]","SAMDT","3820","115","21/8/2018","2018","08","R000122","National Security"
"[""china""]","SAMDT","3821","115","21/8/2018","2018","08","U000039","National Security"
"[""china""]","SAMDT","3822","115","21/8/2018","2018","08","U000039","National Security"
"[""china""]","SAMDT","3823","115","21/8/2018","2018","08","U000039","National Security"
"[""china""]","SAMDT","3824","115","21/8/2018","2018","08","U000039","National Security"
"[""china""]","SAMDT","3825","115","21/8/2018","2018","08","C001113","Health"
"[""china""]","SAMDT","3826","115","21/8/2018","2018","08","C000141","National Security"
"[""china""]","SAMDT","3827","115","21/8/2018","2018","08","C001070","National Security"
"[""china""]","SAMDT","3828","115","21/8/2018","2018","08","M000639","National Security"
"[""china""]","SAMDT","3829","115","21/8/2018","2018","08","E000285","National Security"
"[""china""]","SAMDT","3830","115","21/8/2018","2018","08","M001111","Energy"
"[""china""]","SAMDT","3831","115","21/8/2018","2018","08","M001111","Energy"
"[""china""]","SAMDT","3832","115","21/8/2018","2018","08","F000444","National Security"
"[""china""]","SAMDT","3833","115","21/8/2018","2018","08","F000444","National Security"
"[""china""]","SAMDT","3834","115","21/8/2018","2018","08","F000444","National Security"
"[""china""]","SAMDT","3835","115","21/8/2018","2018","08","F000444","Energy"
"[""china""]","SAMDT","3836","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3837","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3838","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3839","115","21/8/2018","2018","08","W000817","National Security"
"[""china""]","SAMDT","3840","115","21/8/2018","2018","08","W000817","National Security"
"[""china""]","SAMDT","3841","115","21/8/2018","2018","08","M001170","Health"
"[""china""]","SAMDT","3842","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3843","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3844","115","21/8/2018","2018","08","K000393","National Security"
"[""china""]","SAMDT","3845","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3846","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3847","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3848","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3849","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3850","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3851","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3852","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3853","115","21/8/2018","2018","08","R000595","Environmental Protection"
"[""china""]","SAMDT","3854","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3855","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3856","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3857","115","21/8/2018","2018","08","I000055","Energy"
"[""china""]","SAMDT","3858","115","21/8/2018","2018","08","C001075","Health"
"[""china""]","SAMDT","3859","115","21/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3860","115","21/8/2018","2018","08","P000449","Energy"
"[""china""]","SAMDT","3861","115","21/8/2018","2018","08","C001095","National Security"
"[""china""]","SAMDT","3862","115","21/8/2018","2018","08","N000032","Education"
"[""china""]","SAMDT","3863","115","21/8/2018","2018","08","D000607","National Security"
"[""china""]","SAMDT","3864","115","21/8/2018","2018","08","P000595","National Security"
"[""china""]","SAMDT","3865","115","21/8/2018","2018","08","M001183","National Security"
"[""china""]","SAMDT","3866","115","21/8/2018","2018","08","D000622","National Security"
"[""china""]","SAMDT","3867","115","21/8/2018","2018","08","M001176","National Security"
"[""china""]","SAMDT","3868","115","21/8/2018","2018","08","J000300","National Security"
"[""china""]","SAMDT","3869","115","21/8/2018","2018","08","C001070","National Security"
"[""china""]","SAMDT","3870","115","21/8/2018","2018","08","P000595","Health"
"[""china""]","SAMDT","3871","115","21/8/2018","2018","08","D000607","National Security"
"[""china""]","SAMDT","3872","115","21/8/2018","2018","08","N000032","National Security"
"[""china""]","SAMDT","3873","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3874","115","21/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3875","115","21/8/2018","2018","08","C001070","Health"
"[""china""]","SAMDT","3876","115","21/8/2018","2018","08","W000805","National Security"
"[""china""]","SAMDT","3877","115","21/8/2018","2018","08","G000562","National Security"
"[""china""]","SAMDT","3878","115","21/8/2018","2018","08","C001056","National Security"
"[""china""]","SAMDT","3879","115","21/8/2018","2018","08","T000476","National Security"
"[""china""]","SAMDT","3880","115","21/8/2018","2018","08","K000393","Energy"
"[""china""]","SAMDT","3881","115","21/8/2018","2018","08","K000393","Energy"
"[""china""]","SAMDT","3882","115","21/8/2018","2018","08","H001041","National Security"
"[""china""]","SAMDT","3883","115","21/8/2018","2018","08","W000437","Energy"
"[""china""]","SAMDT","3884","115","21/8/2018","2018","08","B001288","National Security"
"[""china""]","SAMDT","3885","115","21/8/2018","2018","08","C001070","National Security"
"[""china""]","SAMDT","3886","115","21/8/2018","2018","08","G000386","National Security"
"[""china""]","SAMDT","3887","115","21/8/2018","2018","08","C001098","National Security"
"[""china""]","SAMDT","3888","115","21/8/2018","2018","08","B001288","National Security"
"[""china""]","SAMDT","3889","115","21/8/2018","2018","08","S000320","National Security"
"[""china""]","SAMDT","3890","115","21/8/2018","2018","08","S000320","National Security"
"[""china""]","SAMDT","3891","115","21/8/2018","2018","08","S000320","National Security"
"[""china""]","SAMDT","3892","115","21/8/2018","2018","08","M001169","National Security"
"[""china""]","SAMDT","3893","115","21/8/2018","2018","08","H001069","Energy"
"[""china""]","SAMDT","3894","115","21/8/2018","2018","08","H001069","National Security"
"[""china""]","SAMDT","3895","115","21/8/2018","2018","08","B000944","National Security"
"[""china""]","SAMDT","3896","115","21/8/2018","2018","08","H000338","National Security"
"[""china""]","SAMDT","3897","115","21/8/2018","2018","08","S001194","Health"
"[""china""]","SAMDT","3898","115","21/8/2018","2018","08","S001194","National Security"
"[""china""]","SAMDT","3899","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3900","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3901","115","21/8/2018","2018","08","H001042","Armed Forces"
"[""china""]","SAMDT","3902","115","21/8/2018","2018","08","U000039","National Security"
"[""china""]","SAMDT","3903","115","21/8/2018","2018","08","M000639","Energy"
"[""china""]","SAMDT","3904","115","21/8/2018","2018","08","M000133","National Security"
"[""china""]","SAMDT","3905","115","21/8/2018","2018","08","R000605","National Security"
"[""china""]","SAMDT","3906","115","21/8/2018","2018","08","R000605","National Security"
"[""china""]","SAMDT","3907","115","21/8/2018","2018","08","P000595","National Security"
"[""china""]","SAMDT","3908","115","21/8/2018","2018","08","C000127","Education"
"[""china""]","SAMDT","3909","115","21/8/2018","2018","08","H001042","National Security"
"[""china""]","SAMDT","3910","115","21/8/2018","2018","08","S000320","Energy"
"[""china""]","SAMDT","3911","115","21/8/2018","2018","08","M001153","National Security"
"[""china""]","SAMDT","3912","115","21/8/2018","2018","08","H001041","Health"
"[""china""]","SAMDT","3913","115","21/8/2018","2018","08","L000577","National Security"
"[""china""]","SAMDT","3914","115","21/8/2018","2018","08","L000577","National Security"
"[""china""]","SAMDT","3915","115","21/8/2018","2018","08","L000577","National Security"
"[""china""]","SAMDT","3916","115","21/8/2018","2018","08","L000577","National Security"
"[""china""]","SAMDT","3917","115","21/8/2018","2018","08","L000577","National Security"
"[""china""]","SAMDT","3918","115","21/8/2018","2018","08","S001181","National Security"
"[""china""]","SAMDT","3919","115","21/8/2018","2018","08","C000141","National Security"
"[""china""]","SAMDT","3920","115","21/8/2018","2018","08","M001169","National Security"
"[""china""]","SAMDT","3921","115","21/8/2018","2018","08","M001169","National Security"
"[""china""]","SAMDT","3922","115","21/8/2018","2018","08","H000338","National Security"
"[""china""]","SAMDT","3923","115","21/8/2018","2018","08","H001046","National Security"
"[""china""]","SAMDT","3924","115","21/8/2018","2018","08","H001046","National Security"
"[""china""]","SAMDT","3925","115","21/8/2018","2018","08","H001046","National Security"
"[""china""]","SAMDT","3926","115","21/8/2018","2018","08","C001075","Health"
"[""china""]","SAMDT","3927","115","21/8/2018","2018","08","I000055","Energy"
"[""china""]","SAMDT","3933","115","22/8/2018","2018","08","H001069","Health"
"[""china""]","SAMDT","3939","115","22/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3940","115","22/8/2018","2018","08","P000612","Energy"
"[""china""]","SAMDT","3941","115","22/8/2018","2018","08","T000476","National Security"
"[""china""]","SAMDT","3942","115","22/8/2018","2018","08","S001198","National Security"
"[""china""]","SAMDT","3943","115","22/8/2018","2018","08","S001198","National Security"
"[""china""]","SAMDT","3944","115","22/8/2018","2018","08","B001135","National Security"
"[""china""]","SAMDT","3945","115","22/8/2018","2018","08","P000449","Armed Forces"
"[""china""]","SAMDT","3946","115","22/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3947","115","22/8/2018","2018","08","E000295","National Security"
"[""china""]","SAMDT","3948","115","22/8/2018","2018","08","E000295","National Security"
"[""china""]","SAMDT","3949","115","22/8/2018","2018","08","E000295","National Security"
"[""china""]","SAMDT","3950","115","22/8/2018","2018","08","B000575","Energy"
"[""china""]","SAMDT","3951","115","22/8/2018","2018","08","H001041","Armed Forces"
"[""china""]","SAMDT","3952","115","22/8/2018","2018","08","C001075","National Security"
"[""china""]","SAMDT","3953","115","22/8/2018","2018","08","B000944","National Security"
"[""china""]","SAMDT","3954","115","22/8/2018","2018","08","D000563","National Security"
"[""china""]","SAMDT","3955","115","22/8/2018","2018","08","D000563","National Security"
"[""china""]","SAMDT","3956","115","22/8/2018","2018","08","H000338","National Security"
"[""china""]","SAMDT","3957","115","22/8/2018","2018","08","B001288","National Security"
"[""china""]","SAMDT","3958","115","22/8/2018","2018","08","C000141","National Security"
"[""china""]","SAMDT","3959","115","22/8/2018","2018","08","M000133","National Security"
"[""china""]","SAMDT","3960","115","22/8/2018","2018","08","C001056","National Security"
"[""china""]","SAMDT","3961","115","22/8/2018","2018","08","T000461","National Security"
"[""china""]","SAMDT","3962","115","22/8/2018","2018","08","Y000064","National Security"
"[""china""]","SAMDT","3963","115","22/8/2018","2018","08","S000033","National Security"
"[""china""]","SAMDT","3964","115","22/8/2018","2018","08","D000563","Health"
"[""china""]","SAMDT","3965","115","22/8/2018","2018","08","B001288","National Security"
"[""china""]","SAMDT","3966","115","22/8/2018","2018","08","C001098","National Security"
"[""china""]","SAMDT","3967","115","22/8/2018","2018","08","P000603","National Security"
"[""china""]","SAMDT","3968","115","22/8/2018","2018","08","S000148","National Security"
"[""china""]","SAMDT","3969","115","22/8/2018","2018","08","S000148","National Security"
"[""china""]","SAMDT","3970","115","22/8/2018","2018","08","S000148","National Security"
"[""china""]","SAMDT","3971","115","22/8/2018","2018","08","W000779","National Security"
"[""china""]","SAMDT","3972","115","22/8/2018","2018","08","P000595","National Security"
"[""china""]","SAMDT","3973","115","22/8/2018","2018","08","S000148","National Security"
"[""china""]","SAMDT","3974","115","22/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3975","115","22/8/2018","2018","08","D000563","National Security"
"[""china""]","SAMDT","3976","115","22/8/2018","2018","08","D000622","National Security"
"[""china""]","SAMDT","3977","115","22/8/2018","2018","08","M001176","Energy"
"[""china""]","SAMDT","3978","115","22/8/2018","2018","08","P000612","National Security"
"[""china""]","SAMDT","3979","115","22/8/2018","2018","08","C001056","Energy"
"[""china""]","SAMDT","3980","115","22/8/2018","2018","08","C001075","National Security"
"[""china""]","SAMDT","3981","115","22/8/2018","2018","08","G000555","Energy"
"[""china""]","SAMDT","3982","115","22/8/2018","2018","08","C001070","Energy"
"[""china""]","SAMDT","3983","115","22/8/2018","2018","08","K000367","National Security"
"[""china""]","SAMDT","3984","115","22/8/2018","2018","08","D000622","National Security"
"[""china""]","SAMDT","3985","115","22/8/2018","2018","08","R000122","Education"
"[""china""]","SAMDT","3986","115","22/8/2018","2018","08","R000595","National Security"
"[""china""]","SAMDT","3987","115","22/8/2018","2018","08","S001197","National Security"
"[""china""]","SAMDT","3988","115","22/8/2018","2018","08","S001184","National Security"
"[""china""]","SAMDT","3989","115","22/8/2018","2018","08","J000300","National Security"
"[""china""]","SAMDT","3990","115","22/8/2018","2018","08","P000603","National Security"
"[""china""]","SAMDT","3991","115","22/8/2018","2018","08","P000603","National Security"
"[""china""]","SAMDT","3992","115","22/8/2018","2018","08","C001075","National Security"
"[""china""]","SAMDT","3993","115","22/8/2018","2018","08","L000174","National Security"
"[""china""]","SAMDT","3994","115","22/8/2018","2018","08","M000133","National Security"
"[""china""]","SAMDT","3995","115","22/8/2018","2018","08","C001075","National Security"
"[""china""]","SAMDT","3996","115","22/8/2018","2018","08","C000174","National Security"
"[""china""]","SAMDT","3997","115","22/8/2018","2018","08","C000174","National Security"
"[""china""]","SAMDT","3998","115","22/8/2018","2018","08","R000595","Health"
"[""china""]","SAMDT","3999","115","22/8/2018","2018","08","W000817","National Security"
"[""china""]","SAMDT","4000","115","22/8/2018","2018","08","H000338","National Security"
"[""china""]","SAMDT","4013","115","6/9/2018","2018","09","A000360","Government Operations and Politics"
"[""china""]","SAMDT","4031","115","1/10/2018","2018","10","M001176","National Security"
