"search_key","type","number","congress","effective_date","year","month","bioguide_id","issue"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1844","116","25/6/2020","2020","06","F000062","Crime and Law Enforcement"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1845","116","25/6/2020","2020","06","V000128","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1846","116","25/6/2020","2020","06","V000128","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1847","116","25/6/2020","2020","06","V000128","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1848","116","25/6/2020","2020","06","V000128","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1849","116","25/6/2020","2020","06","V000128","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1850","116","25/6/2020","2020","06","K000383","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1851","116","25/6/2020","2020","06","S000148","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1852","116","25/6/2020","2020","06","S000148","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1853","116","25/6/2020","2020","06","C001047","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1854","116","25/6/2020","2020","06","B001310","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1855","116","25/6/2020","2020","06","B001310","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1856","116","25/6/2020","2020","06","B001310","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1857","116","25/6/2020","2020","06","B001310","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1858","116","25/6/2020","2020","06","B001310","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1859","116","25/6/2020","2020","06","W000817","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1860","116","25/6/2020","2020","06","W000817","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1861","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1862","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1863","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1864","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1865","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1866","116","25/6/2020","2020","06","R000122","Health"
"[""china"", ""hong kong"", ""taiwan""]","SAMDT","1867","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1868","116","25/6/2020","2020","06","R000122","International Finance"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1869","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1870","116","25/6/2020","2020","06","R000122","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1871","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1872","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1873","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1874","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1875","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1876","116","25/6/2020","2020","06","C000141","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1877","116","25/6/2020","2020","06","C001095","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1878","116","25/6/2020","2020","06","L000594","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1879","116","25/6/2020","2020","06","I000024","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1880","116","25/6/2020","2020","06","B001261","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1881","116","25/6/2020","2020","06","H001079","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1882","116","25/6/2020","2020","06","B001261","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1883","116","25/6/2020","2020","06","R000615","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1884","116","25/6/2020","2020","06","R000615","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1885","116","25/6/2020","2020","06","R000615","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1886","116","25/6/2020","2020","06","C001098","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1887","116","25/6/2020","2020","06","H001079","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1888","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1889","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1890","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1891","116","25/6/2020","2020","06","P000449","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1892","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1893","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1894","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1895","116","25/6/2020","2020","06","R000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1896","116","25/6/2020","2020","06","R000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1897","116","25/6/2020","2020","06","B000575","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1898","116","25/6/2020","2020","06","B000575","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1899","116","25/6/2020","2020","06","L000575","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1900","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1901","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1902","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1903","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1904","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1905","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1906","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1907","116","25/6/2020","2020","06","W000805","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1908","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1909","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1910","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1911","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1912","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1913","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1914","116","25/6/2020","2020","06","W000805","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1915","116","25/6/2020","2020","06","H001046","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1916","116","25/6/2020","2020","06","H001046","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1917","116","25/6/2020","2020","06","H001076","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1918","116","25/6/2020","2020","06","S000033","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1919","116","25/6/2020","2020","06","S000033","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1920","116","25/6/2020","2020","06","S000033","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1921","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1922","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1923","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1924","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1925","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1926","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1927","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1928","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1929","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1930","116","25/6/2020","2020","06","M001176","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1931","116","25/6/2020","2020","06","S001181","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1932","116","25/6/2020","2020","06","G000555","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1933","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1934","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1935","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1936","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1937","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1938","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1939","116","25/6/2020","2020","06","P000595","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1940","116","25/6/2020","2020","06","R000608","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1941","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1942","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1943","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1944","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1945","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1946","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1947","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1948","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1949","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1950","116","25/6/2020","2020","06","K000367","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1951","116","25/6/2020","2020","06","E000295","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1952","116","25/6/2020","2020","06","S001217","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1953","116","25/6/2020","2020","06","M001169","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1954","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1955","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1956","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1957","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1958","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1959","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1960","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1961","116","25/6/2020","2020","06","M000639","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1962","116","25/6/2020","2020","06","S000770","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1963","116","25/6/2020","2020","06","S000770","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1964","116","25/6/2020","2020","06","H001046","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1965","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1966","116","25/6/2020","2020","06","T000464","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1967","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1968","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1969","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1970","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1971","116","25/6/2020","2020","06","T000464","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1972","116","25/6/2020","2020","06","T000464","National Security"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1973","116","25/6/2020","2020","06","T000464","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1974","116","25/6/2020","2020","06","B001267","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1975","116","25/6/2020","2020","06","B001267","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1976","116","25/6/2020","2020","06","B001267","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1977","116","25/6/2020","2020","06","B001267","Armed Forces"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1978","116","25/6/2020","2020","06","B001267","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1979","116","25/6/2020","2020","06","C000127","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1980","116","25/6/2020","2020","06","C000127","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1981","116","25/6/2020","2020","06","C000127","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1982","116","25/6/2020","2020","06","W000779","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1983","116","25/6/2020","2020","06","W000779","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1984","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1985","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1986","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1987","116","25/6/2020","2020","06","K000393","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1988","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1989","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1990","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1991","116","25/6/2020","2020","06","K000393","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1992","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1993","116","25/6/2020","2020","06","H001089","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1994","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1995","116","25/6/2020","2020","06","T000461","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1996","116","25/6/2020","2020","06","T000461","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1997","116","25/6/2020","2020","06","T000461","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1998","116","25/6/2020","2020","06","T000461","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","1999","116","25/6/2020","2020","06","W000437","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2000","116","25/6/2020","2020","06","W000437","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2001","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2002","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2003","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2004","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2005","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2006","116","25/6/2020","2020","06","R000584","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2007","116","25/6/2020","2020","06","R000584","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2008","116","25/6/2020","2020","06","R000584","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2009","116","25/6/2020","2020","06","R000584","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2010","116","25/6/2020","2020","06","T000476","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2011","116","25/6/2020","2020","06","P000603","Armed Forces"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2012","116","25/6/2020","2020","06","M001153","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2013","116","25/6/2020","2020","06","M001153","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2014","116","25/6/2020","2020","06","M001153","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2015","116","25/6/2020","2020","06","R000615","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2016","116","25/6/2020","2020","06","R000615","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2017","116","25/6/2020","2020","06","R000615","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2018","116","25/6/2020","2020","06","R000615","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2019","116","25/6/2020","2020","06","R000615","Crime and Law Enforcement"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2020","116","25/6/2020","2020","06","S001198","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2021","116","25/6/2020","2020","06","S001198","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2022","116","25/6/2020","2020","06","S001198","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2023","116","25/6/2020","2020","06","C001035","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2024","116","25/6/2020","2020","06","R000605","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2025","116","25/6/2020","2020","06","P000603","Health"
"[""china"", ""hong kong"", ""taiwan""]","SAMDT","2026","116","25/6/2020","2020","06","G000386","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2027","116","25/6/2020","2020","06","G000386","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2028","116","25/6/2020","2020","06","G000386","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2029","116","25/6/2020","2020","06","R000584","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2030","116","25/6/2020","2020","06","C000880","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2031","116","25/6/2020","2020","06","C000880","Armed Forces"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2032","116","25/6/2020","2020","06","H001079","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2033","116","25/6/2020","2020","06","H001079","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2034","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2035","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2036","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2037","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2038","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2039","116","25/6/2020","2020","06","C001070","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2040","116","25/6/2020","2020","06","K000384","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2041","116","25/6/2020","2020","06","S000770","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2042","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2043","116","25/6/2020","2020","06","M000133","Human Rights"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2044","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2045","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2046","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2047","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2048","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2049","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2050","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2051","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2052","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2053","116","25/6/2020","2020","06","M000133","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2054","116","25/6/2020","2020","06","M000133","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2055","116","25/6/2020","2020","06","D000563","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2056","116","25/6/2020","2020","06","C000174","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2057","116","25/6/2020","2020","06","B000944","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2058","116","25/6/2020","2020","06","S001203","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2059","116","25/6/2020","2020","06","U000039","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2060","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2061","116","25/6/2020","2020","06","I000024","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2062","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2063","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2064","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2065","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2066","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2067","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2068","116","25/6/2020","2020","06","G000562","Armed Forces"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2069","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2070","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2071","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2072","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2073","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2074","116","25/6/2020","2020","06","G000562","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2075","116","25/6/2020","2020","06","L000577","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2076","116","25/6/2020","2020","06","C001098","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2077","116","25/6/2020","2020","06","J000293","Civil Rights and Liberties, Minority Issues"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2078","116","25/6/2020","2020","06","J000293","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2079","116","25/6/2020","2020","06","J000293","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2080","116","25/6/2020","2020","06","P000449","National Security"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2081","116","25/6/2020","2020","06","P000449","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2082","116","25/6/2020","2020","06","I000024","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2083","116","25/6/2020","2020","06","R000605","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2084","116","25/6/2020","2020","06","L000577","Foreign Affairs"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2085","116","25/6/2020","2020","06","K000393","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2086","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2087","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2088","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2089","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2090","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2091","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2092","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2093","116","25/6/2020","2020","06","C001056","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2094","116","25/6/2020","2020","06","F000463","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2095","116","25/6/2020","2020","06","P000612","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2096","116","25/6/2020","2020","06","P000612","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2097","116","25/6/2020","2020","06","P000612","Health"
"[""hong kong"", ""taiwan"", ""china""]","SAMDT","2098","116","25/6/2020","2020","06","P000612","Armed Forces"
