"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"5001500US0101","Congressional District 1 (115th Congress), Alabama","702730","655","473090","1153","194402","940","7128","568","9981","677","108","94","5808","915","12213","1096","1470","549","10743","958",
"5001500US0102","Congressional District 2 (115th Congress), Alabama","681443","1681","437840","1496","212105","1793","2775","326","7505","556","135","66","7398","1062","13685","979","911","316","12774","895",
"5001500US0103","Congressional District 3 (115th Congress), Alabama","703772","1162","490529","1690","178921","1287","2066","406","12013","530","228","82","6959","1272","13056","1189","1275","374","11781","1098",
"5001500US0104","Congressional District 4 (115th Congress), Alabama","683508","1602","599758","2211","48113","1057","5572","725","4190","444","832","558","12784","1516","12259","841","1304","437","10955","751",
"5001500US0105","Congressional District 5 (115th Congress), Alabama","708691","263","541450","1152","123179","946","4477","454","11842","555","548","125","9078","1170","18117","1234","933","315","17184","1156",
"5001500US0106","Congressional District 6 (115th Congress), Alabama","698968","2415","552923","2299","104339","1748","1901","380","11941","738","110","57","16372","1693","11382","1032","946","297","10436","1028",
"5001500US0107","Congressional District 7 (115th Congress), Alabama","671659","2958","222112","2322","426108","2502","1179","350","5343","615","252","111","8543","1169","8122","803","805","317","7317","709",
"5001500US0200","Congressional District (at Large) (115th Congress), Alaska","738565","*****","481971","1468","23702","789","104995","1588","45604","929","9075","369","10505","1166","62713","2101","3204","672","59509","1879",
"5001500US0401","Congressional District 1 (115th Congress), Arizona","741377","3265","483668","3665","16854","1235","173024","1838","11912","835","1421","237","28140","1649","26358","1723","4024","593","22334","1500",
"5001500US0402","Congressional District 2 (115th Congress), Arizona","717718","3469","582174","3490","28583","1322","10418","1076","21725","965","1762","314","41357","2430","31699","1639","7152","966","24547","1450",
"5001500US0403","Congressional District 3 (115th Congress), Arizona","751029","4279","531445","5438","34796","2036","32280","1822","13150","1156","910","333","111101","4270","27347","1787","8416","1093","18931","1271",
"5001500US0404","Congressional District 4 (115th Congress), Arizona","749187","3596","662111","3844","14070","1215","13786","1235","9482","788","1173","300","29532","2631","19033","1501","2710","491","16323","1439",
"5001500US0405","Congressional District 5 (115th Congress), Arizona","782680","3552","666049","4552","24127","1605","8526","1138","36219","1869","1892","456","21295","1944","24572","1567","4086","651","20486","1457",
"5001500US0406","Congressional District 6 (115th Congress), Arizona","762220","4608","649001","4617","20173","1435","12186","1147","36078","1813","664","238","21644","1817","22474","1653","3746","706","18728","1551",
"5001500US0407","Congressional District 7 (115th Congress), Arizona","782330","4990","488628","6687","77730","2353","22060","1893","19391","1664","1830","402","142901","4534","29790","2019","9309","933","20481","1739",
"5001500US0408","Congressional District 8 (115th Congress), Arizona","761786","3612","642088","4501","33021","1888","6615","965","27372","1802","1264","328","25151","2548","26275","1624","4084","735","22191","1584",
"5001500US0409","Congressional District 9 (115th Congress), Arizona","761619","4790","572497","4990","43477","2109","21287","1758","38088","1569","2448","551","53462","2877","30360","1966","5257","788","25103","1850",
"5001500US0501","Congressional District 1 (115th Congress), Arkansas","723743","598","564829","984","128994","944","2937","487","3575","309","390","277","7574","918","15444","945","1132","282","14312","951",
"5001500US0502","Congressional District 2 (115th Congress), Arkansas","757113","*****","543774","1555","168949","1241","2117","349","11803","476","463","306","10564","1505","19443","1478","2198","679","17245","1191",
"5001500US0503","Congressional District 3 (115th Congress), Arkansas","782339","1272","660178","2461","23464","761","8940","835","22598","575","5888","502","37173","2037","24098","1428","2587","635","21511","1271",
"5001500US0504","Congressional District 4 (115th Congress), Arkansas","714749","1462","533360","1929","138562","951","5482","609","4392","490","321","198","19795","1234","12837","797","734","187","12103","793",
"5001500US0601","Congressional District 1 (115th Congress), California","704958","1315","607099","1917","10493","576","13128","932","19518","703","1140","269","20736","1518","32844","1372","4141","599","28703","1212",
"5001500US0602","Congressional District 2 (115th Congress), California","717270","1847","574486","3030","10102","675","15700","1089","26854","779","1517","391","52943","2842","35668","1591","5098","830","30570","1532",
"5001500US0603","Congressional District 3 (115th Congress), California","730723","1671","483126","3930","45180","1635","7067","591","81571","1738","3897","490","64471","3069","45411","1868","7375","915","38036","1626",
"5001500US0604","Congressional District 4 (115th Congress), California","726653","2007","619039","2547","9507","644","7127","690","36141","1043","1769","445","21025","1764","32045","1454","3619","604","28426","1355",
"5001500US0605","Congressional District 5 (115th Congress), California","727704","2636","465457","4402","46541","1657","7151","1256","80645","1645","3492","602","81518","4363","42900","1997","7375","929","35525","1907",
"5001500US0606","Congressional District 6 (115th Congress), California","743423","2238","389315","4247","93451","2025","5611","797","115956","2583","10537","998","75516","3443","53037","2909","8583","1056","44454","2678",
"5001500US0607","Congressional District 7 (115th Congress), California","739746","2285","475280","3610","53724","1780","4560","706","114832","2358","5852","904","31986","2157","53512","2190","8780","969","44732","1899",
"5001500US0608","Congressional District 8 (115th Congress), California","719950","2943","550559","5640","56621","2554","9871","1030","22341","1316","2232","646","44849","3667","33477","2659","7510","1177","25967","2226",
"5001500US0609","Congressional District 9 (115th Congress), California","750185","2075","407981","4936","67018","2051","4677","744","109115","2510","4410","743","84873","4458","72111","3017","10538","1127","61573","3023",
"5001500US0610","Congressional District 10 (115th Congress), California","737719","1113","535194","4557","24015","1103","4940","580","50577","1749","4917","568","78673","3761","39403","2137","9056","1155","30347","1861",
"5001500US0611","Congressional District 11 (115th Congress), California","749531","1882","456868","4137","60105","2044","3326","598","103627","1774","3542","605","75774","3753","46289","2178","7778","1080","38511","2049",
"5001500US0612","Congressional District 12 (115th Congress), California","752652","1949","372834","2489","40010","931","3022","627","241935","2041","3096","340","53586","2585","38169","1931","5676","715","32493","1665",
"5001500US0613","Congressional District 13 (115th Congress), California","750102","533","322570","3495","130924","2228","5655","767","156153","2561","4612","489","77857","2907","52331","2370","8580","870","43751","2135",
"5001500US0614","Congressional District 14 (115th Congress), California","750274","2476","342528","3840","22765","1025","2488","435","251165","2592","10407","633","80409","4154","40512","1887","7481","912","33031","1686",
"5001500US0615","Congressional District 15 (115th Congress), California","764963","1587","356641","3556","45502","2070","4103","654","248958","2915","7915","697","56230","2643","45614","2426","8896","983","36718","2151",
"5001500US0616","Congressional District 16 (115th Congress), California","725356","2835","420169","5483","41638","1388","7838","1171","67145","1869","1152","320","158584","4700","28830","2135","10001","1159","18829","1652",
"5001500US0617","Congressional District 17 (115th Congress), California","762175","2565","233704","3210","19400","1634","2625","461","407299","3851","3837","718","60589","2846","34721","1847","7541","959","27180","1492",
"5001500US0618","Congressional District 18 (115th Congress), California","735753","3663","473597","4269","14100","1073","2369","386","166259","2665","2248","615","40217","2951","36963","1885","4621","619","32342","1795",
"5001500US0619","Congressional District 19 (115th Congress), California","760615","3554","333751","4762","22339","1359","5409","898","211902","2542","3314","549","143211","4555","40689","2283","11538","1172","29151","1886",
"5001500US0620","Congressional District 20 (115th Congress), California","734923","1358","510642","5057","14117","625","4831","582","38568","879","2346","195","133098","4873","31321","1585","7055","861","24266","1186",
"5001500US0621","Congressional District 21 (115th Congress), California","712221","3681","508926","5657","28141","1478","7738","1273","22573","1278","1452","563","123673","5027","19718","1661","6140","826","13578","1215",
"5001500US0622","Congressional District 22 (115th Congress), California","748078","3055","547826","4960","23741","1532","6858","772","59218","2067","1463","334","78567","3822","30405","2227","8010","1390","22395","1766",
"5001500US0623","Congressional District 23 (115th Congress), California","738134","4433","551000","5457","48600","2056","8409","1114","38560","1316","1169","252","60580","3891","29816","1815","6985","958","22831","1392",
"5001500US0624","Congressional District 24 (115th Congress), California","732284","650","579362","3546","13800","720","6155","751","34337","890","1092","308","67982","3466","29556","1729","5800","747","23756","1482",
"5001500US0625","Congressional District 25 (115th Congress), California","720000","2920","462170","4278","56776","2446","5098","880","59434","2285","1259","401","96071","3938","39192","1983","9848","1023","29344","1902",
"5001500US0626","Congressional District 26 (115th Congress), California","725161","976","579168","3854","13189","776","6058","995","49587","1169","1447","340","44424","2987","31288","1843","6121","805","25167","1646",
"5001500US0627","Congressional District 27 (115th Congress), California","719377","2388","282937","3845","32670","1773","2813","516","276702","3286","1561","501","96707","3627","25987","1395","6060","883","19927","1156",
"5001500US0628","Congressional District 28 (115th Congress), California","717921","4214","482025","4502","20608","1437","2614","548","96796","2780","904","291","85703","2784","29271","1653","6851","837","22420","1397",
"5001500US0629","Congressional District 29 (115th Congress), California","721965","4619","410072","4888","27500","1624","3755","729","56213","1957","789","279","206478","4537","17158","1223","5420","702","11738","1106",
"5001500US0630","Congressional District 30 (115th Congress), California","758784","4536","499188","4381","35498","2319","2999","601","96355","2476","1100","379","89864","4062","33780","1717","7504","980","26276","1382",
"5001500US0631","Congressional District 31 (115th Congress), California","740071","3255","455094","5203","79139","3081","5045","862","57988","1933","1902","619","105620","4317","35283","2221","9979","1166","25304","1989",
"5001500US0632","Congressional District 32 (115th Congress), California","721884","2756","332162","5494","19943","1452","6014","1005","131134","2541","1949","754","204953","5215","25729","1814","12006","1328","13723","1309",
"5001500US0633","Congressional District 33 (115th Congress), California","715197","2991","524104","4099","20949","1888","2012","433","103305","2626","1227","449","25467","1791","38133","1600","4895","604","33238","1519",
"5001500US0634","Congressional District 34 (115th Congress), California","728048","4855","292052","4754","32190","1522","7688","1026","142527","2742","1749","429","230958","5243","20884","1323","7079","835","13805","1087",
"5001500US0635","Congressional District 35 (115th Congress), California","735165","2924","356973","5881","48161","2044","6970","985","51637","2002","2710","858","236334","5848","32380","2196","12182","1311","20198","1596",
"5001500US0636","Congressional District 36 (115th Congress), California","740835","2951","509875","5111","33078","2195","8609","1100","24699","1523","1169","320","137265","4496","26140","2004","8029","1167","18111","1524",
"5001500US0637","Congressional District 37 (115th Congress), California","721893","5146","304490","4352","165925","3093","5517","1019","73754","2224","1009","271","143579","4220","27619","1541","5817","656","21802","1354",
"5001500US0638","Congressional District 38 (115th Congress), California","720150","2434","347607","4415","28465","1818","5055","755","111176","2386","1915","578","199362","4867","26570","1693","12114","1306","14456","996",
"5001500US0639","Congressional District 39 (115th Congress), California","726854","2414","379099","5041","17428","1389","3364","720","222920","3109","2340","627","72367","4174","29336","1835","7465","788","21871","1569",
"5001500US0640","Congressional District 40 (115th Congress), California","714946","3478","391898","5895","34397","1688","4713","933","18243","1343","1877","574","251194","5589","12624","1216","6736","933","5888","611",
"5001500US0641","Congressional District 41 (115th Congress), California","747233","2254","378967","6112","68614","2246","5572","1060","42176","2082","2362","522","220839","5904","28703","1971","9625","1189","19078","1338",
"5001500US0642","Congressional District 42 (115th Congress), California","777599","3052","500262","5769","43100","2421","5006","896","72125","2161","2908","583","109670","4890","44528","2549","10919","1075","33609","2212",
"5001500US0643","Congressional District 43 (115th Congress), California","726570","4142","256192","4862","164669","3510","4262","895","93352","2505","3379","953","168393","4541","36323","2083","7035","886","29288","1883",
"5001500US0644","Congressional District 44 (115th Congress), California","723533","4063","325790","6199","115246","2840","7205","1076","42736","1931","4419","916","204397","5413","23740","1665","8707","1102","15033","1282",
"5001500US0645","Congressional District 45 (115th Congress), California","762519","2021","476582","4630","14490","1746","2852","640","182894","3316","1350","396","48092","3122","36259","2291","5244","656","31015","2316",
"5001500US0646","Congressional District 46 (115th Congress), California","730094","2706","421348","5523","12523","1406","3788","712","94503","2906","2138","646","178542","4877","17252","1251","4607","614","12645","1119",
"5001500US0647","Congressional District 47 (115th Congress), California","717209","3207","390727","4804","52994","2231","7115","1166","160856","3073","5017","1137","69020","3202","31480","1937","6215","649","25265","1672",
"5001500US0648","Congressional District 48 (115th Congress), California","727426","1992","489693","4041","8513","1120","3114","622","131955","2555","2639","530","60748","3407","30764","1653","5558","732","25206","1579",
"5001500US0649","Congressional District 49 (115th Congress), California","736520","2802","582164","4701","20026","1806","3134","685","50443","2569","2465","668","45506","3062","32782","2368","6121","1087","26661","1894",
"5001500US0650","Congressional District 50 (115th Congress), California","744267","3370","575274","4844","20839","1803","8818","939","42256","2003","3138","761","53870","3423","40072","2552","8675","1195","31397","2163",
"5001500US0651","Congressional District 51 (115th Congress), California","730908","4281","470933","5572","49568","2136","5434","806","60079","2080","2687","603","112909","3391","29298","1984","9516","1107","19782","1487",
"5001500US0652","Congressional District 52 (115th Congress), California","754053","3644","517869","4692","22580","1513","2820","552","150114","2631","2854","660","18116","1733","39700","1819","3970","634","35730","1716",
"5001500US0653","Congressional District 53 (115th Congress), California","761273","4961","494573","4908","62310","2287","3916","812","102464","3040","4356","716","46557","2985","47097","2494","7338","932","39759","2232",
"5001500US0801","Congressional District 1 (115th Congress), Colorado","802167","1217","631455","2994","66601","1258","7140","865","27543","813","1078","284","41344","2501","27006","1512","4460","662","22546","1352",
"5001500US0802","Congressional District 2 (115th Congress), Colorado","782425","1377","708506","2325","7250","677","3940","451","24631","969","804","191","14966","1693","22328","1305","2838","478","19490","1153",
"5001500US0803","Congressional District 3 (115th Congress), Colorado","731888","591","647130","2239","7494","670","16567","1151","5484","422","814","189","35853","2232","18546","1188","3563","688","14983","941",
"5001500US0804","Congressional District 4 (115th Congress), Colorado","780344","1492","698565","2649","10259","643","5619","663","15045","830","798","237","27342","2154","22716","1256","4790","714","17926","1037",
"5001500US0805","Congressional District 5 (115th Congress), Colorado","772116","546","626798","2563","44073","1324","5233","681","19407","745","2852","252","33108","2375","40645","1939","6656","810","33989","1623",
"5001500US0806","Congressional District 6 (115th Congress), Colorado","792196","1788","583419","3115","72618","1316","4715","746","47315","1225","1564","224","49563","2651","33002","1852","6886","960","26116","1498",
"5001500US0807","Congressional District 7 (115th Congress), Colorado","775383","1743","680328","3312","12860","936","8192","1114","25346","1120","670","211","23321","1614","24666","1562","4477","661","20189","1424",
"5001500US0901","Congressional District 1 (115th Congress), Connecticut","715329","830","500322","2767","108544","1687","1968","482","35877","1089","124","109","43181","2105","25313","1595","7382","1038","17931","1359",
"5001500US0902","Congressional District 2 (115th Congress), Connecticut","708127","234","611265","1979","28390","1154","2891","522","23424","694","92","55","16447","1481","25618","1458","2616","500","23002","1479",
"5001500US0903","Congressional District 3 (115th Congress), Connecticut","717162","1363","525689","3415","99229","1932","1416","339","30790","1071","149","88","38712","2600","21177","1494","5538","1023","15639","1324",
"5001500US0904","Congressional District 4 (115th Congress), Connecticut","738259","340","539155","2601","91884","1724","1851","549","39047","1333","242","94","44906","2602","21174","1518","5637","974","15537","1162",
"5001500US0905","Congressional District 5 (115th Congress), Connecticut","715601","1224","580633","3765","48193","2040","1259","382","27312","1556","324","167","40508","2682","17372","1233","4043","668","13329","1056",
"5001500US1000","Congressional District (at Large) (115th Congress), Delaware","943732","*****","652170","1798","206290","1405","3482","471","36553","717","465","263","18512","1797","26260","1432","2514","502","23746","1479",
"5001500US1198","Delegate District (at Large) (115th Congress), District of Columbia","672391","*****","273471","1971","321062","1247","1757","465","25558","570","289","84","30961","2100","19293","1277","2665","452","16628","1199",
"5001500US1201","Congressional District 1 (115th Congress), Florida","748579","575","575611","1655","99831","1086","3993","619","18873","752","1157","307","15421","1435","33693","1804","2281","367","31412","1796",
"5001500US1202","Congressional District 2 (115th Congress), Florida","712695","2534","583184","2464","91844","1671","3306","487","12126","763","636","229","4969","686","16630","1183","1170","297","15460","1083",
"5001500US1203","Congressional District 3 (115th Congress), Florida","720286","2298","547650","2779","115902","2046","1851","332","24399","834","428","113","7256","1174","22800","1683","2397","515","20403","1553",
"5001500US1204","Congressional District 4 (115th Congress), Florida","763855","3226","626040","3552","69837","2620","1762","367","34998","1362","421","178","8235","1395","22562","2047","2048","463","20514","1928",
"5001500US1205","Congressional District 5 (115th Congress), Florida","722646","3850","328824","3319","343831","3325","2032","386","18691","1341","741","230","9811","1316","18716","1677","2272","652","16444","1681",
"5001500US1206","Congressional District 6 (115th Congress), Florida","740950","1879","618767","2688","76242","1858","2984","495","13419","705","389","225","14262","1792","14887","1167","1830","379","13057","1113",
"5001500US1207","Congressional District 7 (115th Congress), Florida","748154","3725","583435","4099","80643","3120","1367","424","32938","1498","457","139","25510","2488","23804","1888","4337","828","19467","1695",
"5001500US1208","Congressional District 8 (115th Congress), Florida","730040","1034","609769","1968","71876","1272","2386","386","16122","735","421","103","9922","1313","19544","1562","2344","657","17200","1483",
"5001500US1209","Congressional District 9 (115th Congress), Florida","810034","4648","605317","5608","107251","3184","2525","644","23708","1436","483","89","41884","4025","28866","2561","7527","1389","21339","2036",
"5001500US1210","Congressional District 10 (115th Congress), Florida","787875","4745","439606","5123","221340","3575","1713","503","41303","1792","826","517","56585","3800","26502","2068","6178","1068","20324","1653",
"5001500US1211","Congressional District 11 (115th Congress), Florida","738652","3236","648426","3395","53801","2032","2524","481","9457","693","159","106","8767","1268","15518","1670","2438","601","13080","1604",
"5001500US1212","Congressional District 12 (115th Congress), Florida","743356","2343","658882","3104","35674","1539","2526","340","19578","1175","427","91","8938","1260","17331","1211","2885","349","14446","1155",
"5001500US1213","Congressional District 13 (115th Congress), Florida","717518","2338","568452","3065","89209","1933","2134","431","24687","1231","705","174","10262","1442","22069","1742","2751","461","19318","1675",
"5001500US1214","Congressional District 14 (115th Congress), Florida","750173","3775","523047","4406","138775","2734","2381","558","33323","1292","395","176","27594","1949","24658","1882","4902","831","19756","1539",
"5001500US1215","Congressional District 15 (115th Congress), Florida","761327","5635","571233","5393","110519","3066","2447","385","22764","1543","432","150","31336","3127","22596","1898","3721","659","18875","1679",
"5001500US1216","Congressional District 16 (115th Congress), Florida","782096","3206","658747","3604","65761","2036","2079","407","16026","894","715","399","23308","2451","15460","1418","2682","894","12778","1096",
"5001500US1217","Congressional District 17 (115th Congress), Florida","743040","3625","644794","3969","57134","2030","2504","466","9771","882","290","152","15370","1948","13177","1137","1912","498","11265","1097",
"5001500US1218","Congressional District 18 (115th Congress), Florida","744294","2841","598841","3331","95337","2054","2381","560","16609","911","679","595","15330","2066","15117","1493","3452","734","11665","1427",
"5001500US1219","Congressional District 19 (115th Congress), Florida","777171","3316","669436","3580","61475","1580","1561","428","11680","701","382","227","20360","2207","12277","1688","2459","729","9818","1515",
"5001500US1220","Congressional District 20 (115th Congress), Florida","765067","3998","293231","4237","412043","4246","1468","480","20370","1750","147","106","17382","1938","20426","2119","3908","847","16518","1860",
