"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-born","Margin of Error!!Total:!!Foreign-born",
"5001800US0101","Congressional District 1 (118th Congress), Alabama","724287","169","701021","1572","23266","1571",
"5001800US0102","Congressional District 2 (118th Congress), Alabama","717019","2609","692012","2851","25007","1239",
"5001800US0103","Congressional District 3 (118th Congress), Alabama","721038","957","698854","1441","22184","1129",
"5001800US0104","Congressional District 4 (118th Congress), Alabama","721519","2783","694405","2974","27114","1069",
"5001800US0105","Congressional District 5 (118th Congress), Alabama","732520","1492","696921","2024","35599","1518",
"5001800US0106","Congressional District 6 (118th Congress), Alabama","714716","3725","680908","3968","33808","1595",
"5001800US0107","Congressional District 7 (118th Congress), Alabama","723154","4811","698093","4725","25061","1533",
"5001800US0200","Congressional District (at Large) (118th Congress), Alaska","733971","*****","676840","2060","57131","2060",
"5001800US0401","Congressional District 1 (118th Congress), Arizona","800544","6386","699294","5922","101250","4287",
"5001800US0402","Congressional District 2 (118th Congress), Arizona","811584","3250","765681","3441","45903","2198",
"5001800US0403","Congressional District 3 (118th Congress), Arizona","803591","8422","604598","7938","198993","5328",
"5001800US0404","Congressional District 4 (118th Congress), Arizona","803744","5653","700494","5945","103250","3777",
"5001800US0405","Congressional District 5 (118th Congress), Arizona","812986","5518","733343","5838","79643","2976",
"5001800US0406","Congressional District 6 (118th Congress), Arizona","798431","6002","727460","5878","70971","2399",
"5001800US0407","Congressional District 7 (118th Congress), Arizona","804461","5793","647754","6117","156707","4071",
"5001800US0408","Congressional District 8 (118th Congress), Arizona","796518","7126","701091","6480","95427","3681",
"5001800US0409","Congressional District 9 (118th Congress), Arizona","836316","5368","752874","5298","83442","3012",
"5001800US0501","Congressional District 1 (118th Congress), Arkansas","753522","1204","737759","1428","15763","912",
"5001800US0502","Congressional District 2 (118th Congress), Arkansas","755024","2356","723269","2736","31755","1486",
"5001800US0503","Congressional District 3 (118th Congress), Arkansas","770992","993","688485","2400","82507","2334",
"5001800US0504","Congressional District 4 (118th Congress), Arkansas","753113","2526","724919","2915","28194","1549",
"5001800US0601","Congressional District 1 (118th Congress), California","762487","992","683522","2110","78965","1838",
"5001800US0602","Congressional District 2 (118th Congress), California","758158","3177","651598","3317","106560","2553",
"5001800US0603","Congressional District 3 (118th Congress), California","770955","2575","682357","3608","88598","2815",
"5001800US0604","Congressional District 4 (118th Congress), California","763128","3346","626751","3979","136377","3252",
"5001800US0605","Congressional District 5 (118th Congress), California","764588","5257","674192","4948","90396","2808",
"5001800US0606","Congressional District 6 (118th Congress), California","755796","5628","595552","5987","160244","4133",
"5001800US0607","Congressional District 7 (118th Congress), California","757893","5442","585056","5736","172837","3624",
