"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","710135","615","476944","1268","195618","1253","7918","567","10153","673","117","93","7116","1257","12269","1175","900","276","11369","1112",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","679684","2213","433638","1252","213226","2116","2672","317","8075","583","222","93","7377","907","14474","1008","938","238","13536","950",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","708888","1544","491723","1529","181931","1853","2187","435","13450","606","161","108","6304","1115","13132","1370","1039","346","12093","1256",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","684757","1511","597975","1934","48686","1016","5031","684","3726","448","773","469","15135","1173","13431","937","1019","363","12412","878",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","720362","234","545030","1492","127674","1216","4413","497","12449","529","602","165","11897","1551","18297","1420","1014","332","17283","1388",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","704770","2841","551987","3049","110482","2270","1838","476","12104","646","109","58","15295","1773","12955","1215","1152","428","11803","1175",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","667654","3703","222950","3053","421431","3012","1506","434","6313","887","254","127","7538","1183","7662","829","871","272","6791","822",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","737068","*****","476015","1779","24205","833","109751","1660","45920","871","9204","413","11308","1624","60665","2426","3011","476","57654","2278",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","762575","2754","496062","3789","18384","1320","175779","1760","12346","903","1554","265","29883","2456","28567","2031","4135","798","24432","1853",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","724083","3238","589127","3951","29376","1370","11014","1051","22606","1072","1849","312","37990","2763","32121","1739","6175","783","25946","1552",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","776579","5006","538344","5874","37616","2010","37089","2273","15411","1318","1302","492","115368","4424","31449","2190","8547","1122","22902","1696",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","786254","3738","695300","3863","13957","1182","15662","1633","9772","769","1206","275","27468","2289","22889","1493","3139","693","19750","1500",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","820915","3481","687024","4893","29475","2154","8825","1097","40258","2128","1537","405","24942","2312","28854","1822","5308","862","23546","1590",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","792368","4913","665277","5247","23474","1852","13860","1393","40345","2428","957","328","22052","2068","26403","2121","3897","885","22506","1906",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","811872","5738","530648","6842","80738","3705","23414","1919","19456","1448","1590","515","124941","5599","31085","2215","9228","1180","21857","1788",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","790494","3607","658803","5155","36684","2015","7145","984","30479","1542","1429","417","28059","2306","27895","2185","4345","682","23550","1979",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","785159","5250","583868","5901","47758","2323","24626","2070","42540","1914","3034","688","49559","2977","33774","1993","5900","836","27874","2005",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","721413","673","560533","1055","124215","1245","3010","443","4101","229","406","195","8565","992","20583","1238","1218","300","19365","1212",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","762623","*****","542116","1617","173185","1119","2811","452","12659","486","538","304","11812","1615","19502","1481","2435","715","17067","1256",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","807399","1365","672343","3101","24852","780","9070","858","24216","761","7269","585","43217","2523","26432","1466","2863","483","23569","1393",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","707935","1510","526052","1797","137290","819","5543","576","4528","392","520","243","19982","1260","14020","997","1142","348","12878","955",
