"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2019 inflation-adjusted dollars)",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","49773","762",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","48611","702",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","49110","877",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","45111","723",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","57758","778",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","67967","1023",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","37960","613",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","77640","1015",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","54503","632",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","53864","710",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","49422","837",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","52411","707",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","77763","918",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","74373","929",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","44893","617",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","68977","782",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","60050","760",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","42417","673",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","52417","732",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","52428","599",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","42398","585",
"5001600US0601","Congressional District 1 (116th Congress), California","54202","875",
"5001600US0602","Congressional District 2 (116th Congress), California","76349","1109",
"5001600US0603","Congressional District 3 (116th Congress), California","68603","963",
"5001600US0604","Congressional District 4 (116th Congress), California","79843","1144",
"5001600US0605","Congressional District 5 (116th Congress), California","79832","1183",
"5001600US0606","Congressional District 6 (116th Congress), California","58122","792",
"5001600US0607","Congressional District 7 (116th Congress), California","77269","969",
"5001600US0608","Congressional District 8 (116th Congress), California","54509","978",
"5001600US0609","Congressional District 9 (116th Congress), California","68396","1093",
"5001600US0610","Congressional District 10 (116th Congress), California","65670","1075",
"5001600US0611","Congressional District 11 (116th Congress), California","95469","1345",
