"GEO_ID","NAME","B19013_001E","B19013_001M",
"Geography","Geographic Area Name","Estimate!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)","Margin of Error!!Median household income in the past 12 months (in 2018 inflation-adjusted dollars)",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","46445","1908",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","48290","1880",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","45832","2249",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","45387","1618",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","57174","1697",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","66835","1980",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","37123","1788",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","74346","2288",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","55444","1635",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","53292","1505",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","50291","1410",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","52481","1636",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","78797","2629",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","73608","2741",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","46053","1115",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","68097","2461",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","60705","1550",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","41553","1397",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","50381","1764",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","52799","1405",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","41230","1210",
"5001600US0601","Congressional District 1 (116th Congress), California","55316","1844",
"5001600US0602","Congressional District 2 (116th Congress), California","77550","3318",
"5001600US0603","Congressional District 3 (116th Congress), California","68609","3057",
"5001600US0604","Congressional District 4 (116th Congress), California","77592","2390",
"5001600US0605","Congressional District 5 (116th Congress), California","80810","1915",
"5001600US0606","Congressional District 6 (116th Congress), California","60661","1804",
"5001600US0607","Congressional District 7 (116th Congress), California","79712","2652",
"5001600US0608","Congressional District 8 (116th Congress), California","54509","2589",
"5001600US0609","Congressional District 9 (116th Congress), California","69769","1918",
"5001600US0610","Congressional District 10 (116th Congress), California","65609","2374",
"5001600US0611","Congressional District 11 (116th Congress), California","96950","3056",
"5001600US0612","Congressional District 12 (116th Congress), California","113919","4519",
"5001600US0613","Congressional District 13 (116th Congress), California","82237","2468",
"5001600US0614","Congressional District 14 (116th Congress), California","117054","5353",
"5001600US0615","Congressional District 15 (116th Congress), California","119997","4089",
"5001600US0616","Congressional District 16 (116th Congress), California","47759","2698",
"5001600US0617","Congressional District 17 (116th Congress), California","141217","3159",
"5001600US0618","Congressional District 18 (116th Congress), California","141661","4623",
"5001600US0619","Congressional District 19 (116th Congress), California","106346","4513",
"5001600US0620","Congressional District 20 (116th Congress), California","75460","3597",
"5001600US0621","Congressional District 21 (116th Congress), California","44561","1530",
"5001600US0622","Congressional District 22 (116th Congress), California","61951","2341",
"5001600US0623","Congressional District 23 (116th Congress), California","56995","2745",
"5001600US0624","Congressional District 24 (116th Congress), California","75025","2450",
"5001600US0625","Congressional District 25 (116th Congress), California","82243","3316",
"5001600US0626","Congressional District 26 (116th Congress), California","83594","2613",
"5001600US0627","Congressional District 27 (116th Congress), California","76515","3546",
"5001600US0628","Congressional District 28 (116th Congress), California","71213","2020",
"5001600US0629","Congressional District 29 (116th Congress), California","55176","2044",
"5001600US0630","Congressional District 30 (116th Congress), California","81437","2507",
"5001600US0631","Congressional District 31 (116th Congress), California","65319","3372",
"5001600US0632","Congressional District 32 (116th Congress), California","70814","2232",
"5001600US0633","Congressional District 33 (116th Congress), California","114080","3522",
"5001600US0634","Congressional District 34 (116th Congress), California","47993","1772",
"5001600US0635","Congressional District 35 (116th Congress), California","66131","1575",
"5001600US0636","Congressional District 36 (116th Congress), California","48230","2148",
"5001600US0637","Congressional District 37 (116th Congress), California","62038","1924",
"5001600US0638","Congressional District 38 (116th Congress), California","74622","3180",
"5001600US0639","Congressional District 39 (116th Congress), California","89695","3392",
"5001600US0640","Congressional District 40 (116th Congress), California","51725","1497",
"5001600US0641","Congressional District 41 (116th Congress), California","67606","2315",
"5001600US0642","Congressional District 42 (116th Congress), California","89086","3527",
"5001600US0643","Congressional District 43 (116th Congress), California","64721","2162",
"5001600US0644","Congressional District 44 (116th Congress), California","53711","1565",
"5001600US0645","Congressional District 45 (116th Congress), California","105917","2901",
"5001600US0646","Congressional District 46 (116th Congress), California","68177","3016",
"5001600US0647","Congressional District 47 (116th Congress), California","69483","2319",
"5001600US0648","Congressional District 48 (116th Congress), California","95136","3301",
"5001600US0649","Congressional District 49 (116th Congress), California","94960","4173",
"5001600US0650","Congressional District 50 (116th Congress), California","75136","2345",
"5001600US0651","Congressional District 51 (116th Congress), California","50101","1985",
"5001600US0652","Congressional District 52 (116th Congress), California","100124","3533",
"5001600US0653","Congressional District 53 (116th Congress), California","79898","3022",
"5001600US0801","Congressional District 1 (116th Congress), Colorado","71198","2199",
"5001600US0802","Congressional District 2 (116th Congress), Colorado","81753","1901",
"5001600US0803","Congressional District 3 (116th Congress), Colorado","55215","1756",
"5001600US0804","Congressional District 4 (116th Congress), Colorado","77737","2331",
"5001600US0805","Congressional District 5 (116th Congress), Colorado","66062","1634",
"5001600US0806","Congressional District 6 (116th Congress), Colorado","82450","2548",
"5001600US0807","Congressional District 7 (116th Congress), Colorado","73244","1757",
"5001600US0901","Congressional District 1 (116th Congress), Connecticut","73884","2577",
"5001600US0902","Congressional District 2 (116th Congress), Connecticut","77908","3423",
"5001600US0903","Congressional District 3 (116th Congress), Connecticut","70498","2280",
"5001600US0904","Congressional District 4 (116th Congress), Connecticut","93999","4221",
"5001600US0905","Congressional District 5 (116th Congress), Connecticut","70742","2150",
"5001600US1000","Congressional District (at Large) (116th Congress), Delaware","64805","1570",
"5001600US1198","Delegate District (at Large) (116th Congress), District of Columbia","85203","3414",
"5001600US1201","Congressional District 1 (116th Congress), Florida","59088","2135",
"5001600US1202","Congressional District 2 (116th Congress), Florida","48356","1365",
"5001600US1203","Congressional District 3 (116th Congress), Florida","51047","1419",
"5001600US1204","Congressional District 4 (116th Congress), Florida","71858","2422",
"5001600US1205","Congressional District 5 (116th Congress), Florida","42704","1793",
"5001600US1206","Congressional District 6 (116th Congress), Florida","51745","1039",
"5001600US1207","Congressional District 7 (116th Congress), Florida","64170","1942",
"5001600US1208","Congressional District 8 (116th Congress), Florida","57866","2358",
"5001600US1209","Congressional District 9 (116th Congress), Florida","55082","2080",
"5001600US1210","Congressional District 10 (116th Congress), Florida","56262","2549",
"5001600US1211","Congressional District 11 (116th Congress), Florida","47017","1417",
"5001600US1212","Congressional District 12 (116th Congress), Florida","54563","2373",
"5001600US1213","Congressional District 13 (116th Congress), Florida","52081","1204",
"5001600US1214","Congressional District 14 (116th Congress), Florida","55729","1752",
"5001600US1215","Congressional District 15 (116th Congress), Florida","56096","1709",
"5001600US1216","Congressional District 16 (116th Congress), Florida","61838","1492",
"5001600US1217","Congressional District 17 (116th Congress), Florida","51562","1267",
"5001600US1218","Congressional District 18 (116th Congress), Florida","60483","2164",
"5001600US1219","Congressional District 19 (116th Congress), Florida","59366","2141",
"5001600US1220","Congressional District 20 (116th Congress), Florida","48003","1876",
"5001600US1221","Congressional District 21 (116th Congress), Florida","60316","2167",
"5001600US1222","Congressional District 22 (116th Congress), Florida","64211","2415",
"5001600US1223","Congressional District 23 (116th Congress), Florida","64119","3525",
"5001600US1224","Congressional District 24 (116th Congress), Florida","42147","1595",
"5001600US1225","Congressional District 25 (116th Congress), Florida","53826","2537",
"5001600US1226","Congressional District 26 (116th Congress), Florida","61501","1815",
"5001600US1227","Congressional District 27 (116th Congress), Florida","61358","2290",
"5001600US1301","Congressional District 1 (116th Congress), Georgia","51829","1848",
"5001600US1302","Congressional District 2 (116th Congress), Georgia","38692","2012",
"5001600US1303","Congressional District 3 (116th Congress), Georgia","60265","2441",
"5001600US1304","Congressional District 4 (116th Congress), Georgia","58448","2659",
"5001600US1305","Congressional District 5 (116th Congress), Georgia","57270","2119",
"5001600US1306","Congressional District 6 (116th Congress), Georgia","97290","3532",
"5001600US1307","Congressional District 7 (116th Congress), Georgia","78693","2516",
"5001600US1308","Congressional District 8 (116th Congress), Georgia","45710","1355",
"5001600US1309","Congressional District 9 (116th Congress), Georgia","58233","1974",
"5001600US1310","Congressional District 10 (116th Congress), Georgia","59229","2437",
"5001600US1311","Congressional District 11 (116th Congress), Georgia","76779","2357",
"5001600US1312","Congressional District 12 (116th Congress), Georgia","45570","1861",
"5001600US1313","Congressional District 13 (116th Congress), Georgia","61898","1803",
"5001600US1314","Congressional District 14 (116th Congress), Georgia","50044","2254",
"5001600US1501","Congressional District 1 (116th Congress), Hawaii","84947","2884",
"5001600US1502","Congressional District 2 (116th Congress), Hawaii","76116","2281",
"5001600US1601","Congressional District 1 (116th Congress), Idaho","56709","1859",
"5001600US1602","Congressional District 2 (116th Congress), Idaho","54462","1639",
"5001600US1701","Congressional District 1 (116th Congress), Illinois","55969","2334",
"5001600US1702","Congressional District 2 (116th Congress), Illinois","49210","1932",
"5001600US1703","Congressional District 3 (116th Congress), Illinois","66862","3021",
"5001600US1704","Congressional District 4 (116th Congress), Illinois","55305","2172",
"5001600US1705","Congressional District 5 (116th Congress), Illinois","87326","2249",
"5001600US1706","Congressional District 6 (116th Congress), Illinois","101493","1455",
"5001600US1707","Congressional District 7 (116th Congress), Illinois","56166","3699",
"5001600US1708","Congressional District 8 (116th Congress), Illinois","72089","2544",
"5001600US1709","Congressional District 9 (116th Congress), Illinois","74614","2656",
"5001600US1710","Congressional District 10 (116th Congress), Illinois","82099","2858",
"5001600US1711","Congressional District 11 (116th Congress), Illinois","79003","2409",
"5001600US1712","Congressional District 12 (116th Congress), Illinois","50556","1262",
