"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-born","Margin of Error!!Total:!!Foreign-born",
"5001800US1215","Congressional District 15 (118th Congress), Florida","828431","24595","678905","22054","149526","12152",
"5001800US1216","Congressional District 16 (118th Congress), Florida","850603","18973","718178","21080","132425","9690",
"5001800US1217","Congressional District 17 (118th Congress), Florida","851634","9279","724983","9248","126651","8896",
"5001800US1218","Congressional District 18 (118th Congress), Florida","853391","15411","741647","16330","111744","8018",
"5001800US1219","Congressional District 19 (118th Congress), Florida","809197","12201","666003","12751","143194","10700",
"5001800US1220","Congressional District 20 (118th Congress), Florida","803297","17214","506590","17932","296707","13494",
"5001800US1221","Congressional District 21 (118th Congress), Florida","820276","9525","680698","11519","139578","9992",
"5001800US1222","Congressional District 22 (118th Congress), Florida","773713","14492","536178","13846","237535","12221",
"5001800US1223","Congressional District 23 (118th Congress), Florida","780374","16413","541109","14639","239265","13408",
"5001800US1224","Congressional District 24 (118th Congress), Florida","772726","17019","426309","14282","346417","14785",
"5001800US1225","Congressional District 25 (118th Congress), Florida","779002","10353","462772","13673","316230","12459",
"5001800US1226","Congressional District 26 (118th Congress), Florida","809482","15020","358233","13593","451249","12140",
"5001800US1227","Congressional District 27 (118th Congress), Florida","746930","17819","341538","12409","405392","14041",
"5001800US1228","Congressional District 28 (118th Congress), Florida","765111","17620","375030","14933","390081","12969",
"5001800US1301","Congressional District 1 (118th Congress), Georgia","799549","3696","750526","5469","49023","4220",
"5001800US1302","Congressional District 2 (118th Congress), Georgia","757219","8571","724262","8860","32957","3856",
"5001800US1303","Congressional District 3 (118th Congress), Georgia","793606","8347","745731","9304","47875","5494",
"5001800US1304","Congressional District 4 (118th Congress), Georgia","764506","10655","617824","11754","146682","8399",
"5001800US1305","Congressional District 5 (118th Congress), Georgia","774627","11882","700114","14453","74513","7194",
"5001800US1306","Congressional District 6 (118th Congress), Georgia","797492","9651","639147","11445","158345","6837",
"5001800US1307","Congressional District 7 (118th Congress), Georgia","778113","12951","530804","14012","247309","10892",
"5001800US1308","Congressional District 8 (118th Congress), Georgia","778270","7756","742638","7624","35632","3480",
"5001800US1309","Congressional District 9 (118th Congress), Georgia","810092","13174","692043","12136","118049","7705",
"5001800US1310","Congressional District 10 (118th Congress), Georgia","833978","9499","766544","11957","67434","6113",
"5001800US1311","Congressional District 11 (118th Congress), Georgia","791779","10798","696138","10904","95641","7631",
"5001800US1312","Congressional District 12 (118th Congress), Georgia","779898","4033","747571","4941","32327","3805",
"5001800US1313","Congressional District 13 (118th Congress), Georgia","773905","14243","677052","13253","96853","8152",
"5001800US1314","Congressional District 14 (118th Congress), Georgia","796193","7923","724371","8528","71822","6548",
"5001800US1501","Congressional District 1 (118th Congress), Hawaii","723269","10952","563364","10298","159905","7001",
"5001800US1502","Congressional District 2 (118th Congress), Hawaii","711869","10952","616019","10623","95850","6655",
"5001800US1601","Congressional District 1 (118th Congress), Idaho","1008961","5140","960328","6808","48633","4371",
"5001800US1602","Congressional District 2 (118th Congress), Idaho","955765","5140","892389","5726","63376","4769",
"5001800US1701","Congressional District 1 (118th Congress), Illinois","751575","21906","687721","20892","63854","7691",
"5001800US1702","Congressional District 2 (118th Congress), Illinois","720502","16747","658541","16754","61961","6830",
"5001800US1703","Congressional District 3 (118th Congress), Illinois","720148","21274","518220","16628","201928","12793",
"5001800US1704","Congressional District 4 (118th Congress), Illinois","704764","18895","486025","17270","218739","9877",
"5001800US1705","Congressional District 5 (118th Congress), Illinois","754102","16515","603160","15049","150942","8160",
"5001800US1706","Congressional District 6 (118th Congress), Illinois","725829","11898","611031","12606","114798","9075",
"5001800US1707","Congressional District 7 (118th Congress), Illinois","732352","23440","608778","20231","123574","12924",
"5001800US1708","Congressional District 8 (118th Congress), Illinois","730604","11094","516947","12074","213657","10324",
"5001800US1709","Congressional District 9 (118th Congress), Illinois","742949","17005","545572","13933","197377","11827",
"5001800US1710","Congressional District 10 (118th Congress), Illinois","746076","7783","588434","10400","157642","7596",
"5001800US1711","Congressional District 11 (118th Congress), Illinois","761048","11757","641671","12205","119377","8376",
"5001800US1712","Congressional District 12 (118th Congress), Illinois","749426","5302","736325","5175","13101","1482",
"5001800US1713","Congressional District 13 (118th Congress), Illinois","725183","10597","680655","10859","44528","4852",
"5001800US1714","Congressional District 14 (118th Congress), Illinois","755370","8406","655118","10090","100252","6151",
"5001800US1715","Congressional District 15 (118th Congress), Illinois","745893","9342","729305","8878","16588","2799",
"5001800US1716","Congressional District 16 (118th Congress), Illinois","755171","10504","720313","9858","34858","3822",
"5001800US1717","Congressional District 17 (118th Congress), Illinois","728697","7385","682983","8669","45714","4798",
"5001800US1801","Congressional District 1 (118th Congress), Indiana","757933","3403","713412","5134","44521","4211",
"5001800US1802","Congressional District 2 (118th Congress), Indiana","750086","4550","700109","5941","49977","3773",
"5001800US1803","Congressional District 3 (118th Congress), Indiana","764836","3092","725467","4965","39369","4211",
"5001800US1804","Congressional District 4 (118th Congress), Indiana","778072","2309","728238","4329","49834","3553",
"5001800US1805","Congressional District 5 (118th Congress), Indiana","781999","1571","733792","4457","48207","4030",
"5001800US1806","Congressional District 6 (118th Congress), Indiana","764477","3704","710441","6203","54036","5055",
"5001800US1807","Congressional District 7 (118th Congress), Indiana","747195","791","645405","8263","101790","8247",
"5001800US1808","Congressional District 8 (118th Congress), Indiana","756642","1442","737727","2491","18915","2110",
"5001800US1809","Congressional District 9 (118th Congress), Indiana","760959","3240","734956","3605","26003","2774",
"5001800US1901","Congressional District 1 (118th Congress), Iowa","798244","1704","761315","3200","36929","2836",
"5001800US1902","Congressional District 2 (118th Congress), Iowa","791219","1693","759239","3900","31980","3608",
"5001800US1903","Congressional District 3 (118th Congress), Iowa","821239","2652","751460","5958","69779","5272",
"5001800US1904","Congressional District 4 (118th Congress), Iowa","796302","2398","746385","3962","49917","3259",
"5001800US2001","Congressional District 1 (118th Congress), Kansas","726249","2287","674364","4184","51885","3627",
"5001800US2002","Congressional District 2 (118th Congress), Kansas","725930","7474","679071","7915","46859","3735",
"5001800US2003","Congressional District 3 (118th Congress), Kansas","749221","6596","689071","7630","60150","4320",
"5001800US2004","Congressional District 4 (118th Congress), Kansas","739147","2100","690620","3557","48527","3266",
"5001800US2101","Congressional District 1 (118th Congress), Kentucky","750693","4304","736074","4968","14619","2083",
"5001800US2102","Congressional District 2 (118th Congress), Kentucky","775707","7888","744884","8273","30823","4751",
"5001800US2103","Congressional District 3 (118th Congress), Kentucky","733409","6703","660384","8732","73025","6781",
"5001800US2104","Congressional District 4 (118th Congress), Kentucky","768776","4620","744187","5677","24589","2556",
"5001800US2105","Congressional District 5 (118th Congress), Kentucky","738681","3679","731909","3689","6772","1393",
"5001800US2106","Congressional District 6 (118th Congress), Kentucky","758888","4002","707044","7641","51844","6177",
"5001800US2201","Congressional District 1 (118th Congress), Louisiana","770713","11557","711190","11409","59523","5857",
"5001800US2202","Congressional District 2 (118th Congress), Louisiana","742904","14389","692503","14710","50401","5518",
"5001800US2203","Congressional District 3 (118th Congress), Louisiana","762638","2387","738185","4820","24453","3862",
"5001800US2204","Congressional District 4 (118th Congress), Louisiana","757390","1443","740056","2336","17334","2210",
"5001800US2205","Congressional District 5 (118th Congress), Louisiana","754781","6355","735558","7247","19223","2432",
"5001800US2206","Congressional District 6 (118th Congress), Louisiana","785323","11479","733585","12689","51738","6082",
"5001800US2301","Congressional District 1 (118th Congress), Maine","700340","4722","669369","5494","30971","3477",
"5001800US2302","Congressional District 2 (118th Congress), Maine","695382","4722","672905","4822","22477","2085",
"5001800US2401","Congressional District 1 (118th Congress), Maryland","782957","5047","730495","6754","52462","5297",
"5001800US2402","Congressional District 2 (118th Congress), Maryland","767891","14288","670298","13703","97593","7827",
"5001800US2403","Congressional District 3 (118th Congress), Maryland","778152","11056","655220","11469","122932","6614",
"5001800US2404","Congressional District 4 (118th Congress), Maryland","723299","15277","508818","14707","214481","9384",
"5001800US2405","Congressional District 5 (118th Congress), Maryland","812172","18363","731843","16067","80329","8773",
"5001800US2406","Congressional District 6 (118th Congress), Maryland","799719","11404","643336","9095","156383","8383",
"5001800US2407","Congressional District 7 (118th Congress), Maryland","744512","13752","669706","14311","74806","6810",
"5001800US2408","Congressional District 8 (118th Congress), Maryland","771551","11840","518646","13029","252905","12436",
"5001800US2501","Congressional District 1 (118th Congress), Massachusetts","767012","8900","706040","10854","60972","6470",
"5001800US2502","Congressional District 2 (118th Congress), Massachusetts","798884","12578","668692","12252","130192","7702",
"5001800US2503","Congressional District 3 (118th Congress), Massachusetts","767022","11107","603816","13132","163206","9061",
"5001800US2504","Congressional District 4 (118th Congress), Massachusetts","783039","9347","659700","11411","123339","7530",
"5001800US2505","Congressional District 5 (118th Congress), Massachusetts","776923","10719","577830","13222","199093","9886",
"5001800US2506","Congressional District 6 (118th Congress), Massachusetts","785015","6978","669811","9276","115204","7208",
"5001800US2507","Congressional District 7 (118th Congress), Massachusetts","744098","11321","511887","10431","232211","8359",
"5001800US2508","Congressional District 8 (118th Congress), Massachusetts","791775","11603","629040","12344","162735","9480",
"5001800US2509","Congressional District 9 (118th Congress), Massachusetts","787631","7718","711003","10559","76628","7448",
"5001800US2601","Congressional District 1 (118th Congress), Michigan","786329","1187","772936","2009","13393","1555",
"5001800US2602","Congressional District 2 (118th Congress), Michigan","791423","7804","775168","8012","16255","2034",
"5001800US2603","Congressional District 3 (118th Congress), Michigan","771917","8876","708950","10439","62967","5835",
"5001800US2604","Congressional District 4 (118th Congress), Michigan","777277","7742","734874","8691","42403","3614",
"5001800US2605","Congressional District 5 (118th Congress), Michigan","775722","6319","750359","6773","25363","2938",
"5001800US2606","Congressional District 6 (118th Congress), Michigan","764009","7188","657302","9241","106707","5794",
"5001800US2607","Congressional District 7 (118th Congress), Michigan","781761","3985","739257","6056","42504","4700",
"5001800US2608","Congressional District 8 (118th Congress), Michigan","766628","1695","748122","3239","18506","2582",
"5001800US2609","Congressional District 9 (118th Congress), Michigan","769261","8839","737268","9119","31993","3739",
"5001800US2610","Congressional District 10 (118th Congress), Michigan","769945","6844","664307","10274","105638","7241",
"5001800US2611","Congressional District 11 (118th Congress), Michigan","769154","6378","652959","9734","116195","7231",
"5001800US2612","Congressional District 12 (118th Congress), Michigan","740559","12695","655077","12180","85482","7533",
"5001800US2613","Congressional District 13 (118th Congress), Michigan","773276","13210","703130","13078","70146","8855",
"5001800US2701","Congressional District 1 (118th Congress), Minnesota","713000","1694","664435","4345","48565","3896",
"5001800US2702","Congressional District 2 (118th Congress), Minnesota","733289","3556","667446","5685","65843","5033",
"5001800US2703","Congressional District 3 (118th Congress), Minnesota","699786","7383","606246","8773","93540","7015",
"5001800US2704","Congressional District 4 (118th Congress), Minnesota","699739","4392","603916","6665","95823","5484",
"5001800US2705","Congressional District 5 (118th Congress), Minnesota","702050","7171","608288","9136","93762","8064",
"5001800US2706","Congressional District 6 (118th Congress), Minnesota","747036","6029","692108","6430","54928","4807",
"5001800US2707","Congressional District 7 (118th Congress), Minnesota","715239","3763","688978","4261","26261","2323",
"5001800US2708","Congressional District 8 (118th Congress), Minnesota","727776","3865","711146","4015","16630","2174",
"5001800US2801","Congressional District 1 (118th Congress), Mississippi","745641","2669","725419","3745","20222","2842",
"5001800US2802","Congressional District 2 (118th Congress), Mississippi","701580","5661","690365","5719","11215","1572",
"5001800US2803","Congressional District 3 (118th Congress), Mississippi","740675","6398","722919","7047","17756","2824",
"5001800US2804","Congressional District 4 (118th Congress), Mississippi","751794","3215","725822","4366","25972","3087",
"5001800US2901","Congressional District 1 (118th Congress), Missouri","741792","10292","682739","11517","59053","6528",
"5001800US2902","Congressional District 2 (118th Congress), Missouri","764420","12115","703359","11860","61061","5824",
"5001800US2903","Congressional District 3 (118th Congress), Missouri","781181","10579","748928","11128","32253","4331",
"5001800US2904","Congressional District 4 (118th Congress), Missouri","788949","8229","764309","9169","24640","3766",
"5001800US2905","Congressional District 5 (118th Congress), Missouri","760843","6500","704660","7483","56183","5802",
"5001800US2906","Congressional District 6 (118th Congress), Missouri","785446","6414","764546","6212","20900","3618",
"5001800US2907","Congressional District 7 (118th Congress), Missouri","790923","3756","761245","4969","29678","3038",
"5001800US2908","Congressional District 8 (118th Congress), Missouri","782602","5587","769538","5798","13064","2067",
"5001800US3001","Congressional District 1 (118th Congress), Montana","576553","1210","562691","2151","13862","1821",
"5001800US3002","Congressional District 2 (118th Congress), Montana","556259","1210","545498","1800","10761","1409",
"5001800US3101","Congressional District 1 (118th Congress), Nebraska","659725","5459","609995","6960","49730","5044",
"5001800US3102","Congressional District 2 (118th Congress), Nebraska","664285","4384","599758","5457","64527","4551",
