"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-Born","Margin of Error!!Total:!!Foreign-Born",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","717438","3217","694841","4218","22597","2855",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","674920","6894","655335","6551","19585","2260",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","717896","5519","694605","5915","23291","2990",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","687453","6630","659292","6691","28161","3312",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","735858","206","704648","3343","31210","3343",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","699605","8896","669054","9405","30551","3454",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","670015","11607","650458","11319","19557","2917",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","731545","*****","673167","4212","58378","4212",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","782088","10038","732032","11479","50056","6063",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","733197","13189","648481","13274","84716","6524",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","801531","19365","633840","17690","167691","8545",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","825763","14933","766852","12867","58911","4879",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","849917","12828","767174","13006","82743","6919",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","814971","18151","695816","14937","119155","9344",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","853856","21938","644312","21661","209544","11437",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","798544","12591","713697","12567","84847","7479",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","818850","17431","700212","15011","118638","10436",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","719048","3717","704765","4487","14283","2434",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","767662","2108","736056","2913","31606","2619",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","829149","3780","744582","5494","84567","4968",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","701945","4274","678115","5140","23830","2538",
"5001600US0601","Congressional District 1 (116th Congress), California","711905","5872","667166","6899","44739","4942",
"5001600US0602","Congressional District 2 (116th Congress), California","708434","5699","618545","7297","89889","6261",
"5001600US0603","Congressional District 3 (116th Congress), California","755811","6489","617988","8810","137823","7257",
"5001600US0604","Congressional District 4 (116th Congress), California","757806","7248","682900","9187","74906","5021",
"5001600US0605","Congressional District 5 (116th Congress), California","726072","9013","582835","11433","143237","7299",
"5001600US0606","Congressional District 6 (116th Congress), California","781943","12209","608658","11382","173285","9280",
"5001600US0607","Congressional District 7 (116th Congress), California","756668","12026","599978","13573","156690","8579",
"5001600US0608","Congressional District 8 (116th Congress), California","723311","10305","621264","11838","102047","7997",
"5001600US0609","Congressional District 9 (116th Congress), California","784956","7932","612876","9834","172080","9420",
"5001600US0610","Congressional District 10 (116th Congress), California","764859","4818","611963","6818","152896","6869",
"5001600US0611","Congressional District 11 (116th Congress), California","765504","7745","551715","9996","213789","8690",
"5001600US0612","Congressional District 12 (116th Congress), California","779824","8137","528598","10505","251226","9894",
