"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Native","Margin of Error!!Total!!Native","Estimate!!Total!!Foreign-Born","Margin of Error!!Total!!Foreign-Born",
"5001500US0101","Congressional District 1 (115th Congress), Alabama","713410","3462","688626","4818","24784","3080",
"5001500US0102","Congressional District 2 (115th Congress), Alabama","673776","6626","656248","7056","17528","2547",
"5001500US0103","Congressional District 3 (115th Congress), Alabama","710488","4658","689650","4376","20838","2040",
"5001500US0104","Congressional District 4 (115th Congress), Alabama","685553","5159","659148","5684","26405","2757",
"5001500US0105","Congressional District 5 (115th Congress), Alabama","718713","200","687756","3242","30957","3242",
"5001500US0106","Congressional District 6 (115th Congress), Alabama","700401","8862","669823","9090","30578","2828",
"5001500US0107","Congressional District 7 (115th Congress), Alabama","672406","12110","654430","11671","17976","2886",
"5001500US0200","Congressional District (at Large) (115th Congress), Alaska","739795","*****","681608","4466","58187","4466",
"5001500US0401","Congressional District 1 (115th Congress), Arizona","765810","9540","718663","9500","47147","5085",
"5001500US0402","Congressional District 2 (115th Congress), Arizona","720429","9904","646393","9802","74036","6540",
"5001500US0403","Congressional District 3 (115th Congress), Arizona","773297","16059","613937","15261","159360","8354",
"5001500US0404","Congressional District 4 (115th Congress), Arizona","771214","13312","706616","13074","64598","5365",
"5001500US0405","Congressional District 5 (115th Congress), Arizona","822497","12703","745894","11644","76603","5325",
"5001500US0406","Congressional District 6 (115th Congress), Arizona","783087","17463","675093","16306","107994","8376",
"5001500US0407","Congressional District 7 (115th Congress), Arizona","833654","15249","624357","12805","209297","10794",
"5001500US0408","Congressional District 8 (115th Congress), Arizona","777208","13488","700493","13840","76715","6546",
"5001500US0409","Congressional District 9 (115th Congress), Arizona","769074","13953","659924","11449","109150","8087",
"5001500US0501","Congressional District 1 (115th Congress), Arkansas","722287","3666","709546","4148","12741","1718",
"5001500US0502","Congressional District 2 (115th Congress), Arkansas","765193","2501","732541","3572","32652","2892",
"5001500US0503","Congressional District 3 (115th Congress), Arkansas","807421","4384","733555","5748","73866","3574",
"5001500US0504","Congressional District 4 (115th Congress), Arkansas","709378","5415","688559","5743","20819","1910",
"5001500US0601","Congressional District 1 (115th Congress), California","718214","5619","671169","6228","47045","4247",
"5001500US0602","Congressional District 2 (115th Congress), California","717999","4737","622884","7615","95115","6085",
"5001500US0603","Congressional District 3 (115th Congress), California","750271","5937","611234","9631","139037","7535",
"5001500US0604","Congressional District 4 (115th Congress), California","748410","6754","677015","8680","71395","5062",
"5001500US0605","Congressional District 5 (115th Congress), California","732438","7091","577474","8639","154964","7335",
"5001500US0606","Congressional District 6 (115th Congress), California","764344","10197","580979","11939","183365","9765",
"5001500US0607","Congressional District 7 (115th Congress), California","750860","10124","601742","11331","149118","7423",
