"full_name","congress","importance_intl","importance_dom","importance_prof","pred","intl_percentage","dom_percentage","prof_percentage","decision","party","chamber","committee_el","gender","age","seniority","ideology","district","state_code","bioguide_id"
"Rep. DeLauro, Rosa L. [D-CT-3]","115",10.5137,33.4398,24.428,0.171540275900523,0.153753122239706,0.489026095196869,0.357236869044346,"dom","Democratic","house of representatives","Committee on Appropriations","Female",81,26,0.211836983236242,"3","CT","D000216"
"Rep. DeLauro, Rosa L. [D-CT-3]","116",10.1415,31.8731,25.0597,0.16931594756888,0.151197774411698,0.475190236513484,0.373610498193051,"dom","Democratic","house of representatives","Committee on Appropriations","Female",81,28,0.230175085627971,"3","CT","D000216"
"Rep. DeLauro, Rosa L. [D-CT-3]","117",15.3896,30.2378,30.8358,0.19982406515995,0.201269377094976,0.395458177647402,0.403278984393698,"prof","Democratic","house of representatives","Committee on Appropriations","Female",81,30,0.183721157339111,"3","CT","D000216"
"Rep. DeLauro, Rosa L. [D-CT-3]","118",11.7938,31.7668,28.9978,0.145680259691723,0.162542172925533,0.437810095040684,0.399647732033782,"dom","Democratic","house of representatives","Committee on Appropriations","Female",81,32,0.245648283816273,"3","CT","D000216"
"Rep. DeSaulnier, Mark [D-CA-10]","118",18.3488,30.5948,33.8708,0.104564648506482,0.221566669363476,0.369440395875572,0.408998972394731,"prof","Democratic","house of representatives","Committee on Transportation and Infrastructure","Male",72,8,0.143558264253583,"10","CA","D000623"
"Rep. Dean, Madeleine [D-PA-4]","116",10.4878,33.166,26.4823,0.174321954314655,0.149535188776092,0.472881259267708,0.3775849777575,"dom","Democratic","house of representatives","Committee on Financial Services","Female",65,0,0.260099488177055,"4","PA","D000631"
"Rep. Dean, Madeleine [D-PA-4]","117",10.9525,29.6096,27.0639,0.179562843339229,0.161957897600908,0.437846022807931,0.400201994510954,"dom","Democratic","house of representatives","Committee on Financial Services","Female",65,2,0.136972398565541,"4","PA","D000631"
"Rep. Dean, Madeleine [D-PA-4]","118",11.8328,30.6853,27.953,0.145672771994385,0.167910442466323,0.435432213864162,0.396660181720398,"dom","Democratic","house of representatives","Committee on the Judiciary","Female",65,4,0.224407805244144,"4","PA","D000631"
"Rep. DelBene, Suzan K. [D-WA-1]","115",10.6207,28.9398,24.0514,0.139370170244904,0.166961161293974,0.454943894057392,0.378096516684011,"dom","Democratic","house of representatives","Committee on the Budget","Female",62,5,0.35671808632224,"1","WA","D000617"
"Rep. DelBene, Suzan K. [D-WA-1]","116",10.6505,33.3357,28.1025,0.137890242876658,0.147740781893518,0.46242358414795,0.389830085269479,"dom","Democratic","house of representatives","Committee on Ways and Means","Female",62,7,0.29212280305892,"1","WA","D000617"
"Rep. DelBene, Suzan K. [D-WA-1]","117",15.3441,30.0935,30.9815,0.193190478454592,0.200786968822216,0.393791923035653,0.405411948212374,"prof","Democratic","house of representatives","Committee on Ways and Means","Female",62,9,0.17400917953234,"1","WA","D000617"
"Rep. DelBene, Suzan K. [D-WA-1]","118",10.9525,34.4023,26.6082,0.167946500103627,0.15219669051232,0.478056718193289,0.369749370508096,"dom","Democratic","house of representatives","Committee on Ways and Means","Female",62,11,0.260586807433036,"1","WA","D000617"
"Rep. Delaney, John K. [D-MD-6]","115",9.5609,32.4825,22.0977,0.174051677276111,0.149061360415462,0.506425717212316,0.344519158662129,"dom","Democratic","house of representatives",NA,"Male",61,4,0.479526551269851,"6","MD","D000620"
"Rep. Delgado, Antonio [D-NY-19]","117",17.6274,29.584,34.0532,0.197354030939212,0.21691417151914,0.364046249034017,0.419042040549121,"prof","Democratic","house of representatives",NA,"Male",47,2,NA,"19","NY","D000630"
"Rep. Deluzio, Christopher R. [D-PA-17]","118",14.1646,26.7803,30.0965,0.135830597971886,0.199385427913059,0.376968045348269,0.42364793437057,"prof","Democratic","house of representatives","Committee on Armed Services","Male",40,0,0.271630887714793,"17","PA","D000530"
"Rep. Denham, Jeff [R-CA-19]","115",11.7846,29.7972,29.8148,0.162021430777759,0.165058280086167,0.417347604787903,0.41759411512593,"prof","Republican","house of representatives",NA,"Male",57,6,0.664051310870137,"10","CA","D000612"
"Rep. Dent, Charles W. [R-PA-15]","115",10.8509,28.5634,25.4313,0.143356458966969,0.167333890552665,0.440481881633043,0.392181143574449,"dom","Republican","house of representatives",NA,"Male",64,12,NA,"15","PA","D000604"
"Rep. DesJarlais, Scott [R-TN-4]","115",16.3453,20.7167,26.4578,0.105880230864037,0.25732565699883,0.32614503486309,0.416527733828296,"prof","Republican","house of representatives","Committee on Agriculture","Male",60,6,0.875798215715292,"4","TN","D000616"
"Rep. DesJarlais, Scott [R-TN-4]","116",23.8261,23.3912,36.8829,0.0855273574681465,0.283304756446446,0.278133568607121,0.438556918737797,"prof","Republican","house of representatives","Committee on Agriculture","Male",60,8,0.726789555262225,"4","TN","D000616"
"Rep. Diaz-Balart, Mario [R-FL-26]","115",12.5264,31.5459,29.5248,0.152972163566385,0.17019981466938,0.428623254373069,0.401161984939849,"dom","Republican","house of representatives","Committee on Appropriations","Male",63,14,0.623584404990068,"25","FL","D000600"
"Rep. Diaz-Balart, Mario [R-FL-26]","116",13.9744,30.4513,31.9358,0.140224751954625,0.183003933935035,0.398779746782397,0.41822024797934,"prof","Republican","house of representatives","Committee on Appropriations","Male",63,16,0.641885183130548,"25","FL","D000600"
"Rep. Diaz-Balart, Mario [R-FL-26]","117",12.788,28.5415,28.1348,0.131967117172872,0.184094298662336,0.410879529658357,0.405024732092986,"dom","Republican","house of representatives","Committee on Appropriations","Male",63,18,0.539876393179121,"25","FL","D000600"
"Rep. Diaz-Balart, Mario [R-FL-26]","118",12.3037,29.4468,27.2081,0.179098970584939,0.178423098117695,0.427025145740886,0.394560457089823,"dom","Republican","house of representatives","Committee on Appropriations","Male",63,20,0.532545821902173,"26","FL","D000600"
"Rep. Dingell, Debbie [D-MI-6]","115",9.6202,38.7949,24.5215,0.192293067405913,0.131897933413494,0.531898207623871,0.33620248791075,"dom","Democratic","house of representatives","Committee on Energy and Commerce","Female",71,2,0.265716395782448,"12","MI","D000624"
"Rep. Dingell, Debbie [D-MI-6]","116",10.3854,35.9041,28.9807,0.172098860697242,0.137973639215155,0.476998415058143,0.385018645984039,"dom","Democratic","house of representatives","Committee on Energy and Commerce","Female",71,4,0.247579003704692,"12","MI","D000624"
"Rep. Dingell, Debbie [D-MI-6]","117",13.9562,35.8504,31.8288,0.204557632156669,0.170957069027399,0.439151008688601,0.389888247421165,"dom","Democratic","house of representatives","Committee on Energy and Commerce","Female",71,6,0.188850736438425,"12","MI","D000624"
"Rep. Dingell, Debbie [D-MI-6]","118",10.5087,32.2657,25.8331,0.166011173346023,0.153171747029835,0.470295435033881,0.376535733077967,"dom","Democratic","house of representatives","Committee on Natural Resources","Female",71,8,0.259996432130272,"6","MI","D000624"
"Rep. Doggett, Lloyd [D-TX-37]","115",16.7873,25.8538,29.4038,0.16861118447679,0.233012282652298,0.358857764693308,0.408132728708704,"prof","Democratic","house of representatives","Committee on Ways and Means","Male",78,22,0.325021289538936,"35","TX","D000399"
"Rep. Doggett, Lloyd [D-TX-37]","116",13.3838,26.5015,26.9842,0.142339811074454,0.200149246812055,0.396319077122318,0.403537657901781,"prof","Democratic","house of representatives","Committee on the Budget","Male",78,24,0.285968616686654,"35","TX","D000399"
"Rep. Doggett, Lloyd [D-TX-37]","117",12.7536,24.3248,26.3143,0.117519453879299,0.201185000094649,0.383717922022198,0.415101810311646,"prof","Democratic","house of representatives","Joint Committee on Taxation","Male",78,26,0.16620115248589,"35","TX","D000399"
"Rep. Doggett, Lloyd [D-TX-37]","118",14.5287,24.5653,29.0953,0.10445091148256,0.213065469599891,0.360253648321061,0.426686748136427,"prof","Democratic","house of representatives","Committee on Ways and Means","Male",78,28,0.228683197374913,"37","TX","D000399"
"Rep. Donalds, Byron [R-FL-19]","118",11.4446,33.7086,27.999,0.170715846444753,0.156448087356994,0.460797755926986,0.382747321698311,"dom","Republican","house of representatives","Committee on Financial Services","Male",46,2,0.948797931486731,"19","FL","D000032"
"Rep. Duarte, John S. [R-CA-13]","118",13.0202,28.2753,29.8691,0.13946580378443,0.182957914705262,0.3973203119511,0.419716152603105,"prof","Republican","house of representatives","Committee on Natural Resources","Male",58,0,0.543508588452438,"13","CA","D000633"
"Rep. Duffy, Sean P. [R-WI-7]","115",9.1506,29.5894,25.9147,0.155313418097093,0.141530314114828,0.457652730582618,0.400816955302553,"dom","Republican","house of representatives","Committee on Financial Services","Male",53,6,0.738714125866413,"7","WI","D000614"
"Rep. Duffy, Sean P. [R-WI-7]","116",9.6813,30.8239,27.3146,0.146920392910861,0.142751189187754,0.454499744910748,0.402754963918879,"dom","Republican","house of representatives","Committee on Financial Services","Male",53,8,0.578802224175781,"7","WI","T000165"
"Rep. Duncan, Jeff [R-SC-3]","115",9.2991,32.6532,30.5383,0.15171855150483,0.128280434374759,0.450448611126439,0.42127371348482,"dom","Republican","house of representatives","Committee on Energy and Commerce","Male",58,6,0.962082307067141,"3","SC","D000615"
"Rep. Duncan, Jeff [R-SC-3]","116",10.9391,32.9279,32.4037,0.140584724453551,0.143425046380973,0.431725241082725,0.424852334782124,"dom","Republican","house of representatives","Committee on Energy and Commerce","Male",58,8,0.838921495340082,"3","SC","D000615"
"Rep. Duncan, Jeff [R-SC-3]","117",13.2179,29.3056,32.4564,0.1261484444858,0.17628520596104,0.390844516285633,0.432866276697048,"prof","Republican","house of representatives","Committee on Energy and Commerce","Male",58,10,0.848936014319772,"3","SC","D000615"
"Rep. Duncan, Jeff [R-SC-3]","118",17.6485,28.5216,36.1569,0.126420107235606,0.214371001458818,0.346443264595169,0.439186948615823,"prof","Republican","house of representatives","Committee on Energy and Commerce","Male",58,12,0.885736089933654,"3","SC","D000615"
"Rep. Duncan, John J., Jr. [R-TN-2]","115",12.65,31.8328,29.5833,0.157906169104521,0.170791541160761,0.429784424621524,0.399413233171633,"dom","Republican","house of representatives",NA,"Male",72,0,0.699143170452639,"19","NY","F000464"
"Rep. Dunn, Neal P. [R-FL-2]","115",12.6279,26.6053,26.5893,0.159561107185946,0.191848646809131,0.404199495003206,0.403956415920464,"dom","Republican","house of representatives","Committee on Agriculture","Male",71,0,0.817890940453439,"2","FL","D000628"
"Rep. Edwards, Chuck [R-NC-11]","118",12.6892,29.9451,27.7333,0.175110204026456,0.18032807852511,0.425554199180585,0.394121985638215,"dom","Republican","house of representatives","Committee on Appropriations","Male",64,0,0.717215645194961,"11","NC","E000246"
"Rep. Ellzey, Jake [R-TX-6]","117",12.675,24.5149,26.312,0.149982540151916,0.19959844100626,0.386046218652809,0.41434589189402,"prof","Republican","house of representatives","Committee on Science, Space, and Technology","Male",54,0,0.63445434103216,"6","TX","E000071"
"Rep. Emmer, Tom [R-MN-6]","115",11.072,28.0919,24.8364,0.152075453234157,0.172998648448059,0.438932508339779,0.388065718236576,"dom","Republican","house of representatives","Committee on Financial Services","Male",63,2,0.827127222038028,"6","MN","E000294"
"Rep. Emmer, Tom [R-MN-6]","116",11.1948,32.1357,27.2364,0.160685265546365,0.158641623657651,0.455395328668237,0.385967298977136,"dom","Republican","house of representatives","Committee on Financial Services","Male",63,4,0.765757003206246,"6","MN","E000294"
"Rep. Emmer, Tom [R-MN-6]","117",13.3782,31.1598,28.8147,0.20177766406015,0.182381585978995,0.424793600244299,0.39282345050223,"dom","Republican","house of representatives","Committee on Financial Services","Male",63,6,0.704486776893515,"6","MN","E000294"
"Rep. Emmer, Tom [R-MN-6]","118",11.6655,35.965,29.9834,0.14376260257195,0.150301685651668,0.463383491874522,0.38631482247381,"dom","Republican","house of representatives","Committee on Financial Services","Male",63,8,0.522532044803623,"6","MN","E000294"
"Rep. Escobar, Veronica [D-TX-16]","116",19.0365,28.8285,33.5179,0.113346701469942,0.233912775288175,0.354232891676261,0.411854333035564,"prof","Democratic","house of representatives","Committee on Armed Services","Female",55,0,0.240622736661475,"16","TX","E000299"
"Rep. Escobar, Veronica [D-TX-16]","118",11.6489,29.0602,27.155,0.124351975837585,0.171652171862889,0.428216092916064,0.400142050059384,"dom","Democratic","house of representatives","Committee on Armed Services","Female",55,4,0.218345454624709,"16","TX","E000299"
"Rep. Eshoo, Anna G. [D-CA-16]","116",14.7316,31.5496,34.5828,0.14915608901776,0.182178384341039,0.390158241779985,0.427668320480414,"prof","Democratic","house of representatives","Committee on Energy and Commerce","Female",82,26,0.238005573033239,"18","CA","E000215"
"Rep. Eshoo, Anna G. [D-CA-16]","117",14.1383,31.8542,34.4088,0.117583211324683,0.175846440484867,0.396189618588731,0.427962697166965,"prof","Democratic","house of representatives","Committee on Energy and Commerce","Female",82,28,0.154845103421286,"18","CA","E000215"
"Rep. Eshoo, Anna G. [D-CA-16]","118",14.2448,30.5113,33.6032,0.131906734815622,0.181788945749691,0.389378373894511,0.428836508888577,"prof","Democratic","house of representatives","Committee on Energy and Commerce","Female",82,30,0.291837445527099,"16","CA","E000215"
"Rep. Espaillat, Adriano [D-NY-13]","115",15.3446,23.1442,28.7895,0.087986374263107,0.22807481703003,0.344004352039573,0.427913399168832,"prof","Democratic","house of representatives","Committee on Education and the Workforce","Male",70,0,0.180730011548704,"13","NY","E000297"
"Rep. Espaillat, Adriano [D-NY-13]","116",14.7168,25.6351,31.6296,0.0990702463624522,0.204452532942492,0.356134562352827,0.439412904704681,"prof","Democratic","house of representatives","Committee on Foreign Affairs","Male",70,2,0.0981966028583,"13","NY","E000297"
"Rep. Espaillat, Adriano [D-NY-13]","117",13.9861,25.1443,29.3608,0.129306116276653,0.204201086845433,0.367114019488464,0.428676133493352,"prof","Democratic","house of representatives","Committee on Appropriations","Male",70,4,0.0461315368334764,"13","NY","E000297"
"Rep. Espaillat, Adriano [D-NY-13]","118",13.0575,25.271,28.8254,0.115995299844155,0.19444258303737,0.376316945505447,0.429246427959823,"prof","Democratic","house of representatives","Committee on Appropriations","Male",70,6,0.118441668595178,"13","NY","E000297"
"Rep. Estes, Ron [R-KS-4]","115",33.4088,50.6901,57.4246,0.183132068527158,0.236066055647453,0.358175449802894,0.405761320943365,"prof","Republican","house of representatives","Committee on Education and the Workforce","Male",64.5,3,0.750685557963491,"4","KS","E000298"
"Rep. Estes, Ron [R-KS-4]","116",13.7482,28.7633,29.1081,0.143126005877041,0.191962222473551,0.401613810802395,0.40642815553908,"prof","Republican","house of representatives","Committee on Ways and Means","Male",68,2,0.663922491887147,"4","KS","E000298"
"Rep. Estes, Ron [R-KS-4]","117",10.6356,27.0673,26.5842,0.136300374569816,0.16543807116469,0.421035193466848,0.413520513319074,"dom","Republican","house of representatives","Joint Economic Committee","Male",68,4,0.549496628959912,"4","KS","E000298"
"Rep. Evans, Dwight [D-PA-3]","115",20.6552,23.5983,34.0401,0.102145060230705,0.263820253995583,0.301411242682906,0.434779998646106,"prof","Democratic","house of representatives","Committee on Agriculture","Male",70,1,0.173461784826988,"2","PA","E000296"
"Rep. Evans, Dwight [D-PA-3]","117",13.7331,24.7634,27.3038,0.10089976414941,0.208708457699345,0.376341177257281,0.414948845295773,"prof","Democratic","house of representatives","Committee on Small Business","Male",70,5,0.100983857866358,"3","PA","E000296"
"Rep. Evans, Dwight [D-PA-3]","118",18.5633,26.7697,34.1426,0.145849230026027,0.233572610427113,0.336829588992834,0.429599058829451,"prof","Democratic","house of representatives","Committee on Ways and Means","Male",70,7,0.137493083923372,"3","PA","E000296"
"Rep. Ezell, Mike [R-MS-4]","118",13.5112,26.9988,29.055,0.143432424458794,0.194223827752709,0.388108404932933,0.417666329811932,"prof","Republican","house of representatives","Committee on Transportation and Infrastructure","Male",65,0,0.68250995197711,"4","MS","E000235"
"Rep. Fallon, Pat [R-TX-4]","118",12.7119,26.9966,26.7666,0.180552039947813,0.191228281308763,0.406116585182399,0.402656637833772,"dom","Republican","house of representatives","Committee on Armed Services","Male",57,2,0.703880694708721,"4","TX","F000246"
"Rep. Feenstra, Randy [R-IA-4]","117",12.1812,27.2146,28.4712,0.158785261103653,0.179483703660046,0.400993104261213,0.419508457594153,"prof","Republican","house of representatives","Committee on Agriculture","Male",55,0,0.643419335711768,"4","IA","F000446"
"Rep. Ferguson, A. Drew [R-GA-3]","116",19.2418,28.8889,33.5391,0.103205537745004,0.23560483801846,0.353728061045821,0.410667100935719,"prof","Republican","house of representatives","Committee on Ways and Means","Male",58,2,0.675162516908631,"3","GA","F000465"
"Rep. Finkenauer, Abby [D-IA-1]","116",10.5139,32.1744,28.8363,0.167903479331093,0.146997593824756,0.449838726139228,0.403167874414709,"dom","Democratic","house of representatives","Committee on Transportation and Infrastructure","Female",36,0,0.43299133768811,"1","IA","F000467"
"Rep. Fischbach, Michelle [R-MN-7]","118",13.5269,28.8924,30.9621,0.152825667272066,0.184336902811884,0.393729201132712,0.421933896055404,"prof","Republican","house of representatives","Committee on Ways and Means","Female",59,2,0.667770471455315,"7","MN","F000470"
"Rep. Fitzgerald, Scott [R-WI-5]","117",10.2613,28.3785,27.1591,0.168373962626008,0.155948941550872,0.4312900936335,0.412757925260376,"dom","Republican","house of representatives","Committee on Education and the Workforce","Male",61,0,0.553606019436705,"5","WI","F000471"
"Rep. Fitzgerald, Scott [R-WI-5]","118",12.8012,32.0173,29.8666,0.162073605152946,0.171404393432614,0.428702456476738,0.399905200832305,"dom","Republican","house of representatives","Committee on Financial Services","Male",61,2,0.675437766790401,"5","WI","F000471"
"Rep. Fitzpatrick, Brian K. [R-PA-1]","117",17.6106,27.4398,34.7019,0.171495064640094,0.220814540913246,0.344060215992146,0.435117719857209,"prof","Republican","house of representatives","Committee on Foreign Affairs","Male",51,4,0.491974519103902,"1","PA","F000466"
"Rep. Fleischmann, Charles J. ""Chuck"" [R-TN-3]","116",11.1828,29.5549,27.9549,0.147567857842981,0.162794827972737,0.430248673073956,0.406956498953308,"dom","Republican","house of representatives","Committee on Appropriations","Male",62,8,0.658384235518639,"3","TN","F000459"
"Rep. Fletcher, Lizzie [D-TX-7]","116",13.6463,31.6961,32.2034,0.147336157036938,0.175977066485785,0.408739856007861,0.415281787947525,"prof","Democratic","house of representatives","Committee on Transportation and Infrastructure","Female",49,0,0.401188316244035,"7","TX","F000468"
"Rep. Fletcher, Lizzie [D-TX-7]","117",18.0729,29.9836,35.147,0.165066359355013,0.217212696070007,0.360363781899122,0.422421118291614,"prof","Democratic","house of representatives","Committee on Energy and Commerce","Female",49,2,0.207259942094427,"7","TX","F000468"
"Rep. Fletcher, Lizzie [D-TX-7]","118",11.2193,37.0539,29.0278,0.179386665650923,0.145136711271177,0.479341954112205,0.375513572810912,"dom","Democratic","house of representatives","Committee on Energy and Commerce","Female",49,4,0.269782902452645,"7","TX","F000468"
"Rep. Flood, Mike [R-NE-1]","117",12.8115,27.8359,27.2281,0.133264798100249,0.188750546958908,0.410103528087537,0.401148871533533,"dom","Republican","house of representatives",NA,"Male",49,0,0.316094590749951,"1","NE","F000474"
"Rep. Flood, Mike [R-NE-1]","118",11.3403,31.6154,28.6783,0.135365905516528,0.158309566586676,0.441348136421824,0.400346484964479,"dom","Republican","house of representatives","Committee on Financial Services","Male",49,1,0.64107199538338,"1","NE","F000474"
"Rep. Flores, Bill [R-TX-17]","116",9.6052,34.1064,24.8954,0.181257594082449,0.140002186349889,0.497123492329556,0.362867033487592,"dom","Republican","house of representatives","Committee on the Budget","Male",70,8,0.844466619163949,"17","TX","F000461"
"Rep. Flores, Mayra [R-TX-34]","117",17.5694,29.3908,33.3309,0.195424541342468,0.218820719056735,0.366052112744469,0.415124677268895,"prof","Republican","house of representatives",NA,"Female",38,0,0.413972014929463,"34","TX","F000473"
"Rep. Fortenberry, Jeff [R-NE-1]","116",9.5876,35.2028,28.115,0.143569928901954,0.131507044726331,0.482854540666286,0.385635671333889,"dom","Republican","house of representatives","Committee on Appropriations","Male",64,14,0.659914114531358,"1","NE","F000449"
"Rep. Fortenberry, Jeff [R-NE-1]","117",12.8115,27.8359,27.2281,0.133264798100249,0.188750546958908,0.410103528087537,0.401148871533533,"dom","Republican","house of representatives",NA,"Male",64,16,NA,"1","NE","F000449"
"Rep. Foster, Bill [D-IL-11]","116",9.8502,30.2841,27.1395,0.137894626335291,0.146420210038128,0.450163883252692,0.403420366117416,"dom","Democratic","house of representatives","Committee on Financial Services","Male",69,9,0.310063183353359,"11","IL","F000454"
"Rep. Foster, Bill [D-IL-11]","117",13.0939,30.3103,29.3117,0.142375646950721,0.180069283334181,0.416831807073831,0.403098909591987,"dom","Democratic","house of representatives","Committee on Financial Services","Male",69,11,0.203973185940058,"11","IL","F000454"
"Rep. Foster, Bill [D-IL-11]","118",15.1948,27.2598,30.207,0.149896521508618,0.209116757360814,0.375159987778998,0.41572050238227,"prof","Democratic","house of representatives","Committee on Financial Services","Male",69,13,0.303212610819282,"11","IL","F000454"
"Rep. Foushee, Valerie P. [D-NC-4]","118",12.7674,27.1107,26.1199,0.163934258488686,0.193451316706567,0.410780629716052,0.395768053577381,"dom","Democratic","house of representatives","Committee on Transportation and Infrastructure","Female",68,0,0.233082538297437,"4","NC","F000477"
"Rep. Foxx, Virginia [R-NC-5]","115",9.2744,28.6456,24.5152,0.153062268319626,0.148544886682149,0.45880675902939,0.392651557619925,"dom","Republican","house of representatives","Committee on Education and the Workforce","Female",81,12,0.635064650525695,"5","NC","F000450"
"Rep. Foxx, Virginia [R-NC-5]","116",10.0665,29.5099,26.1845,0.138186083658513,0.15307798286512,0.448747426270441,0.39817915286661,"dom","Republican","house of representatives","Committee on Education and the Workforce","Female",81,14,0.549005489316859,"5","NC","F000450"
"Rep. Foxx, Virginia [R-NC-5]","117",10.712,28.042,27.4795,0.122496414761194,0.161730846173009,0.423380917511531,0.41488823631546,"dom","Republican","house of representatives","Committee on Education and the Workforce","Female",81,16,0.55591262942373,"5","NC","F000450"
"Rep. Foxx, Virginia [R-NC-5]","118",11.5344,32.9475,26.9343,0.16571066085261,0.161509121154245,0.461343612951647,0.377144465416907,"dom","Republican","house of representatives","Committee on Education and the Workforce","Female",81,18,0.609671519236586,"5","NC","F000450"
"Rep. Frankel, Lois [D-FL-22]","115",11.7145,35.505,30.7238,0.130729997164342,0.150296307415576,0.45552694479406,0.394184445753098,"dom","Democratic","house of representatives","Committee on Foreign Affairs","Female",76,4,0.338484695966723,"21","FL","F000462"
"Rep. Frankel, Lois [D-FL-22]","116",10.9738,34.4473,28.652,0.116941296209604,0.148147848145013,0.465043409703632,0.38680604212314,"dom","Democratic","house of representatives","Committee on Appropriations","Female",76,6,0.311190379860512,"21","FL","F000462"
"Rep. Frankel, Lois [D-FL-22]","117",13.2663,29.4763,27.6911,0.165828853171491,0.188350529076115,0.418494734794652,0.393149057061849,"dom","Democratic","house of representatives","Committee on Appropriations","Female",76,8,0.210823594577078,"21","FL","F000462"
"Rep. Frelinghuysen, Rodney P. [R-NJ-11]","115",12.485,33.7835,26.8021,0.196523735749668,0.170862620158094,0.462341796404563,0.366798320523769,"dom","Republican","house of representatives",NA,"Female",78,22,0.591651987689525,"11","NJ","F000372"
"Rep. Frost, Maxwell [D-FL-10]","118",12.9411,30.6449,26.8325,0.144746655471365,0.183774672208787,0.435183751950842,0.381044416011179,"dom","Democratic","house of representatives","Committee on Science, Space, and Technology","Male",27,0,0.131902546251993,"10","FL","F000476"
"Rep. Fudge, Marcia L. [D-OH-11]","116",14.2808,27.3123,31.3452,0.112719255360004,0.195793150914062,0.374458102887102,0.429750117222525,"prof","Democratic","house of representatives","Committee on Agriculture","Female",72,11,0.2106263029146,"11","OH","F000455"
"Rep. Fudge, Marcia L. [D-OH-11]","117",19.2229,25.7954,31.769,0.180180284684422,0.250339248366268,0.335932718128235,0.413726731208506,"prof","Democratic","house of representatives",NA,"Female",72,13,NA,"11","OH","F000455"
"Rep. Gabbard, Tulsi [D-HI-2]","115",20.3187,25.9449,34.0685,0.103238302179435,0.252934073594582,0.322970920679181,0.424096250560175,"prof","Democratic","house of representatives","Committee on Armed Services","Female",43,4,0.338244529756508,"2","HI","G000571"
"Rep. Gabbard, Tulsi [D-HI-2]","116",18.8597,28.8086,33.6977,0.108499602559394,0.231788462011159,0.354061893174053,0.414149644814787,"prof","Democratic","house of representatives","Committee on Armed Services","Female",43,6,0.347132786913607,"2","HI","G000571"
"Rep. Gaetz, Matt [R-FL-1]","115",12.8268,24.2674,25.7658,0.150916057514771,0.204053127500593,0.386054110636159,0.409891171028999,"prof","Republican","house of representatives","Committee on Armed Services","Male",42,0,0.863021963754666,"1","FL","G000578"
"Rep. Gaetz, Matt [R-FL-1]","116",12.4372,26.1549,27.9763,0.154022653480663,0.186833111757062,0.392902048266072,0.420263337764859,"prof","Republican","house of representatives","Committee on Armed Services","Male",42,2,0.895287607780865,"1","FL","G000578"
"Rep. Gaetz, Matt [R-FL-1]","117",11.0343,28.0776,27.3432,0.126656297347262,0.166042681770713,0.422507997941452,0.411456844221469,"dom","Republican","house of representatives","Committee on Armed Services","Male",42,4,0.667250131793686,"1","FL","G000578"
"Rep. Gaetz, Matt [R-FL-1]","118",13.3944,28.2623,29.9417,0.161965037640527,0.187076544899684,0.394733129884006,0.418188928539006,"prof","Republican","house of representatives","Committee on Armed Services","Male",42,6,NA,"1","FL","G000578"
"Rep. Gallagher, Mike [R-WI-8]","115",11.7716,32.8102,28.2866,0.119538474383513,0.161546906735467,0.45026897952462,0.388189603117967,"dom","Republican","house of representatives","Committee on Armed Services","Male",40,0,0.792283885007964,"8","WI","G000579"
"Rep. Gallagher, Mike [R-WI-8]","116",11.0585,34.7005,29.4782,0.131637380715069,0.146981616831013,0.461214052072576,0.391803001968439,"dom","Republican","house of representatives","Committee on Armed Services","Male",40,2,0.761699236617273,"8","WI","G000579"
"Rep. Gallagher, Mike [R-WI-8]","117",10.3732,28.8181,27.2502,0.184443975556507,0.156126253177627,0.433739056096302,0.410140711095993,"dom","Republican","house of representatives","Committee on Armed Services","Male",40,4,0.541669102755834,"8","WI","G000579"
"Rep. Gallagher, Mike [R-WI-8]","118",11.2675,26.5511,27.2862,0.158155861676737,0.173066318921252,0.407819049506106,0.419110023638701,"prof","Republican","house of representatives",NA,"Male",40,6,NA,"8","WI","G000579"
"Rep. Garamendi, John [D-CA-8]","115",10.4613,27.9807,24.3577,0.132242935797381,0.166582536485163,0.445556095191841,0.387864553061728,"dom","Democratic","house of representatives","Committee on Armed Services","Male",79,8,0.288000650107705,"3","CA","G000559"
"Rep. Garamendi, John [D-CA-8]","116",12.9672,27.6016,27.8711,0.141215655777248,0.189468977800896,0.403298085760165,0.407235858719427,"prof","Democratic","house of representatives","Committee on Armed Services","Male",79,10,0.333408354074732,"3","CA","G000559"
"Rep. Garamendi, John [D-CA-8]","117",15.6592,26.7925,30.08,0.139321014208735,0.215893972169487,0.369389192893058,0.414714077530025,"prof","Democratic","house of representatives","Committee on Armed Services","Male",79,12,0.197999679425042,"3","CA","G000559"
"Rep. Garamendi, John [D-CA-8]","118",13.9411,26.8637,29.3758,0.121444176995593,0.198645498483916,0.382778480724073,0.418573171009735,"prof","Democratic","house of representatives","Committee on Transportation and Infrastructure","Male",79,14,0.263871718323625,"8","CA","G000559"
"Rep. Garbarino, Andrew R. [R-NY-2]","117",12.6849,24.5171,26.1936,0.150422169096338,0.200089279799105,0.386728226612952,0.413173029298286,"prof","Republican","house of representatives","Committee on Homeland Security","Male",40,0,0.624725415485375,"2","NY","G000597"
"Rep. Garbarino, Andrew R. [R-NY-2]","118",15.0166,29.6279,32.1477,0.165508990706136,0.195547742292542,0.385817625419149,0.418630725656802,"prof","Republican","house of representatives","Committee on Financial Services","Male",40,2,0.608425483846278,"2","NY","G000597"
