"issue","congress","committee_el","party","label","pred","importance_intl","importance_dom","importance_prof","intl_percentage","dom_percentage","prof_percentage","decision"
"Agriculture and Food",115,"Committee on Agriculture","Democratic",2,0.205916508168142,4.1187,10.1544,11.0222,0.162824714472649,0.401434258538147,0.435741026989204,"prof"
"Agriculture and Food",115,"Committee on Agriculture","Republican",8,0.222568604025357,5.5718,16.3089,17.1586,0.142722845952668,0.417755953615972,0.43952120043136,"prof"
"Agriculture and Food",115,"Committee on Agriculture, Nutrition, and Forestry","Democratic",1,0.28831079915557,0.3689,2.3523,1.954,0.0789057152635182,0.503144250513347,0.417950034223135,"dom"
"Agriculture and Food",115,"Committee on Agriculture, Nutrition, and Forestry","Republican",4,0.304172725145107,0.7471,5.029,4.1249,0.0754570245429754,0.507928492071508,0.416614483385517,"dom"
"Agriculture and Food",115,"Committee on Appropriations","Democratic",1,0.105726532537222,6.9151,11.8355,9.4002,0.245644883981983,0.420432101396763,0.333923014621254,"dom"
"Agriculture and Food",115,"Committee on Appropriations","Republican",0,0.0935874268872536,4.5051,9.3474,7.5705,0.210292676095785,0.4363254446156,0.353381879288615,"dom"
"Agriculture and Food",115,"Committee on Armed Services","Democratic",0,0.0969662601119844,5.5946,8.8684,9.0293,0.2381461159614,0.377502415685139,0.38435146835346,"prof"
"Agriculture and Food",115,"Committee on Armed Services","Independent",0,0.147403087350707,0.6718,0.2943,0.7486,0.39178865107599,0.171633521898874,0.436577827025136,"prof"
"Agriculture and Food",115,"Committee on Armed Services","Republican",1,0.0888810577068472,4.0802,7.2346,6.3531,0.230938594852812,0.409477074241987,0.359584330905201,"dom"
"Agriculture and Food",115,"Committee on Banking, Housing, and Urban Affairs","Democratic",1,0.130066504030979,0.1897,0.4889,0.2176,0.211671501896898,0.545525552332069,0.242802945771033,"dom"
"Agriculture and Food",115,"Committee on Banking, Housing, and Urban Affairs","Republican",1,0.101454116872163,0.5805,0.9467,0.9123,0.237958598073376,0.388071326091412,0.373970075835212,"dom"
"Agriculture and Food",115,"Committee on Commerce, Science, and Transportation","Democratic",0,0.124880370505634,0.3679,1.4067,0.6504,0.151711340206186,0.580082474226804,0.26820618556701,"dom"
"Agriculture and Food",115,"Committee on Commerce, Science, and Transportation","Republican",1,0.117542817415988,0.5566,0.9588,0.7299,0.247895604150893,0.427025341825146,0.325079054023961,"dom"
"Agriculture and Food",115,"Committee on Education and the Workforce","Democratic",0,0.0749514297786158,2.0341,2.7476,3.0291,0.260421467711374,0.351769345009474,0.387809187279152,"prof"
"Agriculture and Food",115,"Committee on Education and the Workforce","Republican",1,0.100800888063848,1.5194,2.5022,1.9251,0.255503052112937,0.420771184018027,0.323725763869037,"dom"
"Agriculture and Food",115,"Committee on Energy and Commerce","Democratic",0,0.0864866879089063,3.3721,6.8714,6.6835,0.199214273054883,0.40594316772021,0.394842559224907,"dom"
"Agriculture and Food",115,"Committee on Energy and Commerce","Republican",2,0.0825572587235547,6.0387,13.0414,12.6051,0.190584247535127,0.411592794112078,0.397822958352796,"dom"
"Agriculture and Food",115,"Committee on Energy and Natural Resources","Democratic",0,0.0571798792031116,0.2619,0.6481,0.5339,0.18138375233742,0.448853798739525,0.369762448923056,"dom"
"Agriculture and Food",115,"Committee on Energy and Natural Resources","Republican",0,0.0554059116388143,0.2843,0.649,0.5062,0.197499131642932,0.450850989927058,0.35164987843001,"dom"
"Agriculture and Food",115,"Committee on Environment and Public Works","Democratic",0,0.112993689110392,0.3982,1.2515,0.6759,0.171224630202958,0.538140694874441,0.290634674922601,"dom"
"Agriculture and Food",115,"Committee on Environment and Public Works","Republican",0,0.0780701504921104,0.2918,0.596,0.613,0.194429637526652,0.397121535181237,0.408448827292111,"prof"
"Agriculture and Food",115,"Committee on Ethics","Republican",0,0.153258023400238,0.1657,0.6708,0.1804,0.162946209066772,0.659651883174353,0.177401907758875,"dom"
"Agriculture and Food",115,"Committee on Finance","Democratic",1,0.135360211073825,0.1952,0.3835,0.1685,0.261241970021413,0.513249464668094,0.225508565310493,"dom"
"Agriculture and Food",115,"Committee on Financial Services","Democratic",1,0.0966410596220055,2.838,4.903,4.9337,0.223910625103553,0.386833613418858,0.389255761477589,"prof"
"Agriculture and Food",115,"Committee on Financial Services","Independent",0,0.112993689110392,0.1963,0.6309,0.3421,0.167878217737108,0.539553579064397,0.292568203198495,"dom"
"Agriculture and Food",115,"Committee on Financial Services","Republican",3,0.0893860695509577,3.8948,8.3511,6.3981,0.208903668740614,0.447924265179146,0.34317206608024,"dom"
"Agriculture and Food",115,"Committee on Foreign Affairs","Democratic",0,0.0644541663716615,2.9732,3.7882,4.4928,0.264185815073484,0.33660322368538,0.399210961241137,"prof"
"Agriculture and Food",115,"Committee on Foreign Affairs","Republican",0,0.107208778339081,2.3457,3.4206,3.2464,0.260266068991534,0.379531106105828,0.360202824902637,"dom"
"Agriculture and Food",115,"Committee on Foreign Relations","Democratic",0,0.115700768936289,0.202,0.639,0.3321,0.172193333901628,0.544710595857131,0.283096070241241,"dom"
"Agriculture and Food",115,"Committee on Foreign Relations","Republican",1,0.0901409729424038,0.3539,0.45,0.5369,0.263946897374702,0.335620525059666,0.400432577565632,"prof"
"Agriculture and Food",115,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.0571798792031116,0.2619,0.6481,0.5339,0.18138375233742,0.448853798739525,0.369762448923056,"dom"
"Agriculture and Food",115,"Committee on Health, Education, Labor, and Pensions","Republican",1,0.0731019716713113,0.1775,0.5644,0.4717,0.146259063941991,0.465062623599209,0.3886783124588,"dom"
"Agriculture and Food",115,"Committee on Homeland Security","Democratic",0,0.0797486661389014,1.2425,2.1469,2.1352,0.224903160409803,0.388607319986967,0.386489519603229,"dom"
"Agriculture and Food",115,"Committee on Homeland Security","Republican",0,0.11142981108705,0.773,2.6057,1.6047,0.155114981739375,0.522875948147851,0.322009070112774,"dom"
"Agriculture and Food",115,"Committee on Homeland Security and Governmental Affairs","Republican",1,0.109873732319545,0.2193,0.4719,0.3308,0.214579256360078,0.46174168297456,0.323679060665362,"dom"
"Agriculture and Food",115,"Committee on House Administration","Democratic",0,0.10164578675151,0.2309,0.2587,0.2524,0.311185983827493,0.348652291105121,0.340161725067385,"dom"
"Agriculture and Food",115,"Committee on House Administration","Republican",1,0.095062468366528,0.2953,0.4074,0.4509,0.255981276005548,0.353155339805825,0.390863384188627,"prof"
"Agriculture and Food",115,"Committee on Indian Affairs","Democratic",0,0.14327622604466,0.5337,1.5427,0.5795,0.200948830904778,0.580857713016303,0.218193456078919,"dom"
"Agriculture and Food",115,"Committee on Indian Affairs","Republican",2,0.0939487141252887,0.9319,2.3408,1.775,0.184618737246667,0.463735958951602,0.351645303801731,"dom"
"Agriculture and Food",115,"Committee on Natural Resources","Democratic",0,0.114955140414579,1.3764,1.7569,2.0171,0.267241379310345,0.341119136377757,0.391639484311898,"prof"
"Agriculture and Food",115,"Committee on Natural Resources","Republican",0,0.120714560744483,1.2233,1.9634,1.7225,0.249185203291779,0.399942964230424,0.350871832477797,"dom"
"Agriculture and Food",115,"Committee on Oversight and Accountability","Democratic",0,0.107872134922047,3.0086,2.6767,4.1298,0.306527697119744,0.272712453260792,0.420759849619464,"prof"
"Agriculture and Food",115,"Committee on Oversight and Accountability","Independent",0,0.112993689110392,0.1963,0.6309,0.3421,0.167878217737108,0.539553579064397,0.292568203198495,"dom"
"Agriculture and Food",115,"Committee on Oversight and Accountability","Republican",2,0.0966251212190437,1.6147,3.4939,2.7654,0.20506731013462,0.443726187452375,0.351206502413005,"dom"
"Agriculture and Food",115,"Committee on Rules","Democratic",0,0.0633592925745669,0.3338,0.553,0.679,0.213181760122621,0.353174096308596,0.433644143568783,"prof"
"Agriculture and Food",115,"Committee on Rules and Administration","Democratic",0,0.159857952566057,0.1664,0.5365,0.1388,0.197695140786503,0.637400498990139,0.164904360223357,"dom"
"Agriculture and Food",115,"Committee on Science, Space, and Technology","Democratic",0,0.157313971148896,0.8421,1.2515,1.202,0.255522514868309,0.37974875591698,0.36472872921471,"dom"
"Agriculture and Food",115,"Committee on Science, Space, and Technology","Republican",1,0.119263524362646,0.3015,0.2967,0.3087,0.332451207409858,0.327158451869004,0.340390340721138,"prof"
"Agriculture and Food",115,"Committee on Small Business","Democratic",0,0.183146267535967,0.3783,0.5818,0.3125,0.297265440829797,0.457174288857457,0.245560270312746,"dom"
"Agriculture and Food",115,"Committee on Small Business","Republican",1,0.101754399130929,0.48,1.1133,0.6865,0.210544784630231,0.488332309851741,0.301122905518028,"dom"
"Agriculture and Food",115,"Committee on Small Business and Entrepreneurship","Democratic",0,0.0965027176110288,0.2022,0.7359,0.47,0.143597755841204,0.522619132163909,0.333783111994887,"dom"
"Agriculture and Food",115,"Committee on Small Business and Entrepreneurship","Republican",0,0.0930345014247807,0.3612,0.4748,0.5815,0.254814814814815,0.334955908289242,0.410229276895944,"prof"
"Agriculture and Food",115,"Committee on Transportation and Infrastructure","Democratic",0,0.0975475092949094,0.6966,1.7739,0.9305,0.204822111143781,0.521581887680094,0.273596001176125,"dom"
"Agriculture and Food",115,"Committee on Transportation and Infrastructure","Republican",0,0.10164578675151,0.2309,0.2587,0.2524,0.311185983827493,0.348652291105121,0.340161725067385,"dom"
"Agriculture and Food",115,"Committee on Veterans' Affairs","Democratic",1,0.0987917734870709,0.2004,0.7952,0.4421,0.139389302357933,0.55310565486541,0.307505042776657,"dom"
"Agriculture and Food",115,"Committee on Ways and Means","Democratic",0,0.105095993651576,4.3143,4.0788,6.1333,0.29699719132063,0.280785328780703,0.422217479898667,"prof"
"Agriculture and Food",115,"Committee on Ways and Means","Republican",0,0.100918896485341,1.6159,2.7916,2.439,0.236018403563865,0.407741181625648,0.356240414810487,"dom"
"Agriculture and Food",115,"Committee on the Budget","Democratic",0,0.0718592968070452,1.7387,2.0099,2.6074,0.273552548772813,0.316220893643801,0.410226557583386,"prof"
"Agriculture and Food",115,"Committee on the Budget","Independent",0,0.147403087350707,0.6718,0.2943,0.7486,0.39178865107599,0.171633521898874,0.436577827025136,"prof"
"Agriculture and Food",115,"Committee on the Budget","Republican",2,0.0768441754168542,2.468,3.3221,3.5937,0.263006457938149,0.35402502184616,0.382968520215691,"prof"
"Agriculture and Food",115,"Committee on the Judiciary","Democratic",0,0.0840822200189196,0.4728,0.9718,0.9226,0.199729638391348,0.410527205136871,0.389743156471781,"dom"
"Agriculture and Food",115,"Committee on the Judiciary","Republican",1,0.0952576925627662,0.5808,1.8947,1.3251,0.152817976109035,0.49852654843972,0.348655475451245,"dom"
"Agriculture and Food",115,"Permanent Select Committee on Intelligence","Democratic",0,0.105527514686119,2.2034,3.927,3.3062,0.233495114765911,0.416145645677469,0.35035923955662,"dom"
"Agriculture and Food",115,"Permanent Select Committee on Intelligence","Republican",1,0.100579681629148,1.9829,4.5028,2.9584,0.209961775076503,0.476784447432789,0.313253777490708,"dom"
"Agriculture and Food",115,"Select Committee on Intelligence","Democratic",3,0.0981686107913513,1.1902,3.0061,2.0851,0.189480052217658,0.478571656000255,0.331948291782087,"dom"
"Agriculture and Food",115,"Select Committee on Intelligence","Independent",0,0.0720912413534575,0.2334,0.5965,0.5584,0.168119282575812,0.429662176762947,0.40221854066124,"dom"
"Agriculture and Food",115,"Select Committee on Intelligence","Republican",0,0.0888950295988934,0.668,1.5656,1.3286,0.187524563472012,0.439503677502667,0.372971759025321,"dom"
"Agriculture and Food",115,"Special Committee on Aging","Democratic",2,0.113112999975749,1.4956,2.9179,2.3253,0.221938624087375,0.432999940642251,0.345061435270375,"dom"
"Agriculture and Food",115,"Special Committee on Aging","Republican",0,0.0994837454750024,0.5766,1.8317,1.2105,0.159334586050625,0.506162263733834,0.334503150215541,"dom"
"Agriculture and Food",115,NA,"Democratic",4,0.113112939640296,10.2055,15.0141,14.0971,0.259571632410655,0.381875894975926,0.358552472613419,"dom"
"Agriculture and Food",115,NA,"Republican",16,0.110567708328955,22.4597,47.6491,33.9685,0.215798257641196,0.457824136483172,0.326377605875633,"dom"
"Agriculture and Food",116,"Commission on Security and Cooperation in Europe","Democratic",0,0.116444557962034,0.4297,0.4285,0.5029,0.315700536330909,0.314818896480788,0.369480567188304,"prof"
"Agriculture and Food",116,"Commission on Security and Cooperation in Europe","Republican",1,0.143809091215244,0.9914,1.7865,1.5425,0.229469493565411,0.41350337931673,0.35702712711786,"dom"
"Agriculture and Food",116,"Committee on Agriculture","Democratic",2,0.224189280250514,4.1446,15.1023,15.588,0.11897838087665,0.433539352775521,0.447482266347829,"prof"
"Agriculture and Food",116,"Committee on Agriculture","Republican",1,0.248625215030941,2.7292,16.304,14.72,0.0808575186945238,0.483035682542692,0.436106798762784,"dom"
"Agriculture and Food",116,"Committee on Agriculture, Nutrition, and Forestry","Democratic",2,0.296490733390732,0.3669,2.4155,2.0357,0.0761503497229198,0.501338701977958,0.422510948299122,"dom"
"Agriculture and Food",116,"Committee on Agriculture, Nutrition, and Forestry","Republican",4,0.285641085287793,0.7252,5.9337,5.1279,0.0615264533206638,0.503419078969695,0.435054467709641,"dom"
"Agriculture and Food",116,"Committee on Appropriations","Democratic",6,0.103774147401015,5.6429,11.3654,9.0133,0.216854459372214,0.436767915885265,0.346377624742522,"dom"
"Agriculture and Food",116,"Committee on Appropriations","Republican",4,0.10925304910518,4.6006,9.601,8.0249,0.206987154972668,0.431961847344386,0.361050997682946,"dom"
"Agriculture and Food",116,"Committee on Armed Services","Democratic",0,0.127706827702416,9.2034,12.0443,12.7763,0.270497296026334,0.353994239360451,0.375508464613214,"prof"
"Agriculture and Food",116,"Committee on Armed Services","Independent",0,0.185971063149362,0.1388,0.5856,0.1926,0.151363140676118,0.638604143947655,0.210032715376227,"dom"
"Agriculture and Food",116,"Committee on Armed Services","Republican",1,0.116230922724279,3.2312,7.6808,5.6551,0.195037151945724,0.463617651852165,0.341345196202111,"dom"
"Agriculture and Food",116,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.112016425869625,0.1208,0.4492,0.2862,0.141088530717122,0.524643774818968,0.33426769446391,"dom"
"Agriculture and Food",116,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.0720468782641414,0.4476,1.1144,1.0495,0.171395749569213,0.426727934137469,0.401876316293318,"dom"
"Agriculture and Food",116,"Committee on Commerce, Science, and Transportation","Democratic",1,0.125444047399508,0.3025,0.6371,0.4324,0.220481049562682,0.46435860058309,0.315160349854227,"dom"
"Agriculture and Food",116,"Committee on Commerce, Science, and Transportation","Republican",0,0.10304200675536,0.1623,0.2991,0.2955,0.214427269124059,0.395164486722156,0.390408244153785,"dom"
"Agriculture and Food",116,"Committee on Education and the Workforce","Democratic",0,0.070790401651127,1.5424,5.2826,4.7682,0.133043508263465,0.455663664907014,0.411292826829521,"dom"
"Agriculture and Food",116,"Committee on Education and the Workforce","Republican",1,0.06755337015828,1.2376,4.333,4.0497,0.128644636861636,0.450401754623037,0.420953608515327,"dom"
"Agriculture and Food",116,"Committee on Energy and Commerce","Democratic",1,0.11572886399456,4.2745,8.2323,6.525,0.224597778455007,0.432554986916634,0.342847234628359,"dom"
"Agriculture and Food",116,"Committee on Energy and Commerce","Republican",2,0.113285620047099,4.0013,9.1181,7.0725,0.198163620065472,0.451572165076095,0.350264214858433,"dom"
"Agriculture and Food",116,"Committee on Energy and Natural Resources","Democratic",0,0.0662807029285332,0.287,0.6511,0.6801,0.17735755778025,0.402360647633173,0.420281794586578,"prof"
"Agriculture and Food",116,"Committee on Energy and Natural Resources","Republican",0,0.0860349606789964,0.2104,0.6367,0.4058,0.167930401468593,0.508181020033522,0.323888578497885,"dom"
"Agriculture and Food",116,"Committee on Environment and Public Works","Democratic",1,0.106348155588429,0.2554,1.285,0.6998,0.114007677885903,0.573609499151861,0.312382822962236,"dom"
"Agriculture and Food",116,"Committee on Environment and Public Works","Republican",0,0.158253887875809,0.1944,0.3988,0.3513,0.205823186871361,0.422233986236104,0.371942826892536,"dom"
"Agriculture and Food",116,"Committee on Ethics","Democratic",0,0.106348155588429,0.1277,0.6425,0.3499,0.114007677885903,0.573609499151861,0.312382822962236,"dom"
"Agriculture and Food",116,"Committee on Finance","Democratic",0,0.121285195593602,0.1327,0.3604,0.2157,0.187217832957111,0.508465011286682,0.304317155756208,"dom"
"Agriculture and Food",116,"Committee on Financial Services","Democratic",2,0.104289909084815,5.5782,8.5225,8.8726,0.24281230820126,0.370974130838843,0.386213560959897,"prof"
"Agriculture and Food",116,"Committee on Financial Services","Republican",1,0.105780505706479,5.2621,10.7261,8.8122,0.212178029386623,0.432497056499089,0.355324914114289,"dom"
"Agriculture and Food",116,"Committee on Foreign Affairs","Democratic",0,0.101282469105239,4.2385,3.0229,5.1704,0.340940169565147,0.243158673723837,0.415901156711015,"prof"
"Agriculture and Food",116,"Committee on Foreign Affairs","Republican",0,0.128928648053435,1.7401,5.2907,3.4139,0.16660124273555,0.506543988817295,0.326854768447155,"dom"
"Agriculture and Food",116,"Committee on Foreign Relations","Democratic",0,0.0803309587033702,0.1575,0.9399,0.6534,0.0899588759424263,0.536840301576422,0.373200822481151,"dom"
"Agriculture and Food",116,"Committee on Foreign Relations","Republican",2,0.0872116357345294,0.5263,2.0364,1.6499,0.124934719650572,0.48340692209087,0.391658358258558,"dom"
"Agriculture and Food",116,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.142788528446574,0.1298,0.4036,0.1761,0.182945736434109,0.568851303735025,0.248202959830867,"dom"
"Agriculture and Food",116,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.101936952056133,0.2186,0.1641,0.2054,0.37170549226322,0.279034177860908,0.349260329875871,"intl"
"Agriculture and Food",116,"Committee on Homeland Security","Democratic",0,0.0937090738096617,1.574,2.2098,2.3987,0.254589567327133,0.357428224828144,0.387982207844723,"prof"
"Agriculture and Food",116,"Committee on Homeland Security","Republican",0,0.131132771901483,1.376,1.2153,1.8502,0.309805245975459,0.273623775751435,0.416570978273106,"prof"
"Agriculture and Food",116,"Committee on Homeland Security and Governmental Affairs","Democratic",0,0.121430569334263,0.2543,0.2076,0.2681,0.348356164383562,0.284383561643836,0.367260273972603,"prof"
"Agriculture and Food",116,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.0602502953524443,0.3059,0.6494,0.6973,0.185102263100569,0.392956553309936,0.421941183589495,"prof"
"Agriculture and Food",116,"Committee on House Administration","Democratic",0,0.089811232902536,1.5543,1.5798,1.9542,0.305465479629739,0.310476976593361,0.3840575437769,"prof"
"Agriculture and Food",116,"Committee on House Administration","Republican",1,0.252395661425623,0.3973,0.6144,0.6011,0.246341765873016,0.380952380952381,0.372705853174603,"dom"
"Agriculture and Food",116,"Committee on Indian Affairs","Democratic",0,0.159125564744424,0.9369,1.0551,1.2283,0.290935627115486,0.327640281961308,0.381424090923206,"prof"
"Agriculture and Food",116,"Committee on Indian Affairs","Republican",3,0.117130789660792,0.7939,2.4927,1.5371,0.164583203764745,0.516760992599042,0.318655803636213,"dom"
"Agriculture and Food",116,"Committee on Natural Resources","Democratic",1,0.114070815997613,1.147,3.1553,2.3911,0.171362835031524,0.47140466728419,0.357232497684286,"dom"
"Agriculture and Food",116,"Committee on Natural Resources","Republican",2,0.0873882425855669,2.2213,2.3167,3.1359,0.289461681804558,0.301893430980336,0.408644887215106,"prof"
"Agriculture and Food",116,"Committee on Oversight and Accountability","Democratic",1,0.109783258686047,2.1409,1.8571,2.7394,0.317763528957758,0.275640454774839,0.406596016267403,"prof"
"Agriculture and Food",116,"Committee on Oversight and Accountability","Republican",1,0.108480496402911,1.9854,4.2094,3.3444,0.208130660852063,0.441273901375377,0.35059543777256,"dom"
"Agriculture and Food",116,"Committee on Rules","Democratic",0,0.0561673612766247,0.3814,0.4564,0.5924,0.266675989372116,0.319116207523423,0.414207803104461,"prof"
"Agriculture and Food",116,"Committee on Rules","Republican",0,0.0768345262087434,0.2535,0.5062,0.5043,0.200553797468354,0.400474683544304,0.398971518987342,"dom"
"Agriculture and Food",116,"Committee on Rules and Administration","Democratic",1,0.121430569334263,0.2543,0.2076,0.2681,0.348356164383562,0.284383561643836,0.367260273972603,"prof"
"Agriculture and Food",116,"Committee on Science, Space, and Technology","Democratic",0,0.123866424380514,0.3707,1.1661,0.8182,0.157409766454352,0.49515923566879,0.347430997876858,"dom"
"Agriculture and Food",116,"Committee on Science, Space, and Technology","Republican",0,0.216779136988009,0.6686,0.2633,0.7488,0.397810436127804,0.156660915094901,0.445528648777295,"prof"
"Agriculture and Food",116,"Committee on Small Business","Democratic",0,0.169504785457332,0.1794,0.7629,0.3527,0.138532818532819,0.589111969111969,0.272355212355212,"dom"
"Agriculture and Food",116,"Committee on Small Business","Republican",0,0.111191240730398,0.1436,0.2968,0.2589,0.205348205348205,0.424424424424424,0.37022737022737,"dom"
"Agriculture and Food",116,"Committee on Small Business and Entrepreneurship","Republican",1,0.223021195335501,0.6162,0.2417,0.6741,0.402219321148825,0.157767624020888,0.440013054830287,"prof"
"Agriculture and Food",116,"Committee on Transportation and Infrastructure","Democratic",1,0.134932796312027,2.8871,3.9076,4.2983,0.260263229063373,0.352258180834761,0.387478590101866,"prof"
"Agriculture and Food",116,"Committee on Transportation and Infrastructure","Republican",0,0.102464537387396,1.0145,2.659,2.0347,0.177726779019656,0.465821099470937,0.356452121509408,"dom"
"Agriculture and Food",116,"Committee on Veterans' Affairs","Democratic",1,0.160065092033651,0.6859,1.2979,1.0176,0.228526687545812,0.432431531951756,0.339041780502432,"dom"
"Agriculture and Food",116,"Committee on Ways and Means","Democratic",2,0.137089617352854,4.6356,5.4968,6.4823,0.279005940522549,0.330839557741037,0.390154501736414,"prof"
"Agriculture and Food",116,"Committee on Ways and Means","Republican",0,0.109553611236496,3.5256,4.8917,5.2087,0.258740642888595,0.358997504770292,0.382261852341112,"prof"
"Agriculture and Food",116,"Committee on the Budget","Democratic",0,0.0930041504519104,2.2596,3.704,3.7484,0.232660626029654,0.381383855024712,0.385955518945634,"prof"
"Agriculture and Food",116,"Committee on the Budget","Independent",1,0.177621031991495,0.129,0.6422,0.2201,0.130132149702411,0.647836174720065,0.222031675577524,"dom"
"Agriculture and Food",116,"Committee on the Budget","Republican",1,0.12836869115211,3.2922,6.6368,5.3756,0.215111796453354,0.433647400128066,0.35124080341858,"dom"
"Agriculture and Food",116,"Committee on the Judiciary","Democratic",1,0.173664094670546,1.8884,1.1436,2.1432,0.364894110372546,0.220976967073736,0.414128922553718,"prof"
"Agriculture and Food",116,"Committee on the Judiciary","Republican",1,0.128275266865416,0.4872,1.0543,0.6728,0.220024386939439,0.476132412048955,0.303843201011606,"dom"
"Agriculture and Food",116,"Joint Committee on Taxation","Republican",0,0.112016425869625,0.1208,0.4492,0.2862,0.141088530717122,0.524643774818968,0.33426769446391,"dom"
"Agriculture and Food",116,"Joint Committee on the Library","Republican",0,0.10304200675536,0.1623,0.2991,0.2955,0.214427269124059,0.395164486722156,0.390408244153785,"dom"
"Agriculture and Food",116,"Joint Economic Committee","Democratic",0,0.177973062449504,0.6826,0.8475,0.9602,0.274103521664057,0.340320443320082,0.385576035015862,"prof"
"Agriculture and Food",116,"Joint Economic Committee","Republican",3,0.151770399805859,0.7498,1.9838,1.0858,0.19631355710321,0.519400953029272,0.284285489867519,"dom"
"Agriculture and Food",116,"Permanent Select Committee on Intelligence","Democratic",2,0.128354902492199,3.4727,6.0672,5.7603,0.226970889269421,0.396543836028287,0.376485274702292,"dom"
"Agriculture and Food",116,"Permanent Select Committee on Intelligence","Republican",2,0.13583910332607,1.5361,2.5455,2.4413,0.235493415505373,0.390240537184381,0.374266047310245,"dom"
"Agriculture and Food",116,"Select Committee on Ethics","Democratic",0,0.086122843787252,0.4999,0.9432,0.8493,0.218068399930204,0.411446518932124,0.370485081137672,"dom"
"Agriculture and Food",116,"Select Committee on Ethics","Republican",0,0.112016425869625,0.1208,0.4492,0.2862,0.141088530717122,0.524643774818968,0.33426769446391,"dom"
"Agriculture and Food",116,"Select Committee on Intelligence","Democratic",1,0.120512036402482,1.0003,2.6997,1.8943,0.178806999982125,0.48258048370663,0.338612516311245,"dom"
"Agriculture and Food",116,"Select Committee on Intelligence","Independent",0,0.200063497010156,0.7051,0.1073,0.7003,0.466120182455212,0.0709327692205989,0.462947048324189,"intl"
"Agriculture and Food",116,"Select Committee on Intelligence","Republican",0,0.132935374337166,0.6597,0.8228,0.9924,0.266556224493919,0.332457877085943,0.400985898420138,"prof"
"Agriculture and Food",116,"Select Committee on the Modernization of Congress","Republican",0,0.202406457552456,0.7375,0.1956,0.7779,0.431034482758621,0.114319111630625,0.454646405610754,"prof"
"Agriculture and Food",116,"Special Committee on Aging","Democratic",1,0.162255186354903,0.5451,2.0972,0.8353,0.156746031746032,0.603059581320451,0.240194386933517,"dom"
"Agriculture and Food",116,"Special Committee on Aging","Independent",1,0.112016425869625,0.1208,0.4492,0.2862,0.141088530717122,0.524643774818968,0.33426769446391,"dom"
"Agriculture and Food",116,"Special Committee on Aging","Republican",2,0.160690772997663,1.7719,1.4785,2.1009,0.3311158036365,0.276288004783884,0.392596191579616,"prof"
"Agriculture and Food",116,"United States Senate Caucus on International Narcotics Control","Democratic",0,0.113810357992659,0.1864,0.1911,0.2546,0.294890049042873,0.302325581395349,0.402784369561778,"prof"
"Agriculture and Food",116,"United States Senate Caucus on International Narcotics Control","Republican",1,0.123132291051004,0.2558,0.825,0.5226,0.159535986029687,0.514531620306848,0.325932393663465,"dom"
"Agriculture and Food",116,NA,"Democratic",3,0.0998241279395372,1.0165,2.2544,1.682,0.205233297663995,0.455167679541279,0.339599022794726,"dom"
"Agriculture and Food",116,NA,"Independent",0,0.133304863164524,0.1315,0.7401,0.3698,0.105928790075721,0.596181730304495,0.297889479619784,"dom"
"Agriculture and Food",116,NA,"Republican",2,0.113198918326574,1.4708,3.3538,3.0328,0.18718660116578,0.426833303637336,0.385980095196885,"dom"
"Agriculture and Food",117,"Committee on Agriculture","Democratic",0,0.1431739568218,7.8626,20.6724,23.272,0.151767135715251,0.399027158492096,0.449205705792654,"prof"
"Agriculture and Food",117,"Committee on Agriculture","Republican",0,0.174115719361828,3.2346,15.409,15.349,0.0951560045421651,0.453304542753423,0.451539452704412,"dom"
"Agriculture and Food",117,"Committee on Agriculture, Nutrition, and Forestry","Democratic",1,0.142911385116413,3.4214,7.4098,8.7523,0.174708300354891,0.3783695457911,0.44692215385401,"prof"
"Agriculture and Food",117,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.190258906380417,1.878,9.5586,9.5295,0.0895731681142416,0.455907393363573,0.454519438522186,"dom"
"Agriculture and Food",117,"Committee on Appropriations","Democratic",0,0.112845216079505,8.6729,17.6776,16.706,0.201430678294799,0.410567510132036,0.388001811573165,"dom"
"Agriculture and Food",117,"Committee on Appropriations","Republican",0,0.0895540482779465,4.918,13.4792,10.806,0.168406202060048,0.461565855796625,0.370027942143327,"dom"
"Agriculture and Food",117,"Committee on Armed Services","Democratic",2,0.0915753148781575,9.1453,18.7235,17.5945,0.201157856996742,0.41183768006282,0.387004462940438,"dom"
"Agriculture and Food",117,"Committee on Armed Services","Independent",0,0.07525420973409,0.3399,0.7058,0.7058,0.194062232372252,0.402968883813874,0.402968883813874,"tie"
"Agriculture and Food",117,"Committee on Armed Services","Republican",1,0.0713286536808167,6.7477,13.9166,13.3957,0.198112155020552,0.408590722254844,0.393297122724604,"dom"
"Agriculture and Food",117,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.0627959439106963,1.5859,1.9906,2.821,0.247893708479875,0.31115279406018,0.440953497459945,"prof"
"Agriculture and Food",117,"Committee on Banking, Housing, and Urban Affairs","Independent",0,0.0500858567647655,0.3092,0.7605,0.8106,0.164441844386534,0.404456735627294,0.431101419986172,"prof"
