"issue","congress","committee_el","party","label","pred","importance_intl","importance_dom","importance_prof","intl_percentage","dom_percentage","prof_percentage","decision"
"Energy",118,"Committee on Ways and Means","Republican",0,0.0699933704490467,3.0445,8.5867,7.2912,0.160893966938655,0.453784932143914,0.385321100917431,"dom"
"Energy",118,"Committee on the Budget","Democratic",0,0.0983119745627788,0.3446,0.3193,0.3681,0.333914728682171,0.309399224806202,0.356686046511628,"prof"
"Energy",118,"Committee on the Budget","Republican",1,0.0672153375860209,0.9961,0.7168,1.2401,0.337317981713512,0.242736200474094,0.419945817812394,"prof"
"Energy",118,"Committee on the Judiciary","Democratic",0,0.072239343493136,3.5781,5.5924,5.8191,0.238705502481721,0.37308533916849,0.388209158349789,"prof"
"Energy",118,"Committee on the Judiciary","Republican",0,0.113531251989793,1.4376,2.4017,2.0136,0.245621828495276,0.410343590356917,0.344034581147807,"dom"
"Energy",118,"Joint Committee on Printing","Democratic",0,0.120795094923708,0.3886,0.6368,0.3943,0.273719799957738,0.448545467352257,0.277734732690005,"dom"
"Energy",118,"Joint Committee on Printing","Republican",0,0.0670981134417801,0.2053,0.8395,0.3881,0.143275874101473,0.585874799357945,0.270849326540582,"dom"
"Energy",118,"Joint Committee on Taxation","Democratic",1,0.134456970327116,0.1868,0.3742,0.1612,0.258654112434229,0.518139019662143,0.223206867903628,"dom"
"Energy",118,"Joint Committee on the Library","Democratic",1,0.113739692283289,0.4222,1.0881,0.7403,0.187594419265974,0.483471074380165,0.328934506353861,"dom"
"Energy",118,"Joint Committee on the Library","Republican",0,0.0963052959086668,0.2018,0.4051,0.2799,0.227559765448805,0.45681100586378,0.315629228687415,"dom"
"Energy",118,"Joint Economic Committee","Democratic",0,0.0887430755252168,1.1608,1.9515,1.9321,0.230116564903656,0.386864641979224,0.38301879311712,"dom"
"Energy",118,"Joint Economic Committee","Republican",0,0.126913735034249,0.7006,1.4833,0.8646,0.229817943250779,0.486567164179104,0.283614892570116,"dom"
"Energy",118,"Permanent Select Committee on Intelligence","Democratic",0,0.0839708482752517,1.0678,3.0026,2.186,0.170673230611853,0.479924557253372,0.349402212134774,"dom"
"Energy",118,"Permanent Select Committee on Intelligence","Republican",0,0.0827257111387935,0.5501,1.2301,1.0646,0.193370359955006,0.43240298087739,0.374226659167604,"dom"
"Energy",118,"Select Committee on Ethics","Democratic",0,0.0515692594925349,0.2406,0.906,0.5699,0.140168948441596,0.527818234780076,0.332012816778328,"dom"
"Energy",118,"Select Committee on Ethics","Republican",0,0.0912576885594512,0.4388,0.3266,0.4447,0.362614659945459,0.269895049995868,0.367490290058673,"prof"
"Energy",118,"Select Committee on Intelligence","Democratic",1,0.0868799495611067,0.6616,0.6408,0.6853,0.332847009106002,0.322382653317905,0.344770337576093,"prof"
"Energy",118,"Select Committee on Intelligence","Republican",0,0.144350128574157,0.4479,0.9127,0.5426,0.235340479192938,0.479560739806641,0.28509878100042,"dom"
"Energy",118,"Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party","Democratic",0,0.086328264414459,0.1991,0.4609,0.3992,0.187972054380665,0.435139728096677,0.376888217522659,"dom"
"Energy",118,"Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party","Republican",0,0.149900052649124,0.1735,0.3492,0.1988,0.24047124047124,0.483991683991684,0.275537075537076,"dom"
"Energy",118,"Select Subcommittee on the Coronavirus Pandemic","Republican",0,0.0537610335676855,0.7672,0.4827,0.9225,0.353157797827288,0.222196648867612,0.4246455533051,"prof"
"Energy",118,"Select Subcommittee on the Weaponization of the Federal Government","Democratic",0,0.042036082384953,0.6206,0.5213,0.852,0.31124931039671,0.261447414614574,0.427303274988716,"prof"
"Energy",118,"Special Committee on Aging","Democratic",0,0.121789334612101,0.132,0.2099,0.137,0.275631655878054,0.438296095218208,0.286072248903738,"dom"
"Energy",118,"Special Committee on Aging","Republican",0,0.10129075196622,0.1996,0.4188,0.3011,0.217074497009244,0.455464926590538,0.327460576400217,"dom"
"Energy",118,NA,"Democratic",1,0.112157771365679,2.4848,3.8668,3.6453,0.248557052686333,0.386799907971471,0.364643039342196,"dom"
"Energy",118,NA,"Republican",4,0.10856046443743,2.095,4.432,3.4412,0.210168335306274,0.44461387211332,0.345217792580406,"dom"
"Environmental Protection",115,"Committee on Agriculture","Democratic",1,0.0530806973370275,3.0789,11.0342,11.1749,0.121753400822525,0.436341347674787,0.441905251502689,"prof"
"Environmental Protection",115,"Committee on Agriculture","Republican",2,0.0592839322412838,4.8935,17.5972,17.639,0.121942102731892,0.438508137364595,0.439549759903513,"prof"
"Environmental Protection",115,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.0271148315731026,0.4217,2.8568,2.7759,0.0696518234672305,0.471855179704017,0.458492996828753,"dom"
"Environmental Protection",115,"Committee on Agriculture, Nutrition, and Forestry","Republican",1,0.0348684472215218,0.8309,5.0308,4.9727,0.0766909104334342,0.464335819242413,0.458973270324153,"dom"
"Environmental Protection",115,"Committee on Appropriations","Democratic",0,0.0476739951774964,6.2578,27.5636,26.4334,0.103855626439719,0.457450692724895,0.438693680835386,"dom"
"Environmental Protection",115,"Committee on Appropriations","Republican",2,0.0560661972374652,4.1301,19.9797,18.1647,0.0976971933435049,0.472618245041337,0.429684561615158,"dom"
"Environmental Protection",115,"Committee on Armed Services","Democratic",2,0.0621322709114597,5.6506,18.4495,19.4229,0.129830204719344,0.42390230452864,0.446267490752016,"prof"
"Environmental Protection",115,"Committee on Armed Services","Independent",0,0.0548802099356142,0.3716,1.19,1.3391,0.128107008653084,0.41024580273727,0.461647188609646,"prof"
"Environmental Protection",115,"Committee on Armed Services","Republican",2,0.0593097114439603,4.7689,15.1093,15.6573,0.134201010257348,0.425188895611431,0.440610094131221,"prof"
"Environmental Protection",115,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.0491233901115587,0.1491,1.7524,1.7118,0.0412642183045969,0.484986023856309,0.473749757839095,"dom"
"Environmental Protection",115,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.0591640448130021,0.714,3.3618,3.5672,0.0934188146015962,0.439853460682978,0.466727724715426,"prof"
"Environmental Protection",115,"Committee on Commerce, Science, and Transportation","Democratic",1,0.0747061186455163,0.2853,2.837,1.878,0.0570565766054037,0.567365958042517,0.375577465352079,"dom"
"Environmental Protection",115,"Committee on Commerce, Science, and Transportation","Republican",0,0.055193095707985,0.6529,2.0782,2.3229,0.129184804115552,0.411199050257222,0.459616145627226,"prof"
"Environmental Protection",115,"Committee on Education and the Workforce","Democratic",0,0.0631741957399004,1.3527,5.2684,4.9037,0.117372969596002,0.457135915590726,0.425491114813272,"dom"
"Environmental Protection",115,"Committee on Education and the Workforce","Republican",1,0.0678230335470741,1.3625,5.5082,5.1392,0.113448072007261,0.458638290077353,0.427913637915386,"dom"
"Environmental Protection",115,"Committee on Energy and Commerce","Democratic",3,0.0497963842398732,2.5954,11.0885,10.5332,0.107172204764402,0.457878936784338,0.43494885845126,"dom"
"Environmental Protection",115,"Committee on Energy and Commerce","Republican",6,0.0756345523349904,6.1344,17.9318,19.0987,0.142115468818415,0.415425496178608,0.442459035002977,"prof"
"Environmental Protection",115,"Committee on Energy and Natural Resources","Democratic",0,0.0520709905153042,0.1917,1.1863,0.9991,0.0806444827731269,0.499053468512052,0.420302048714821,"dom"
"Environmental Protection",115,"Committee on Energy and Natural Resources","Republican",0,0.0352394736597608,0.2371,1.1568,1.0614,0.0965666110047652,0.471144055716206,0.432289333279029,"dom"
"Environmental Protection",115,"Committee on Environment and Public Works","Democratic",1,0.0733976970146158,0.2998,2.683,1.7632,0.0631689844079225,0.565318162663295,0.371512852928782,"dom"
"Environmental Protection",115,"Committee on Environment and Public Works","Republican",1,0.0925894747169944,0.5712,0.8285,1.1995,0.219759926131117,0.318751923668821,0.461488150200062,"prof"
"Environmental Protection",115,"Committee on Ethics","Republican",0,0.050685423480633,0.1562,1.3668,1.1191,0.0591196396805571,0.517315771545362,0.423564588774081,"dom"
"Environmental Protection",115,"Committee on Finance","Democratic",1,0.0328923411885264,0.1988,1.2629,1.2109,0.0743844944997381,0.472536107161565,0.453079398338696,"dom"
"Environmental Protection",115,"Committee on Financial Services","Democratic",1,0.069124275831035,2.0552,15.9726,14.3289,0.0635169841176634,0.493641193323176,0.442841822559161,"dom"
"Environmental Protection",115,"Committee on Financial Services","Independent",0,0.0733976970146158,0.1499,1.3415,0.8816,0.0631689844079225,0.565318162663295,0.371512852928782,"dom"
"Environmental Protection",115,"Committee on Financial Services","Republican",0,0.0647763074396509,4.219,25.5044,24.2684,0.078141495560437,0.472375434788246,0.449483069651317,"dom"
"Environmental Protection",115,"Committee on Foreign Affairs","Democratic",0,0.0333720720670331,3.1075,9.0354,10.0809,0.139827572242371,0.40656413394649,0.453608293811139,"prof"
"Environmental Protection",115,"Committee on Foreign Affairs","Republican",0,0.0409991787701296,2.4217,8.4982,9.0671,0.121163756441687,0.425186371141242,0.453649872417071,"prof"
"Environmental Protection",115,"Committee on Foreign Relations","Democratic",0,0.0824433245366182,0.1748,1.4223,0.8863,0.0703873721510832,0.572722879922687,0.35688974792623,"dom"
"Environmental Protection",115,"Committee on Foreign Relations","Republican",1,0.0615406049238986,0.4465,0.9789,1.1598,0.17271390994894,0.378655423178091,0.448630666872969,"prof"
"Environmental Protection",115,"Committee on Health, Education, Labor, and Pensions","Democratic",1,0.0520709905153042,0.1917,1.1863,0.9991,0.0806444827731269,0.499053468512052,0.420302048714821,"dom"
"Environmental Protection",115,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.0628259444087879,0.3193,0.9389,1.0665,0.137351056050243,0.403880070546737,0.45876887340302,"prof"
"Environmental Protection",115,"Committee on Homeland Security","Democratic",0,0.0631187623788579,1.4058,3.6631,4.2771,0.150417290819602,0.3919430772523,0.457639631928098,"prof"
"Environmental Protection",115,"Committee on Homeland Security","Republican",0,0.0643163305926929,0.6746,4.923,3.9118,0.0709403327234105,0.517698277493848,0.411361389782741,"dom"
"Environmental Protection",115,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.0268280815226945,0.2319,1.4268,1.3767,0.0763984977268235,0.470053370231271,0.453548132041906,"dom"
"Environmental Protection",115,"Committee on House Administration","Democratic",0,0.0391722885607975,0.1742,1.1213,1.0403,0.0745783029368953,0.480049661786112,0.445372035276993,"dom"
"Environmental Protection",115,"Committee on House Administration","Republican",0,0.0562689796856681,0.2285,1.0285,1.038,0.0995642701525054,0.448148148148148,0.452287581699346,"prof"
"Environmental Protection",115,"Committee on Indian Affairs","Democratic",1,0.0286050121046377,0.6037,4.1529,4.0696,0.0683986313475788,0.470519589404274,0.461081779248148,"dom"
"Environmental Protection",115,"Committee on Indian Affairs","Republican",0,0.0647801299614064,1.0854,4.8322,4.3834,0.1053684108339,0.469100087370158,0.425531501795942,"dom"
"Environmental Protection",115,"Committee on Natural Resources","Democratic",0,0.0890920617101212,2.0117,3.5336,4.8586,0.193360182239353,0.33964186506983,0.466997952690818,"prof"
"Environmental Protection",115,"Committee on Natural Resources","Republican",1,0.0801670858826466,1.4567,4.6701,4.6464,0.135215163554004,0.433492369955074,0.431292466490922,"dom"
"Environmental Protection",115,"Committee on Oversight and Accountability","Democratic",0,0.0772416023037299,2.6257,5.5503,7.0033,0.172978991126073,0.365649272364338,0.461371736509589,"prof"
"Environmental Protection",115,"Committee on Oversight and Accountability","Independent",0,0.0733976970146158,0.1499,1.3415,0.8816,0.0631689844079225,0.565318162663295,0.371512852928782,"dom"
"Environmental Protection",115,"Committee on Oversight and Accountability","Republican",0,0.0741699950543888,2.0019,6.7073,6.2023,0.134252087315159,0.449807195788485,0.415940716896355,"dom"
"Environmental Protection",115,"Committee on Rules","Democratic",0,0.0491043834786373,0.1361,1.0097,0.9586,0.0646740163467021,0.479804219730089,0.455521763923209,"dom"
"Environmental Protection",115,"Committee on Rules and Administration","Democratic",1,0.0274015816235107,0.1965,1.4252,1.3889,0.0652693815186342,0.473394007838969,0.461336610642397,"dom"
"Environmental Protection",115,"Committee on Science, Space, and Technology","Democratic",0,0.077590381882751,0.5616,2.5919,2.1201,0.106492718446602,0.491485891990291,0.402021389563107,"dom"
"Environmental Protection",115,"Committee on Science, Space, and Technology","Republican",0,0.046929195053891,0.2312,1.1414,1.1008,0.093474569418614,0.461470041238781,0.445055389342605,"dom"
"Environmental Protection",115,"Committee on Small Business","Democratic",0,0.0651768322364443,0.2662,0.8546,0.9272,0.12998046875,0.41728515625,0.452734375,"prof"
"Environmental Protection",115,"Committee on Small Business","Republican",0,0.0455546692643819,0.3781,2.1527,2.063,0.0823065871391876,0.468609865470852,0.44908354738996,"dom"
"Environmental Protection",115,"Committee on Small Business and Entrepreneurship","Democratic",1,0.0987268138103996,0.1291,1.4702,0.7589,0.0547451446018149,0.623441608006106,0.321813247392079,"dom"
"Environmental Protection",115,"Committee on Small Business and Entrepreneurship","Republican",0,0.0875797988688612,0.5256,0.8287,1.1634,0.208761965285777,0.329149620685546,0.462088414028677,"prof"
"Environmental Protection",115,"Committee on Transportation and Infrastructure","Democratic",0,0.0382373485995252,0.6034,3.5668,3.3642,0.0800860055213421,0.473401996177532,0.446511998301125,"dom"
"Environmental Protection",115,"Committee on Transportation and Infrastructure","Republican",0,0.0391722885607975,0.1742,1.1213,1.0403,0.0745783029368953,0.480049661786112,0.445372035276993,"dom"
"Environmental Protection",115,"Committee on Veterans' Affairs","Democratic",0,0.0936520871367291,0.1348,1.4918,0.796,0.0556426979278461,0.615784694130273,0.328572607941881,"dom"
"Environmental Protection",115,"Committee on Ways and Means","Democratic",1,0.0735590346387165,3.8358,8.9907,10.1342,0.16705936665694,0.391569072371487,0.441371560971573,"prof"
"Environmental Protection",115,"Committee on Ways and Means","Republican",1,0.0627447685538408,1.0989,5.8184,4.976,0.0923965594073974,0.489216617759579,0.418386822833024,"dom"
"Environmental Protection",115,"Committee on the Budget","Democratic",0,0.0476200375759805,1.4386,4.1234,4.6301,0.141148536611689,0.404568244032143,0.454283219356168,"prof"
"Environmental Protection",115,"Committee on the Budget","Independent",1,0.0548802099356142,0.3716,1.19,1.3391,0.128107008653084,0.41024580273727,0.461647188609646,"prof"
"Environmental Protection",115,"Committee on the Budget","Republican",1,0.0427654200827587,2.6842,7.6313,8.537,0.142378994828272,0.404789815674314,0.452831189497414,"prof"
"Environmental Protection",115,"Committee on the Judiciary","Democratic",1,0.059547462047228,0.5478,1.9674,2.1045,0.118579128514839,0.425871809857783,0.455549061627378,"prof"
"Environmental Protection",115,"Committee on the Judiciary","Republican",0,0.0784706423350159,0.3474,4.1627,2.6164,0.0487476320774574,0.584115624780748,0.367136743141795,"dom"
"Environmental Protection",115,"Permanent Select Committee on Intelligence","Democratic",1,0.0584293768518463,2.4836,8.3667,9.0422,0.124851074525575,0.4205957018977,0.454553223576725,"prof"
"Environmental Protection",115,"Permanent Select Committee on Intelligence","Republican",1,0.0482727050235326,1.8762,9.9415,8.9021,0.0905510670952422,0.479806754891456,0.429642178013301,"dom"
"Environmental Protection",115,"Select Committee on Intelligence","Democratic",2,0.0655495311516634,1.1508,5.772,5.0015,0.0965088097414523,0.484053571278817,0.41943761897973,"dom"
"Environmental Protection",115,"Select Committee on Intelligence","Independent",0,0.059211366264701,0.1633,1.3112,0.9738,0.0666993424008496,0.535555283257771,0.39774537434138,"dom"
"Environmental Protection",115,"Select Committee on Intelligence","Republican",1,0.0513751104253438,0.829,3.2592,3.4417,0.110094423564722,0.43283443339221,0.457071143043068,"prof"
"Environmental Protection",115,"Special Committee on Aging","Democratic",1,0.069433868673185,1.0349,6.9061,5.1753,0.0789018244474432,0.526528060504868,0.394570115047689,"dom"
"Environmental Protection",115,"Special Committee on Aging","Republican",1,0.0575742447180406,0.6388,3.6169,3.1594,0.0861485347466656,0.487774945718871,0.426076519534463,"dom"
"Environmental Protection",115,NA,"Democratic",5,0.0529128729859996,9.3854,33.1478,35.2612,0.120643645300947,0.426094937424802,0.453261417274251,"prof"
"Environmental Protection",115,NA,"Republican",22,0.051508496346022,20.383,110.8129,101.0114,0.0877793247671369,0.477215401927502,0.435005273305361,"dom"
"Environmental Protection",116,"Commission on Security and Cooperation in Europe","Democratic",0,0.0607003621611478,0.2375,2.9323,2.0663,0.0453581864364699,0.560016042474361,0.394625771089169,"dom"
"Environmental Protection",116,"Commission on Security and Cooperation in Europe","Republican",0,0.0541626398946348,0.5898,5.9942,4.6599,0.0524551089924314,0.533106840153328,0.414438050854241,"dom"
"Environmental Protection",116,"Committee on Agriculture","Democratic",1,0.0659069707848547,2.6079,19.3059,14.9232,0.0707956673996254,0.524089909601759,0.405114422998615,"dom"
"Environmental Protection",116,"Committee on Agriculture","Republican",1,0.0727035009128602,4.3427,20.1991,17.8908,0.102343481191348,0.476027865367665,0.421628653440986,"dom"
"Environmental Protection",116,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.056180526761823,0.251,2.6977,2.0431,0.0502824632397131,0.540426299130574,0.409291237629713,"dom"
"Environmental Protection",116,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.0683223788615914,1.1312,6.8409,5.7948,0.0821680988457823,0.496909253354059,0.420922647800158,"dom"
"Environmental Protection",116,"Committee on Appropriations","Democratic",2,0.0668308042096411,6.3374,29.6551,25.3027,0.103391456427257,0.483807867500228,0.412800676072515,"dom"
"Environmental Protection",116,"Committee on Appropriations","Republican",1,0.0744055525085033,5.5814,27.6852,23.7584,0.0978763700131522,0.485492327926348,0.4166313020605,"dom"
"Environmental Protection",116,"Committee on Armed Services","Democratic",2,0.0678767553178369,7.3577,35.6952,29.9137,0.100836547132524,0.489199167838436,0.409964285029041,"dom"
"Environmental Protection",116,"Committee on Armed Services","Independent",0,0.0625969642078467,0.0978,1.654,1.2179,0.0329326194565108,0.556958615348352,0.410108765195138,"dom"
"Environmental Protection",116,"Committee on Armed Services","Republican",3,0.0631425681968339,4.6657,19.1174,18.2872,0.110902465634902,0.454415585341678,0.43468194902342,"dom"
"Environmental Protection",116,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.106870702551408,0.1077,1.5582,0.8839,0.0422386069495647,0.61110675347086,0.346654639579575,"dom"
"Environmental Protection",116,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.0816105868875655,0.2714,2.8499,2.0618,0.0523624857710637,0.549844687542205,0.397792826686732,"dom"
"Environmental Protection",116,"Committee on Commerce, Science, and Transportation","Democratic",1,0.0835242107291978,0.348,3.1441,1.7856,0.0659378138204142,0.595732989749323,0.338329196430263,"dom"
"Environmental Protection",116,"Committee on Commerce, Science, and Transportation","Republican",0,0.057199557328061,0.1226,1.3276,1.1364,0.047398128817753,0.513260651047707,0.43934122013454,"dom"
"Environmental Protection",116,"Committee on Education and the Workforce","Democratic",0,0.0955060801363195,2.07,8.7448,7.0728,0.11572262349337,0.488874974842908,0.395402401663722,"dom"
"Environmental Protection",116,"Committee on Education and the Workforce","Republican",0,0.0612856639583232,1.2105,7.6162,6.811,0.0774090818982331,0.487040933129552,0.435549984972215,"dom"
"Environmental Protection",116,"Committee on Energy and Commerce","Democratic",5,0.0774089421357285,4.1357,31.2471,27.0108,0.0662840419530208,0.500806172427941,0.432909785619038,"dom"
"Environmental Protection",116,"Committee on Energy and Commerce","Republican",2,0.101853436522604,4.4644,32.5058,26.8717,0.0699289964741024,0.509160911564349,0.420910091961549,"dom"
"Environmental Protection",116,"Committee on Energy and Natural Resources","Democratic",0,0.10125835324329,0.466,0.9117,1.0872,0.189054322690576,0.36987301716094,0.441072660148485,"prof"
"Environmental Protection",116,"Committee on Energy and Natural Resources","Republican",0,0.0410310789097477,0.197,1.3916,1.2189,0.0701691896705254,0.495672306322351,0.434158504007124,"dom"
"Environmental Protection",116,"Committee on Environment and Public Works","Democratic",1,0.0660131894273682,0.2502,3.9534,3.3038,0.0333271172443189,0.526600420918028,0.440072461837654,"dom"
"Environmental Protection",116,"Committee on Environment and Public Works","Republican",1,0.025771308905702,0.556,1.8217,1.9695,0.127898417372102,0.419051343393449,0.45305023923445,"prof"
"Environmental Protection",116,"Committee on Ethics","Democratic",0,0.0514474753091294,0.1635,1.4357,1.1404,0.0596802452912834,0.5240546065119,0.416265148196817,"dom"
"Environmental Protection",116,"Committee on Finance","Democratic",0,0.0810064087217726,0.1339,1.3227,0.8003,0.0593291683282378,0.586069387212548,0.354601444459214,"dom"
"Environmental Protection",116,"Committee on Financial Services","Democratic",2,0.0981525925573445,8.8878,22.689,24.3312,0.158971882378193,0.405827430779137,0.43520068684267,"prof"
"Environmental Protection",116,"Committee on Financial Services","Republican",1,0.0805876469197705,4.787,31.0049,24.4528,0.0794592719359545,0.514649421442882,0.405891306621163,"dom"
"Environmental Protection",116,"Committee on Foreign Affairs","Democratic",0,0.0645028633313066,2.3191,9.3945,9.009,0.111911632710181,0.453345622653528,0.434742744636291,"dom"
"Environmental Protection",116,"Committee on Foreign Affairs","Republican",1,0.0862634104539432,1.574,17.2526,11.3629,0.0521373325162722,0.571476837973467,0.37638582951026,"dom"
"Environmental Protection",116,"Committee on Foreign Relations","Democratic",0,0.0514474753091294,0.1635,1.4357,1.1404,0.0596802452912834,0.5240546065119,0.416265148196817,"dom"
"Environmental Protection",116,"Committee on Foreign Relations","Republican",1,0.114807939735116,1.7175,2.9281,3.9297,0.200284538150269,0.341457441722155,0.458258020127576,"prof"
"Environmental Protection",116,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.0632793230258033,0.1598,1.4164,0.952,0.0632070247606993,0.56024048730322,0.376552487936081,"dom"
"Environmental Protection",116,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.0714324282860712,0.1399,1.2468,0.935,0.0602575698841366,0.537020286858767,0.402722143257096,"dom"
"Environmental Protection",116,"Committee on Homeland Security","Democratic",0,0.0742612598652291,2.1433,6.2725,6.446,0.144215370951029,0.422055201927088,0.433729427121883,"prof"
"Environmental Protection",116,"Committee on Homeland Security","Republican",0,0.098740735082519,1.2814,5.5205,4.5411,0.112968350524553,0.486687825090364,0.400343824385083,"dom"
"Environmental Protection",116,"Committee on Homeland Security and Governmental Affairs","Democratic",0,0.038307923155218,0.0984,1.236,1.1339,0.0398654944698781,0.500749503707005,0.459385001823117,"dom"
"Environmental Protection",116,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.102066796872832,0.1078,1.6128,0.9211,0.0408070560623841,0.610515955634629,0.348676988302987,"dom"
"Environmental Protection",116,"Committee on House Administration","Democratic",1,0.0635816079036482,0.9161,3.3722,3.4493,0.11839588502895,0.435819892473118,0.445784222497932,"prof"
"Environmental Protection",116,"Committee on House Administration","Republican",0,0.0308903288704868,0.2327,1.5238,1.3133,0.0758029839077464,0.496384129259235,0.427812886833018,"dom"
"Environmental Protection",116,"Committee on Indian Affairs","Democratic",1,0.0332161750087654,0.4776,3.9606,3.6207,0.0592636712206381,0.491456650411347,0.449279678368016,"dom"
"Environmental Protection",116,"Committee on Indian Affairs","Republican",1,0.0579458081128249,0.6919,7.7313,5.8151,0.0485942844300232,0.542993194412254,0.408412521157722,"dom"
"Environmental Protection",116,"Committee on Natural Resources","Democratic",1,0.057186243127811,0.9358,7.9243,6.0883,0.0626020176072356,0.530110245912606,0.407287736480158,"dom"
"Environmental Protection",116,"Committee on Natural Resources","Republican",2,0.0724065207503776,1.2803,7.8335,6.6134,0.0814067348288316,0.49808611831731,0.420507146853858,"dom"
"Environmental Protection",116,"Committee on Oversight and Accountability","Democratic",0,0.110526474217221,3.1744,5.9977,7.101,0.195070392242412,0.368565301018245,0.436364306739343,"prof"
"Environmental Protection",116,"Committee on Oversight and Accountability","Republican",1,0.0692374161260777,2.6179,13.3917,12.2711,0.0925684300600763,0.473527882973194,0.43390368696673,"dom"
"Environmental Protection",116,"Committee on Rules","Democratic",0,0.108448619859064,0.479,0.5453,0.872,0.252597162896166,0.287559985234404,0.45984285186943,"prof"
"Environmental Protection",116,"Committee on Rules","Republican",0,0.0369695655773649,0.1662,1.3939,1.2569,0.0589989350372737,0.494817181398651,0.446183883564075,"dom"
"Environmental Protection",116,"Committee on Rules and Administration","Democratic",0,0.038307923155218,0.0984,1.236,1.1339,0.0398654944698781,0.500749503707005,0.459385001823117,"dom"
"Environmental Protection",116,"Committee on Science, Space, and Technology","Democratic",0,0.0590593714160467,0.2738,2.2915,1.8127,0.0625399725902239,0.52341251713111,0.414047510278666,"dom"
"Environmental Protection",116,"Committee on Science, Space, and Technology","Republican",0,0.0271461587186202,0.2085,1.4996,1.416,0.0667392208956179,0.48001024294997,0.453250536154412,"dom"
"Environmental Protection",116,"Committee on Small Business","Democratic",0,0.175009789558877,0.9314,0.4351,1.2458,0.356544041649121,0.166558205412855,0.476897752938024,"prof"
"Environmental Protection",116,"Committee on Small Business","Republican",0,0.0983494625079301,0.0984,1.4064,0.8125,0.0424632114961377,0.606913217969188,0.350623570534674,"dom"
"Environmental Protection",116,"Committee on Small Business and Entrepreneurship","Republican",1,0.108668048659694,0.0928,1.8719,1.0315,0.0309725652493158,0.62475802683399,0.344269407916695,"dom"
"Environmental Protection",116,"Committee on Transportation and Infrastructure","Democratic",1,0.0811108748257515,2.1225,13.4508,9.8776,0.083395872051676,0.528499974460628,0.388104153487696,"dom"
"Environmental Protection",116,"Committee on Transportation and Infrastructure","Republican",1,0.0728891732322313,0.6512,7.1416,5.0122,0.0508551347130027,0.557719640765326,0.391425224521671,"dom"
"Environmental Protection",116,"Committee on Veterans' Affairs","Democratic",0,0.0605568083931908,0.4729,5.0731,3.3419,0.0532071692975844,0.570787250081572,0.376005580620844,"dom"
"Environmental Protection",116,"Committee on Ways and Means","Democratic",0,0.0867407246843243,4.6778,14.7546,13.9752,0.140022030915121,0.441653994899364,0.418323974185515,"dom"
"Environmental Protection",116,"Committee on Ways and Means","Republican",0,0.0744218222918134,2.3015,14.9768,12.4736,0.077356404128812,0.503389699481378,0.41925389638981,"dom"
"Environmental Protection",116,"Committee on the Budget","Democratic",0,0.0570308317507687,1.9192,8.8522,8.6982,0.098574187451206,0.454667789785101,0.446758022763693,"dom"
"Environmental Protection",116,"Committee on the Budget","Independent",1,0.0470246462341183,0.1463,1.5418,1.2168,0.0503631794554029,0.53075837378223,0.418878446762367,"dom"
"Environmental Protection",116,"Committee on the Budget","Republican",0,0.0874520735710456,4.0139,17.2378,15.1566,0.110246839319606,0.473457975241909,0.416295185438485,"dom"
"Environmental Protection",116,"Committee on the Judiciary","Democratic",1,0.0377063437321302,0.6742,4.0199,3.7699,0.0796550094517958,0.474940926275992,0.445404064272212,"dom"
"Environmental Protection",116,"Committee on the Judiciary","Republican",2,0.115377001728238,0.6945,4.186,2.8121,0.0902815693003666,0.544159321945766,0.365559108753867,"dom"
"Environmental Protection",116,"Joint Committee on Taxation","Republican",0,0.106870702551408,0.1077,1.5582,0.8839,0.0422386069495647,0.61110675347086,0.346654639579575,"dom"
"Environmental Protection",116,"Joint Committee on the Library","Republican",0,0.0522277918958509,0.1221,1.3345,1.1829,0.0462587611290017,0.505588179579466,0.448153059291533,"dom"
"Environmental Protection",116,"Joint Economic Committee","Democratic",1,0.0306703009355391,0.3792,2.7246,2.4868,0.0678281400922978,0.487353772403678,0.444818087504025,"dom"
"Environmental Protection",116,"Joint Economic Committee","Republican",1,0.104696461442642,1.3153,7.0977,5.446,0.094905837362003,0.512136517786276,0.392957644851721,"dom"
"Environmental Protection",116,"Permanent Select Committee on Intelligence","Democratic",2,0.0547398721537225,2.6948,16.2482,13.7263,0.0824872280703902,0.497353784745924,0.420158987183686,"dom"
"Environmental Protection",116,"Permanent Select Committee on Intelligence","Republican",0,0.0776334463489861,0.7744,9.2947,6.4309,0.0469333333333333,0.563315151515152,0.389751515151515,"dom"
