bioguide_id,congress,chamber,stateCode,district,gender,committees
R000543,94,House of Representatives,IL,3.0,,
R000543,95,House of Representatives,IL,3.0,,
R000543,96,House of Representatives,IL,3.0,,
R000543,97,House of Representatives,IL,3.0,,
R000543,98,House of Representatives,IL,3.0,,
R000543,99,House of Representatives,IL,3.0,,
R000543,100,House of Representatives,IL,3.0,,
R000543,101,House of Representatives,IL,3.0,,
R000543,102,House of Representatives,IL,3.0,,
P000598,111,House of Representatives,CO,2.0,,
P000598,112,House of Representatives,CO,2.0,M,Committee on Rules|Committee on the Judiciary
P000598,113,House of Representatives,CO,2.0,M,Committee on Education and the Workforce|Committee on Rules
P000598,114,House of Representatives,CO,2.0,M,Committee on Education and the Workforce|Committee on Natural Resources|Committee on Rules
P000598,115,House of Representatives,CO,2.0,,
Z000002,94,House of Representatives,NY,15.0,,
Z000002,95,House of Representatives,NY,15.0,,
Z000002,96,House of Representatives,NY,15.0,,
Z000002,97,House of Representatives,NY,15.0,,
R000599,113,House of Representatives,CA,36.0,M,Committee on Natural Resources|Committee on Veterans' Affairs
R000599,114,House of Representatives,CA,36.0,M,Committee on Natural Resources|Committee on Veterans' Affairs
R000599,115,House of Representatives,CA,36.0,M,Committee on Energy and Commerce
R000599,116,House of Representatives,CA,36.0,M,Committee on Energy and Commerce
R000599,117,House of Representatives,CA,36.0,M,Committee on Energy and Commerce|Committee on Veterans' Affairs
R000599,118,House of Representatives,CA,25.0,M,Committee on Energy and Commerce|Select Subcommittee on the Coronavirus Pandemic
R000599,119,House of Representatives,CA,25.0,M,Committee on Energy and Commerce
B001306,115,House of Representatives,OH,12.0,M,"Committee on Science, Space, and Technology|Committee on Small Business"
B001306,116,House of Representatives,OH,12.0,M,"Committee on Science, Space, and Technology|Committee on Small Business|Committee on Transportation and Infrastructure"
B001306,117,House of Representatives,OH,12.0,M,Committee on Agriculture|Committee on Transportation and Infrastructure
B001306,118,House of Representatives,OH,12.0,M,Committee on Energy and Commerce
B001306,119,House of Representatives,OH,12.0,M,Committee on Energy and Commerce
G000511,96,House of Representatives,NJ,14.0,,
G000511,97,House of Representatives,NJ,14.0,,
G000511,98,House of Representatives,NJ,14.0,,
G000511,99,House of Representatives,NJ,14.0,,
G000511,100,House of Representatives,NJ,14.0,,
G000511,101,House of Representatives,NJ,14.0,,
G000511,102,House of Representatives,NJ,14.0,,
B000996,104,House of Representatives,TN,7.0,,
B000996,105,House of Representatives,TN,7.0,,
B000996,106,House of Representatives,TN,7.0,,
B000996,107,House of Representatives,TN,7.0,,
S000124,89,House of Representatives,NY,21.0,,
S000124,90,House of Representatives,NY,21.0,,
S000124,91,House of Representatives,NY,21.0,,
S000124,92,House of Representatives,NY,22.0,,
S000124,94,House of Representatives,NY,11.0,,
S000124,95,House of Representatives,NY,11.0,,
S000124,96,House of Representatives,NY,11.0,,
S000124,97,House of Representatives,NY,11.0,,
S000124,98,House of Representatives,NY,8.0,,
S000124,99,House of Representatives,NY,8.0,,
S000124,100,House of Representatives,NY,8.0,,
S000124,101,House of Representatives,NY,8.0,,
S000124,102,House of Representatives,NY,8.0,,
G000598,118,House of Representatives,CA,42.0,M,Committee on Homeland Security|Committee on Oversight and Accountability|Select Subcommittee on the Coronavirus Pandemic
G000598,119,House of Representatives,CA,42.0,M,Committee on Oversight and Accountability|Committee on Transportation and Infrastructure
M001136,117,House of Representatives,MI,10.0,F,Committee on Armed Services|Committee on Education and the Workforce
M001136,118,House of Representatives,MI,9.0,F,Committee on Armed Services|Committee on Education and the Workforce|Committee on Oversight and Accountability|Committee on the Budget
M001136,119,House of Representatives,MI,9.0,F,Committee on Education and the Workforce|Committee on Financial Services
R000460,90,House of Representatives,DE,,,
R000460,91,Senate,DE,,,
R000460,92,Senate,DE,,,
R000460,93,Senate,DE,,,
R000460,94,Senate,DE,,,
R000460,95,Senate,DE,,,
R000460,96,Senate,DE,,,
R000460,97,Senate,DE,,,
R000460,98,Senate,DE,,,
R000460,99,Senate,DE,,,
R000460,100,Senate,DE,,,
R000460,101,Senate,DE,,,
R000460,102,Senate,DE,,,
R000460,103,Senate,DE,,,
R000460,104,Senate,DE,,,
R000460,105,Senate,DE,,,
R000460,106,Senate,DE,,,
S001153,107,House of Representatives,CA,31.0,,
S001153,108,House of Representatives,CA,32.0,,
S001153,109,House of Representatives,CA,32.0,,
S001153,110,House of Representatives,CA,32.0,,
S001153,111,House of Representatives,CA,32.0,,
R000586,112,House of Representatives,OH,16.0,M,Committee on Financial Services
R000586,113,House of Representatives,OH,16.0,M,Committee on Ways and Means
R000586,114,House of Representatives,OH,16.0,M,Committee on Ways and Means|Committee on the Budget
R000586,115,House of Representatives,OH,16.0,,
B001322,119,House of Representatives,WA,5.0,M,Committee on Education and the Workforce|Committee on Foreign Affairs|Committee on the Judiciary
C001040,106,Senate,RI,,,
C001040,107,Senate,RI,,,
C001040,108,Senate,RI,,,
C001040,109,Senate,RI,,,
M001237,119,House of Representatives,MI,8.0,F,Committee on Agriculture|Committee on Transportation and Infrastructure
S001173,110,House of Representatives,OH,18.0,,
S001173,111,House of Representatives,OH,18.0,,
T000487,118,House of Representatives,HI,2.0,F,Committee on Agriculture|Committee on Armed Services|Select Subcommittee on the Coronavirus Pandemic
T000487,119,House of Representatives,HI,2.0,F,Committee on Agriculture|Committee on Armed Services|Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party
W000794,107,House of Representatives,CA,32.0,,
W000794,108,House of Representatives,CA,33.0,,
W000794,109,House of Representatives,CA,33.0,,
W000794,110,House of Representatives,CA,33.0,,
W000794,111,House of Representatives,CA,33.0,,
G000561,111,Senate,WV,,,
B001324,119,House of Representatives,MO,1.0,M,Committee on Armed Services|Committee on Oversight and Accountability
G000590,116,House of Representatives,TN,7.0,M,Committee on Homeland Security|Committee on Oversight and Accountability
G000590,117,House of Representatives,TN,7.0,M,Committee on Armed Services|Committee on Foreign Affairs|Select Subcommittee on the Coronavirus Pandemic
G000590,118,House of Representatives,TN,7.0,M,Committee on Foreign Affairs|Committee on Homeland Security
G000590,119,House of Representatives,TN,7.0,,
S000407,98,House of Representatives,MN,6.0,,
S000407,99,House of Representatives,MN,6.0,,
S000407,100,House of Representatives,MN,6.0,,
S000407,101,House of Representatives,MN,6.0,,
S000407,102,House of Representatives,MN,6.0,,
D000618,113,House of Representatives,MT,,M,Committee on Homeland Security|Committee on Natural Resources|Committee on Transportation and Infrastructure
D000618,114,Senate,MT,,M,"Committee on Appropriations|Committee on Commerce, Science, and Transportation|Committee on Energy and Natural Resources|Committee on Indian Affairs"
D000618,115,Senate,MT,,M,"Committee on Agriculture, Nutrition, and Forestry|Committee on Appropriations|Committee on Energy and Natural Resources|Committee on Homeland Security and Governmental Affairs|Committee on Indian Affairs"
D000618,116,Senate,MT,,M,Committee on Appropriations|Committee on Energy and Natural Resources|Committee on Finance|Committee on Indian Affairs
D000618,117,Senate,MT,,M,"Committee on Banking, Housing, and Urban Affairs|Committee on Energy and Natural Resources|Committee on Finance|Committee on Indian Affairs"
D000618,118,Senate,MT,,M,"Committee on Banking, Housing, and Urban Affairs|Committee on Energy and Natural Resources|Committee on Finance|Committee on Indian Affairs"
D000618,119,Senate,MT,,M,Committee on Energy and Natural Resources|Committee on Finance|Committee on Foreign Relations|Committee on Indian Affairs
S000423,94,House of Representatives,IL,24.0,,
S000423,95,House of Representatives,IL,24.0,,
S000423,96,House of Representatives,IL,24.0,,
S000423,97,House of Representatives,IL,24.0,,
S000423,98,House of Representatives,IL,22.0,,
S000423,99,Senate,IL,,,
S000423,100,Senate,IL,,,
S000423,101,Senate,IL,,,
S000423,102,Senate,IL,,,
S000423,103,Senate,IL,,,
S000423,104,Senate,IL,,,
S000779,98,House of Representatives,WV,2.0,,
S000779,99,House of Representatives,WV,2.0,,
S000779,100,House of Representatives,WV,2.0,,
S000779,101,House of Representatives,WV,2.0,,
S000779,102,House of Representatives,WV,2.0,,
L000304,101,Senate,CT,,,
L000304,102,Senate,CT,,,
L000304,103,Senate,CT,,,
L000304,104,Senate,CT,,,
L000304,105,Senate,CT,,,
L000304,106,Senate,CT,,,
L000304,107,Senate,CT,,,
L000304,108,Senate,CT,,,
L000304,109,Senate,CT,,,
L000304,110,Senate,CT,,,
L000304,111,Senate,CT,,,
L000304,112,Senate,CT,,M,Committee on Armed Services|Committee on Homeland Security and Governmental Affairs|Committee on Small Business and Entrepreneurship
S001183,112,House of Representatives,AZ,5.0,M,Committee on Financial Services
S001183,113,House of Representatives,AZ,6.0,M,"Committee on Science, Space, and Technology|Committee on Small Business"
S001183,114,House of Representatives,AZ,6.0,M,Committee on Financial Services
S001183,115,House of Representatives,AZ,6.0,M,Committee on Ways and Means
S001183,116,House of Representatives,AZ,6.0,M,Committee on Ways and Means
S001183,117,House of Representatives,AZ,6.0,M,Committee on Ways and Means|Joint Economic Committee
S001183,118,House of Representatives,AZ,1.0,M,Committee on Ways and Means|Joint Economic Committee
S001183,119,House of Representatives,AZ,1.0,M,Committee on Ways and Means|Joint Economic Committee
I000058,118,House of Representatives,MD,4.0,M,Committee on Ethics|Committee on Homeland Security|Committee on the Judiciary
I000058,119,House of Representatives,MD,4.0,M,Committee on Appropriations|Committee on Ethics
C000174,98,House of Representatives,DE,,,
C000174,99,House of Representatives,DE,,,
C000174,100,House of Representatives,DE,,,
C000174,101,House of Representatives,DE,,,
C000174,102,House of Representatives,DE,,,
C000174,107,Senate,DE,,,
C000174,108,Senate,DE,,,
C000174,109,Senate,DE,,,
C000174,110,Senate,DE,,,
C000174,111,Senate,DE,,,
C000174,112,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,113,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,114,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,115,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,116,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,117,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
C000174,118,Senate,DE,,M,Committee on Environment and Public Works|Committee on Finance|Committee on Homeland Security and Governmental Affairs
S000785,99,House of Representatives,ID,2.0,,
S000785,100,House of Representatives,ID,2.0,,
S000785,101,House of Representatives,ID,2.0,,
S000785,102,House of Representatives,ID,2.0,,
C000670,101,House of Representatives,CA,15.0,,
C000670,102,House of Representatives,CA,15.0,,
C000670,103,House of Representatives,CA,18.0,,
C000670,104,House of Representatives,CA,18.0,,
C000670,105,House of Representatives,CA,18.0,,
C000670,106,House of Representatives,CA,18.0,,
C000670,107,House of Representatives,CA,18.0,,
J000307,118,House of Representatives,MI,10.0,M,Committee on Energy and Commerce|Committee on Foreign Affairs
J000307,119,House of Representatives,MI,10.0,M,Committee on Energy and Commerce
G000268,91,House of Representatives,CA,27.0,,
G000268,92,House of Representatives,CA,27.0,,
G000268,93,House of Representatives,CA,27.0,,
G000268,94,House of Representatives,CA,20.0,,
G000268,95,House of Representatives,CA,20.0,,
G000268,96,House of Representatives,CA,20.0,,
G000268,97,House of Representatives,CA,20.0,,
R000593,112,House of Representatives,FL,12.0,M,Committee on Education and the Workforce|Committee on Oversight and Accountability|Committee on the Judiciary
R000593,113,House of Representatives,FL,15.0,M,Committee on Financial Services
R000593,114,House of Representatives,FL,15.0,M,Committee on Financial Services
R000593,115,House of Representatives,FL,15.0,,
D000603,109,House of Representatives,KY,4.0,,
D000603,110,House of Representatives,KY,4.0,,
D000603,111,House of Representatives,KY,4.0,,
D000603,112,House of Representatives,KY,4.0,,
L000598,118,House of Representatives,NY,1.0,M,Committee on Armed Services|Committee on Homeland Security|Committee on Small Business
L000598,119,House of Representatives,NY,1.0,M,Committee on Appropriations|Committee on Small Business
L000305,99,House of Representatives,IA,5.0,,
L000305,100,House of Representatives,IA,5.0,,
L000305,101,House of Representatives,IA,5.0,,
L000305,102,House of Representatives,IA,5.0,,
L000305,103,House of Representatives,IA,3.0,,
L000305,104,House of Representatives,IA,3.0,,
W000799,110,House of Representatives,MN,1.0,,
W000799,111,House of Representatives,MN,1.0,,
W000799,112,House of Representatives,MN,1.0,M,Committee on Agriculture|Committee on Transportation and Infrastructure|Committee on Veterans' Affairs
W000799,113,House of Representatives,MN,1.0,M,Committee on Agriculture|Committee on Transportation and Infrastructure|Committee on Veterans' Affairs
W000799,114,House of Representatives,MN,1.0,M,Committee on Agriculture|Committee on Armed Services|Committee on Veterans' Affairs
W000799,115,House of Representatives,MN,1.0,,
G000599,118,House of Representatives,NY,10.0,M,Committee on Homeland Security|Committee on Oversight and Accountability|Select Subcommittee on the Weaponization of the Federal Government
G000599,119,House of Representatives,NY,10.0,M,Committee on Homeland Security|Committee on the Judiciary
L000420,101,House of Representatives,IN,4.0,,
L000420,102,House of Representatives,IN,4.0,,
L000420,103,House of Representatives,IN,4.0,,
B000755,105,House of Representatives,TX,8.0,,
B000755,106,House of Representatives,TX,8.0,,
B000755,107,House of Representatives,TX,8.0,,
B000755,108,House of Representatives,TX,8.0,,
B000755,109,House of Representatives,TX,8.0,,
B000755,110,House of Representatives,TX,8.0,,
B000755,111,House of Representatives,TX,8.0,,
B000755,112,House of Representatives,TX,8.0,M,Committee on Ways and Means
B000755,113,House of Representatives,TX,8.0,M,Committee on Ways and Means|Joint Committee on Taxation|Joint Economic Committee
B000755,114,House of Representatives,TX,8.0,M,Committee on Ways and Means|Joint Committee on Taxation|Joint Economic Committee
B000755,115,House of Representatives,TX,8.0,M,Committee on Ways and Means|Joint Committee on Taxation|Joint Economic Committee
B000755,116,House of Representatives,TX,8.0,M,Committee on Ways and Means
B000755,117,House of Representatives,TX,8.0,M,Committee on Ways and Means|Joint Committee on Taxation
G000557,111,House of Representatives,AL,5.0,,
G000291,94,House of Representatives,PA,19.0,,
G000291,95,House of Representatives,PA,19.0,,
G000291,96,House of Representatives,PA,19.0,,
G000291,97,House of Representatives,PA,19.0,,
G000291,98,House of Representatives,PA,19.0,,
G000291,99,House of Representatives,PA,19.0,,
G000291,100,House of Representatives,PA,19.0,,
G000291,101,House of Representatives,PA,19.0,,
G000291,102,House of Representatives,PA,19.0,,
G000291,103,House of Representatives,PA,19.0,,
G000291,104,House of Representatives,PA,19.0,,
G000291,105,House of Representatives,PA,19.0,,
G000291,106,House of Representatives,PA,19.0,,
M001085,97,Senate,AK,,,
M001085,98,Senate,AK,,,
M001085,99,Senate,AK,,,
M001085,100,Senate,AK,,,
M001085,101,Senate,AK,,,
M001085,102,Senate,AK,,,
M001085,103,Senate,AK,,,
M001085,104,Senate,AK,,,
M001085,105,Senate,AK,,,
M001085,106,Senate,AK,,,
M001085,107,Senate,AK,,,
H000621,103,House of Representatives,AL,7.0,,
H000621,104,House of Representatives,AL,7.0,,
H000621,105,House of Representatives,AL,7.0,,
H000621,106,House of Representatives,AL,7.0,,
H000621,107,House of Representatives,AL,7.0,,
G000554,110,House of Representatives,AZ,8.0,,
G000554,111,House of Representatives,AZ,8.0,,
G000554,112,House of Representatives,AZ,8.0,,
L000599,118,House of Representatives,NY,17.0,M,Committee on Financial Services|Committee on Foreign Affairs
L000599,119,House of Representatives,NY,17.0,M,Committee on Financial Services|Committee on Foreign Affairs
L000447,93,House of Representatives,MS,5.0,,
L000447,94,House of Representatives,MS,5.0,,
L000447,95,House of Representatives,MS,5.0,,
L000447,96,House of Representatives,MS,5.0,,
L000447,97,House of Representatives,MS,5.0,,
L000447,98,House of Representatives,MS,5.0,,
L000447,99,House of Representatives,MS,5.0,,
L000447,100,House of Representatives,MS,5.0,,
L000447,101,Senate,MS,,,
L000447,102,Senate,MS,,,
L000447,103,Senate,MS,,,
L000447,104,Senate,MS,,,
L000447,105,Senate,MS,,,
L000447,106,Senate,MS,,,
L000447,107,Senate,MS,,,
L000447,108,Senate,MS,,,
L000447,109,Senate,MS,,,
L000447,110,Senate,MS,,,
L000096,103,House of Representatives,OK,1.0,,
L000096,104,House of Representatives,OK,1.0,,
L000096,105,House of Representatives,OK,1.0,,
L000096,106,House of Representatives,OK,1.0,,
L000096,107,House of Representatives,OK,1.0,,
T000184,98,House of Representatives,GA,1.0,,
T000184,99,House of Representatives,GA,1.0,,
T000184,100,House of Representatives,GA,1.0,,
T000184,101,House of Representatives,GA,1.0,,
T000184,102,House of Representatives,GA,1.0,,
R000067,96,House of Representatives,CT,5.0,,
R000067,97,House of Representatives,CT,5.0,,
R000067,98,House of Representatives,CT,5.0,,
L000479,97,House of Representatives,CA,41.0,,
L000479,98,House of Representatives,CA,41.0,,
L000479,99,House of Representatives,CA,41.0,,
L000479,100,House of Representatives,CA,41.0,,
L000479,101,House of Representatives,CA,41.0,,
L000479,102,House of Representatives,CA,41.0,,
I000026,103,House of Representatives,WA,4.0,,
I000026,106,House of Representatives,WA,1.0,,
I000026,107,House of Representatives,WA,1.0,,
I000026,108,House of Representatives,WA,1.0,,
I000026,109,House of Representatives,WA,1.0,,
I000026,110,House of Representatives,WA,1.0,,
I000026,111,House of Representatives,WA,1.0,,
I000026,112,House of Representatives,WA,1.0,,
P000149,101,House of Representatives,NJ,10.0,,
P000149,102,House of Representatives,NJ,10.0,,
P000149,103,House of Representatives,NJ,10.0,,
P000149,104,House of Representatives,NJ,10.0,,
P000149,105,House of Representatives,NJ,10.0,,
P000149,106,House of Representatives,NJ,10.0,,
P000149,107,House of Representatives,NJ,10.0,,
P000149,108,House of Representatives,NJ,10.0,,
P000149,109,House of Representatives,NJ,10.0,,
P000149,110,House of Representatives,NJ,10.0,,
P000149,111,House of Representatives,NJ,10.0,,
P000149,112,House of Representatives,NJ,10.0,,
M001226,118,House of Representatives,NJ,8.0,M,Committee on Homeland Security|Committee on Transportation and Infrastructure
M001226,119,House of Representatives,NJ,8.0,M,Committee on Energy and Commerce
A000207,93,House of Representatives,NC,4.0,,
A000207,94,House of Representatives,NC,4.0,,
A000207,95,House of Representatives,NC,4.0,,
A000207,96,House of Representatives,NC,4.0,,
A000207,97,House of Representatives,NC,4.0,,
A000207,98,House of Representatives,NC,4.0,,
O000167,109,Senate,IL,,,
O000167,110,Senate,IL,,,
U000001,87,House of Representatives,AZ,2.0,,
U000001,88,House of Representatives,AZ,2.0,,
U000001,89,House of Representatives,AZ,2.0,,
U000001,90,House of Representatives,AZ,2.0,,
U000001,91,House of Representatives,AZ,2.0,,
U000001,92,House of Representatives,AZ,2.0,,
U000001,93,House of Representatives,AZ,2.0,,
U000001,94,House of Representatives,AZ,2.0,,
U000001,95,House of Representatives,AZ,2.0,,
U000001,96,House of Representatives,AZ,2.0,,
U000001,97,House of Representatives,AZ,2.0,,
U000001,98,House of Representatives,AZ,2.0,,
U000001,99,House of Representatives,AZ,2.0,,
U000001,100,House of Representatives,AZ,2.0,,
U000001,101,House of Representatives,AZ,2.0,,
U000001,102,House of Representatives,AZ,2.0,,
N000180,107,Senate,NE,,,
N000180,108,Senate,NE,,,
N000180,109,Senate,NE,,,
N000180,110,Senate,NE,,,
N000180,111,Senate,NE,,,
N000180,112,Senate,NE,,M,"Committee on Agriculture, Nutrition, and Forestry|Committee on Appropriations|Committee on Armed Services|Committee on Rules and Administration"
W000237,97,House of Representatives,MN,6.0,,
W000237,98,House of Representatives,MN,2.0,,
W000237,99,House of Representatives,MN,2.0,,
W000237,100,House of Representatives,MN,2.0,,
W000237,101,House of Representatives,MN,2.0,,
W000237,102,House of Representatives,MN,2.0,,
A000358,107,House of Representatives,MO,2.0,,
A000358,108,House of Representatives,MO,2.0,,
A000358,109,House of Representatives,MO,2.0,,
A000358,110,House of Representatives,MO,2.0,,
A000358,111,House of Representatives,MO,2.0,,
A000358,112,House of Representatives,MO,2.0,M,"Committee on Armed Services|Committee on Science, Space, and Technology|Committee on the Budget"
W000273,104,House of Representatives,IL,11.0,,
W000273,105,House of Representatives,IL,11.0,,
W000273,106,House of Representatives,IL,11.0,,
W000273,107,House of Representatives,IL,11.0,,
W000273,108,House of Representatives,IL,11.0,,
W000273,109,House of Representatives,IL,11.0,,
W000273,110,House of Representatives,IL,11.0,,
R000613,116,House of Representatives,NY,11.0,M,Committee on Homeland Security|Committee on Veterans' Affairs
A000214,95,House of Representatives,OH,18.0,,
A000214,96,House of Representatives,OH,18.0,,
A000214,97,House of Representatives,OH,18.0,,
A000214,98,House of Representatives,OH,18.0,,
A000214,99,House of Representatives,OH,18.0,,
A000214,100,House of Representatives,OH,18.0,,
A000214,101,House of Representatives,OH,18.0,,
A000214,102,House of Representatives,OH,18.0,,
A000214,103,House of Representatives,OH,18.0,,
B000461,104,House of Representatives,CA,49.0,,
B000461,105,House of Representatives,CA,49.0,,
B000461,106,House of Representatives,CA,49.0,,
B000461,109,House of Representatives,CA,50.0,,
B000461,110,House of Representatives,CA,50.0,,
B000461,111,House of Representatives,CA,50.0,,
B000461,112,House of Representatives,CA,50.0,M,Committee on Energy and Commerce
K000403,119,House of Representatives,UT,3.0,M,"Committee on Natural Resources|Committee on Science, Space, and Technology|Committee on Transportation and Infrastructure"
F000462,113,House of Representatives,FL,22.0,F,Committee on Foreign Affairs|Committee on Transportation and Infrastructure
F000462,114,House of Representatives,FL,22.0,F,Committee on Foreign Affairs|Committee on Transportation and Infrastructure
F000462,115,House of Representatives,FL,21.0,F,Committee on Foreign Affairs|Committee on Transportation and Infrastructure
F000462,116,House of Representatives,FL,21.0,F,Committee on Appropriations
F000462,117,House of Representatives,FL,21.0,F,Committee on Appropriations|Committee on Veterans' Affairs
F000462,118,House of Representatives,FL,22.0,F,Committee on Appropriations
F000462,119,House of Representatives,FL,22.0,F,Committee on Appropriations
M000934,105,House of Representatives,KS,1.0,,
M000934,106,House of Representatives,KS,1.0,,
M000934,107,House of Representatives,KS,1.0,,
M000934,108,House of Representatives,KS,1.0,,
M000934,109,House of Representatives,KS,1.0,,
M000934,110,House of Representatives,KS,1.0,,
M000934,111,House of Representatives,KS,1.0,,
M000934,112,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Homeland Security and Governmental Affairs|Committee on Small Business and Entrepreneurship|Committee on Veterans' Affairs|Special Committee on Aging"
M000934,113,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Veterans' Affairs"
M000934,114,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Commerce, Science, and Transportation|Committee on Indian Affairs|Committee on Veterans' Affairs"
M000934,115,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Commerce, Science, and Transportation|Committee on Environment and Public Works|Committee on Indian Affairs|Committee on Veterans' Affairs"
M000934,116,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Commerce, Science, and Transportation|Committee on Indian Affairs|Committee on Veterans' Affairs"
M000934,117,Senate,KS,,M,"Committee on Appropriations|Committee on Banking, Housing, and Urban Affairs|Committee on Commerce, Science, and Transportation|Committee on Health, Education, Labor, and Pensions|Committee on Indian Affairs|Committee on Veterans' Affairs"
M000934,118,Senate,KS,,M,"Committee on Appropriations|Committee on Commerce, Science, and Transportation|Committee on Veterans' Affairs|Select Committee on Intelligence"
M000934,119,Senate,KS,,M,"Committee on Agriculture, Nutrition, and Forestry|Committee on Appropriations|Committee on Commerce, Science, and Transportation|Committee on Indian Affairs|Committee on Veterans' Affairs|Select Committee on Intelligence"
L000521,104,House of Representatives,MN,6.0,,
L000521,105,House of Representatives,MN,6.0,,
L000521,106,House of Representatives,MN,6.0,,
L000521,107,House of Representatives,MN,6.0,,
C001082,112,House of Representatives,TX,23.0,M,Committee on Financial Services
G000021,100,House of Representatives,CA,21.0,,
G000021,101,House of Representatives,CA,21.0,,
G000021,102,House of Representatives,CA,21.0,,
G000021,103,House of Representatives,CA,23.0,,
G000021,104,House of Representatives,CA,23.0,,
G000021,105,House of Representatives,CA,23.0,,
G000021,106,House of Representatives,CA,23.0,,
G000021,107,House of Representatives,CA,23.0,,
G000021,108,House of Representatives,CA,24.0,,
G000021,109,House of Representatives,CA,24.0,,
G000021,110,House of Representatives,CA,24.0,,
G000021,111,House of Representatives,CA,24.0,,
G000021,112,House of Representatives,CA,24.0,M,Committee on Foreign Affairs|Committee on the Judiciary
G000605,119,House of Representatives,CA,13.0,M,Committee on Agriculture|Committee on Natural Resources
C000666,89,House of Representatives,NY,37.0,,
C000666,90,House of Representatives,NY,37.0,,
C000666,91,House of Representatives,NY,37.0,,
C000666,92,House of Representatives,NY,37.0,,
C000666,93,House of Representatives,NY,35.0,,
C000666,94,House of Representatives,NY,35.0,,
C000666,95,House of Representatives,NY,35.0,,
C000666,96,House of Representatives,NY,35.0,,
C000666,97,House of Representatives,NY,35.0,,
C000666,98,House of Representatives,NY,30.0,,
M001222,118,House of Representatives,OH,7.0,M,"Committee on Agriculture|Committee on Science, Space, and Technology"
M001222,119,House of Representatives,OH,7.0,M,"Committee on Science, Space, and Technology|Committee on Ways and Means"
K000359,107,House of Representatives,IN,7.0,,
G000544,106,House of Representatives,TX,20.0,,
G000544,107,House of Representatives,TX,20.0,,
G000544,108,House of Representatives,TX,20.0,,
G000544,109,House of Representatives,TX,20.0,,
G000544,110,House of Representatives,TX,20.0,,
G000544,111,House of Representatives,TX,20.0,,
G000544,112,House of Representatives,TX,20.0,M,Committee on Energy and Commerce|Committee on House Administration
K000404,119,House of Representatives,MP,,F,Committee on Small Business|Committee on Transportation and Infrastructure|Committee on Veterans' Affairs
C000773,95,House of Representatives,IL,15.0,,
C000773,96,House of Representatives,IL,15.0,,
C000773,97,House of Representatives,IL,15.0,,
C000773,98,House of Representatives,IL,14.0,,
B001226,103,House of Representatives,WI,1.0,,
H001054,112,House of Representatives,NY,19.0,F,Committee on Financial Services
H000528,100,House of Representatives,CA,2.0,,
H000528,101,House of Representatives,CA,2.0,,
H000528,102,House of Representatives,CA,2.0,,
H000528,103,House of Representatives,CA,2.0,,
H000528,104,House of Representatives,CA,2.0,,
H000528,105,House of Representatives,CA,2.0,,
H000528,106,House of Representatives,CA,2.0,,
H000528,107,House of Representatives,CA,2.0,,
H000528,108,House of Representatives,CA,2.0,,
H000528,109,House of Representatives,CA,2.0,,
H000528,110,House of Representatives,CA,2.0,,
H000528,111,House of Representatives,CA,2.0,,
H000528,112,House of Representatives,CA,2.0,M,Committee on Ways and Means
C001068,110,House of Representatives,TN,9.0,,
C001068,111,House of Representatives,TN,9.0,,
C001068,112,House of Representatives,TN,9.0,M,Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,113,House of Representatives,TN,9.0,M,Commission on Security and Cooperation in Europe|Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,114,House of Representatives,TN,9.0,M,Commission on Security and Cooperation in Europe|Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,115,House of Representatives,TN,9.0,M,Commission on Security and Cooperation in Europe|Committee on Ethics|Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,116,House of Representatives,TN,9.0,M,"Committee on Science, Space, and Technology|Committee on Transportation and Infrastructure|Committee on the Judiciary"
C001068,117,House of Representatives,TN,9.0,M,Committee on Natural Resources|Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,118,House of Representatives,TN,9.0,M,Committee on Transportation and Infrastructure|Committee on the Judiciary
C001068,119,House of Representatives,TN,9.0,M,Committee on the Judiciary|Permanent Select Committee on Intelligence
G000594,117,House of Representatives,TX,23.0,M,Committee on Appropriations
G000594,118,House of Representatives,TX,23.0,M,Committee on Appropriations|Committee on Homeland Security
