"GEO_ID","NAME","B01001_001E","B01001_001M","B01001_002E","B01001_002M","B01001_003E","B01001_003M","B01001_004E","B01001_004M","B01001_005E","B01001_005M","B01001_006E","B01001_006M","B01001_007E","B01001_007M","B01001_008E","B01001_008M","B01001_009E","B01001_009M","B01001_010E","B01001_010M","B01001_011E","B01001_011M","B01001_012E","B01001_012M","B01001_013E","B01001_013M","B01001_014E","B01001_014M","B01001_015E","B01001_015M","B01001_016E","B01001_016M","B01001_017E","B01001_017M","B01001_018E","B01001_018M","B01001_019E","B01001_019M","B01001_020E","B01001_020M","B01001_021E","B01001_021M","B01001_022E","B01001_022M","B01001_023E","B01001_023M","B01001_024E","B01001_024M","B01001_025E","B01001_025M","B01001_026E","B01001_026M","B01001_027E","B01001_027M","B01001_028E","B01001_028M","B01001_029E","B01001_029M","B01001_030E","B01001_030M","B01001_031E","B01001_031M","B01001_032E","B01001_032M","B01001_033E","B01001_033M","B01001_034E","B01001_034M","B01001_035E","B01001_035M","B01001_036E","B01001_036M","B01001_037E","B01001_037M","B01001_038E","B01001_038M","B01001_039E","B01001_039M","B01001_040E","B01001_040M","B01001_041E","B01001_041M","B01001_042E","B01001_042M","B01001_043E","B01001_043M","B01001_044E","B01001_044M","B01001_045E","B01001_045M","B01001_046E","B01001_046M","B01001_047E","B01001_047M","B01001_048E","B01001_048M","B01001_049E","B01001_049M",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","733197","13189","362703","8104","18525","1920","19522","2159","20906","2189","11972","1411","9159","1603","6448","2410","5796","1685","18014","2523","26200","2211","23048","1673","25399","2052","18028","2166","19926","1559","20183","1517","23394","1986","7207","1213","13563","1539","11022","1648","13573","1600","18212","1451","14525","1352","11225","1474","6856","1194","370494","7742","17660","1424","21759","2687","16160","1909","12106","1541","5756","1565","5250","1689","7342","2396","16174","2050","26094","1631","21841","1486","21210","2430","20226","2298","20166","1604","21163","1206","22063","2242","11523","1648","16013","1665","9861","1481","13181","1618","23319","1862","17873","1604","11725","1270","12029","1080",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","801531","19365","402357","12554","31234","2797","27889","2944","31929","3444","17925","2112","14024","1983","7325","1685","7440","1917","20768","2594","35475","3442","30568","2981","25402","2669","20772","2096","24507","2637","23312","2549","20006","2481","7017","1336","12597","2069","6538","1437","8229","1253","11736","1412","8527","1421","5107","1149","4030","920","399174","10050","29183","2623","30361","3455","29430","3478","18345","1954","17329","2063","9193","2049","5392","1435","16535","2697","28354","2647","25609","2565","26404","2455","23334","2920","22351","2032","21386","2104","22287","2139","9262","1738","11204","1445","8110","1214","10919","1418","13591","1593","8848","1409","6554","1139","5193","1161",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","825763","14933","415884","8843","18847","1753","21039","2542","23792","3237","13110","1764","9731","2408","4743","1330","4423","1150","13256","2186","23912","2974","23197","2311","23073","2557","23365","2670","20808","2139","21593","1674","25930","2190","15255","2098","18159","2266","14143","2137","19569","1871","29967","2223","23715","2290","14919","2390","9338","1643","409879","8136","17983","1727","21054","3151","25105","3248","12730","1465","9053","1497","3130","1327","2464","731","11092","2087","19270","2116","18698","2101","21418","2619","20383","2089","20047","2239","21824","2140","28430","2689","14631","2050","22625","2298","14150","1738","23534","2053","30657","2232","26835","2205","14288","2070","10478","1625",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","849917","12828","417522","8751","25141","2594","29161","2553","35049","3264","20490","1971","10919","1749","4720","1327","5487","1432","15768","2710","23377","2824","22523","2458","26786","2634","28576","2593","31004","2648","25136","2102","23987","2388","11357","1714","14063","1763","5906","1135","9984","1358","18462","1995","14335","1706","8578","1290","6713","1220","432395","7851","26004","2286","28993","2751","30756","2482","20063","1997","9263","1516","3092","1048","4801","1057","13363","1797","22637","2797","25761","2617","28113","3001","32404","3024","28689","2918","26029","2393","26925","2332","8860","1294","13773","1566","9481","1466","15214","1454","20410","1797","16363","1936","11189","1490","10212","1350",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","814971","18151","402572","10274","21725","2958","22196","2735","23416","2548","14512","1998","7627","1587","4201","1442","2955","1065","16509","3061","25577","3490","29365","4069","26491","3347","22217","2723","23761","2580","29848","2679","29971","3064","11986","1937","16909","2173","9444","1770","12993","1555","23063","1974","12934","1896","9320","1511","5552","1121","412399","11621","17778","2502","22854","3118","20960","3290","11471","1647","8483","1727","4134","1540","3290","1069","13788","2704","26176","3351","30431","3123","22058","2440","22723","2930","27034","2540","27562","2593","33086","2863","13182","1983","18329","2522","11230","1807","15645","2147","23906","2321","18004","2289","12345","1871","7930","1525",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","853856","21938","422907","13555","33511","3978","32852","3367","38351","3694","16947","2192","16868","1976","6885","1515","6652","1724","20435","2649","34543","3461","32898","3327","30006","3588","32814","3350","25839","2391","21843","2434","24019","2864","7893","1854","7151","1304","4705","1148","8694","1774","8682","1491","5217","1450","3615","933","2487","773","430949","12595","35359","3429","35044","3509","33455","3656","19894","2338","15347","1946","5531","1721","5648","1256","20618","2729","38899","3206","28470","3166","29566","2596","31812","3661","26870","2669","23096","2503","24614","2363","7683","1564","9847","1959","3703","1002","7481","1193","12040","1935","5996","1303","6039","1347","3937","1075",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","798544","12591","383897","9336","21997","2649","23131","2697","26418","3043","16981","2085","8735","1651","4906","1424","3103","1069","11571","1798","22077","3058","23586","2812","22186","2457","24799","2474","23381","2528","23327","3053","23327","2645","9050","1373","14127","1706","9973","1585","12946","1687","21861","1995","17851","2078","10583","1480","7981","1314","414647","7495","19370","2392","20829","2585","27403","3353","16050","2520","9227","1554","3702","919","3423","936","12364","1893","25181","2566","24937","2961","24126","2214","24577","2455","27488","2357","24021","2018","26603","2486","11592","2034","16449","1542","11907","1707","17613","1573","25238","2548","16736","2010","13056","1860","12755","1925",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","818850","17431","414187","11140","23888","2832","21466","2970","23968","2719","15126","2099","12416","1904","6770","1576","7710","1798","22467","2840","52068","4074","39814","3987","29749","3763","27829","3177","23396","2558","21777","2661","19986","2234","8265","1594","12467","1753","7622","1423","8902","1396","11319","1677","7166","1088","5799","1266","4217","1031","404663","11923","23997","3082","20485","2980","24290","3072","12086","1890","11407","1653","8835","1945","9557","2376","20756","2464","41827","3604","33540","3249","29006","3333","23406","2941","24013","2299","25109","2227","22072","2499","8545","1367","11010","1676","6978","1233","10013","1780","14163","1826","9311","1459","6033","1452","8224","1625",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","719048","3717","355908","3681","22526","1606","20780","1688","25385","1739","14662","1366","9558","1740","4654","1192","2685","866","15743","1757","24185","2025","20884","1422","22198","2216","24288","2259","21794","1464","21356","1271","25374","1646","8736","1272","12753","1540","9368","1236","10019","1061","15723","1205","10482","1025","7482","920","5273","995","363140","3319","21142","1650","21594","1999","23220","2043","13915","1188","7985","1425","3389","888","4361","1187","11455","1462","22375","1379","22536","1491","23257","2122","20566","1800","21637","1422","22637","1508","22327","1655","10546","1651","16203","1536","9551","1142","11994","1274","18103","1288","14482","1261","9719","1388","10146","1270",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","767662","2108","369928","1837","24098","742","24746","2240","26508","2294","14683","845","9721","1135","4615","1200","4362","1305","17264","1698","26601","1362","23906","855","25468","2264","22086","2090","23058","1231","21614","1017","23792","1552","8198","1679","13419","1723","8210","1392","10709","1433","15399","1506","11519","1362","5081","962","4871","1032","397734","2340","23165","1103","23890","2103","23905","2021","14525","1054","11339","1606","5824","1599","4243","1245","17928","2073","27007","994","25538","924","26607","2337","23931","2441","24208","1117","22575","697","24573","1844","11082","1689","14931","1859","10443","1590","13158","1453","17931","1644","12014","1191","8094","1272","10823","1448",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","829149","3780","407497","3257","26414","1103","28927","2489","29397","2541","17883","1424","13177","1609","7803","2281","7173","1712","15993","2182","28897","1224","27303","1677","25965","2422","26789","2408","25226","1802","24428","1541","25400","1742","10003","1456","11202","1674","7885","1295","11350","1482","14125","1587","11222","1394","6977","1282","3958","927","421652","3882","26912","1693","27159","2419","28469","2764","18196","2136","12147","962","6525","1748","6117","1372","16320","2107","29688","1419","29012","1625","28213","2425","26543","2201","24280","1167","22944","1234","25731","2247","11014","1620","12897","1333","8498","1136","12000","1574","19103","1779","11533","1366","8896","1431","9455","1248",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","701945","4274","341372","4027","18058","2027","23507","2239","23100","2482","14691","2006","10616","1863","3787","1029","4999","1184","11673","1806","21029","1803","18806","1687","19451","2383","20535","2209","20825","1715","20949","1435","21191","1805","10763","1325","15040","1561","8834","1441","10942","1361","17619","1558","14594","1179","5294","887","5069","950","360573","4325","21012","1901","21686","2454","22392","2233","12465","1403","9883","1534","5735","1275","4555","1321","10707","1673","20491","1976","18344","1705","19423","2394","21864","2235","22363","1409","22490","1295","24089","1938","11464","1332","15321","1631","9681","1509","11743","1438","21034","1714","13873","1310","10981","1471","8977","1422",
"5001600US0601","Congressional District 1 (116th Congress), California","711905","5872","357401","4548","19732","1640","19999","2233","21810","2476","12016","1137","10421","1785","5570","1776","4774","1513","13765","1866","23616","1474","24870","1887","23960","2274","19991","2062","19112","1122","19040","1307","22379","1837","9548","1640","15947","1983","10857","1908","13878","1771","19281","1644","13094","1359","7446","1283","6295","942","354504","3802","18775","1383","19994","1984","20375","1476","11817","902","9570","1898","4241","1120","4326","1194","12086","1539","21156","1657","21221","1674","20772","2287","18491","1935","17974","1209","20441","1161","23115","2092","11569","1550","17705","1885","10478","1477","15028","1705","21246","1696","14865","1753","9708","1396","9551","1167",
"5001600US0602","Congressional District 2 (116th Congress), California","708434","5699","349875","4208","15126","1512","16464","1886","23813","2243","13191","1166","10622","1657","3789","1305","2319","754","12570","1628","19758","1754","21131","1714","22609","1855","20468","2044","23268","1668","23019","1689","24105","2196","10505","1531","15236","1783","8967","1470","12688","1811","23158","1897","13947","1258","7373","1358","5749","938","358559","3600","16789","1573","18427","2241","20164","2096","12127","1273","9079","1312","4180","1418","5071","1182","9927","1926","18631","1399","16631","1582","21170","2132","20851","2195","22730","1468","22396","1616","24034","2050","11978","1727","18427","2041","10997","1487","14528","1809","25552","1717","13451","1479","10248","1627","11171","1410",
"5001600US0603","Congressional District 3 (116th Congress), California","755811","6489","377848","4943","24440","1626","23297","2299","24240","2806","15235","1422","13189","2188","4548","1107","6520","1433","22735","2541","30550","1942","24094","1931","27232","2532","23337","2267","20609","1618","23443","1711","22086","2172","8485","1296","12821","1703","8672","1189","8472","1179","14541","1426","8366","1170","5906","912","5030","1004","377963","4859","25263","1931","24396","2289","23018","2220","13067","1524","13697","1466","7969","2125","5927","1378","16229","2316","29322","2188","24538","1930","22855","2279","20782","2075","21464","1629","22246","1644","22244","2253","10200","1441","13643","1475","9261","1469","9824","1298","15756","1893","11478","1209","6367","1135","8417","1417",
"5001600US0604","Congressional District 4 (116th Congress), California","757806","7248","376992","4901","20249","1426","22674","2252","23116","2209","14376","1180","6640","900","5484","1294","4809","1519","10253","1362","19025","1547","20924","1931","23444","2184","25108","2052","23832","1505","24536","1774","25839","2445","10989","1805","17278","1939","10597","1351","14710","2004","23047","2135","13518","1649","9294","1548","7250","1258","380814","4248","17327","1498","18639","1981","25291","1804","13825","1017","6867","1174","2448","904","2516","689","10934","1281","16628","1455","21541","1407","24964","2576","22447","2165","22684","1249","24052","1297","30881","2379","12217","1702","18057","1808","11637","1563","15883","1685","23813","1813","15921","1737","10719","1169","11523","1615",
"5001600US0605","Congressional District 5 (116th Congress), California","726072","9013","352954","6344","19462","2105","20562","2646","22079","2771","12254","1594","8175","1275","5262","1403","4974","1129","12340","2101","24242","2256","24598","2341","24609","2340","21064","2307","21057","1973","24232","2088","25965","2260","9505","1368","13366","2037","9157","1325","11562","1456","16254","1657","11274","1275","5183","967","5778","1027","373118","6163","17543","2166","18796","2339","22493","2532","12594","1386","8707","1420","3768","1230","5267","1650","12406","1884","19820","1806","25032","2104","23945","2160","23424","2467","24121","1839","23653","1725","26763","2135","10102","1531","16955","2200","9411","1390","14944","1433","22332","1960","13677","1797","7249","1063","10116","1663",
"5001600US0606","Congressional District 6 (116th Congress), California","781943","12209","383033","6706","29448","2731","30388","2792","29532","2812","13026","1695","10264","1332","4550","1177","5670","1813","15745","2172","32047","2845","34086","2623","28813","2787","22648","2549","21115","1571","20493","2053","19835","2450","7925","1360","11173","1793","7475","1313","9373","1508","12068","1624","8100","1280","4933","1293","4326","1004","398910","8362","27367","2560","27249","3281","22424","2446","15072","2076","8951","1465","5842","1812","3718","1147","17986","2286","35294","2251","34997","2239","32205","2841","25959","2596","21451","1881","20075","1711","24103","2068","9508","1662","11717","1829","7614","1345","10668","1566","13275","1603","7816","1318","7239","1291","8380","1196",
"5001600US0607","Congressional District 7 (116th Congress), California","756668","12026","367249","6936","20285","2458","22192","2083","23528","2726","16789","1671","8402","1183","3485","1058","4461","1065","12834","1673","28430","2896","27397","2573","27633","2961","24365","2452","25031","1450","23132","1963","26626","2468","10223","1647","13503","1486","8025","1183","10561","1334","11787","1325","8370","1233","5566","1187","4624","789","389419","7940","20186","2194","23367","2542","26024","2460","15099","1634","8334","1263","4369","1405","3123","1067","12254","1910","25648","2125","25647","2055","26972","2674","21865","2027","26719","1649","25871","1769","26139","2179","9971","1401","16521","2051","9958","1573","13156","1391","18429","1758","11907","1484","8928","1385","8932","1329",
"5001600US0608","Congressional District 8 (116th Congress), California","723311","10305","363499","7039","29372","3061","28571","3671","28873","3112","17562","2144","9661","1480","7234","1863","6138","1818","14801","2275","27274","2760","25689","2755","20762","2796","21712","2304","20297","2298","18653","2403","21821","2325","9202","1754","11731","1882","6643","1480","10239","1719","11771","1745","7573","1526","4102","1000","3818","1040","359812","6851","27498","2788","27763","3466","28760","3723","14907","2259","9455","1720","5263","1720","4315","1335","15064","2063","25177","2571","23019","2877","23153","2392","19996","2570","18411","1944","18829","2536","23564","2322","10380","1502","13124","1890","8243","1525","8787","1485","12870","1834","9021","1367","6224","1260","5989","1523",
"5001600US0609","Congressional District 9 (116th Congress), California","784956","7932","390823","5879","25754","1971","25955","2683","34361","3146","20133","1668","13171","1692","6480","1472","4262","1234","14706","2209","28718","2628","26581","2135","23766","2279","25706","2799","22955","1644","23756","2069","24743","2512","9123","1655","11215","1721","6629","1161","9639","1610","14200","1614","8892","1507","4631","1058","5447","1365","394133","6284","23167","1666","27948","2771","32313","3379","17094","1640","9816","1328","5328","1539","6207","1443","13223","2120","26252","2260","25494","1965","23808","2437","27102","2412","23389","1773","23706","1788","25476","2373","8691","1338","13549","1769","7364","1403","10646","1518","17465","2007","10663","1502","6908","1270","8524","1427",
"5001600US0610","Congressional District 10 (116th Congress), California","764859","4818","376067","4546","26120","1719","25639","2959","32780","3050","16779","1140","11283","1358","7231","1755","5260","1425","15741","2062","28120","1925","25466","1391","22622","2609","28286","2329","21898","1151","22663","1281","22464","2020","9785","1743","10287","1612","6083","1329","7824","1408","12483","1371","8849","1488","3918","953","4486","1074","388792","4287","25744","1428","27529","2396","28858","2883","17792","1120","11125","1121","5672","1406","4539","1279","13496","1791","28864","1665","26372","1287","25669","2280","23696","2285","24096","1434","23036","1504","24113","2672","9694","1472","13181","1795","5862","1231","11114","1474","13945","1824","8971","1105","8631","1438","6793","1219",
"5001600US0611","Congressional District 11 (116th Congress), California","765504","7745","373815","5051","22920","1871","24908","2485","21706","2291","15585","1361","8349","970","3756","1019","4173","1234","13731","1808","25073","2071","25005","1877","28168","2581","23260","2474","25033","1512","24963","1575","26380","2498","11248","1796","13418","1849","6950","1175","10638","1499","16447","1703","9862","1352","6162","1000","6080","1009","391689","5804","22739","1598","22916","2851","23355","2587","14772","1213","8471","1141","3819","1271","3882","1232","14964","1634","25465","1824","24513","1815","27101","2380","24488","2177","26438","1719","25341","1702","27323","1946","12273","1878","12914","1802","8333","1359","11803","1441","18908","1406","12307","1429","10001","1542","9563","1460",
