"GEO_ID","NAME","B05012_001E","B05012_001M","B05012_002E","B05012_002M","B05012_003E","B05012_003M",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Native","Margin of Error!!Total:!!Native","Estimate!!Total:!!Foreign-Born","Margin of Error!!Total:!!Foreign-Born",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","722794","567","701119","1510","21675","1253",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","689681","2726","669715","3147","19966","1365",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","731482","2128","707519","2271","23963","1140",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","702255","2470","676635","2608","25620","1278",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","751690","203","718454","1538","33236","1510",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","731505","3564","701097","3659","30408","1675",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","668268","4886","649707","4528","18561","1463",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","735951","*****","678026","1950","57925","1950",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","758861","3736","711464","3834","47397","2325",
"5001600US0402","Congressional District 2 (116th Congress), Arizona","729613","4064","653028","4462","76585","2676",
"5001600US0403","Congressional District 3 (116th Congress), Arizona","780580","6280","622299","6038","158281","3431",
"5001600US0404","Congressional District 4 (116th Congress), Arizona","796390","5159","734864","4874","61526","2869",
"5001600US0405","Congressional District 5 (116th Congress), Arizona","860467","4661","773721","4960","86746","3424",
"5001600US0406","Congressional District 6 (116th Congress), Arizona","769040","7903","663071","7250","105969","3778",
"5001600US0407","Congressional District 7 (116th Congress), Arizona","792891","8365","594512","7182","198379","5304",
"5001600US0408","Congressional District 8 (116th Congress), Arizona","821009","5254","741503","6300","79506","3357",
"5001600US0409","Congressional District 9 (116th Congress), Arizona","770352","5961","662622","6283","107730","3884",
"5001600US0501","Congressional District 1 (116th Congress), Arkansas","717868","631","703517","1424","14351","1099",
"5001600US0502","Congressional District 2 (116th Congress), Arkansas","767099","*****","735172","1409","31927","1409",
"5001600US0503","Congressional District 3 (116th Congress), Arkansas","831156","1818","751419","2543","79737","2294",
"5001600US0504","Congressional District 4 (116th Congress), Arkansas","690186","1887","668042","2080","22144","864",
"5001600US0601","Congressional District 1 (116th Congress), California","708366","1724","662331","2312","46035","1759",
"5001600US0602","Congressional District 2 (116th Congress), California","722327","2203","626164","2810","96163","2450",
"5001600US0603","Congressional District 3 (116th Congress), California","757414","2360","619431","3739","137983","3163",
"5001600US0604","Congressional District 4 (116th Congress), California","760658","2633","687513","3506","73145","2425",
"5001600US0605","Congressional District 5 (116th Congress), California","728345","3063","578234","3963","150111","3414",
"5001600US0606","Congressional District 6 (116th Congress), California","781387","4498","603284","5266","178103","4454",
"5001600US0607","Congressional District 7 (116th Congress), California","778765","4109","624517","4174","154248","3591",
"5001600US0608","Congressional District 8 (116th Congress), California","749184","4114","644372","5147","104812","3854",
"5001600US0609","Congressional District 9 (116th Congress), California","796370","3063","619828","4785","176542","3724",
"5001600US0610","Congressional District 10 (116th Congress), California","764549","1684","609876","3570","154673","3122",
"5001600US0611","Congressional District 11 (116th Congress), California","767298","3334","568160","4070","199138","3210",
"5001600US0612","Congressional District 12 (116th Congress), California","757251","3557","508067","3984","249184","3835",
"5001600US0613","Congressional District 13 (116th Congress), California","772203","593","566314","3924","205889","3825",
"5001600US0614","Congressional District 14 (116th Congress), California","747495","4573","464600","4715","282895","4297",
"5001600US0615","Congressional District 15 (116th Congress), California","796865","2467","512168","3837","284697","4119",
"5001600US0616","Congressional District 16 (116th Congress), California","747131","4723","574518","5467","172613","3568",
"5001600US0617","Congressional District 17 (116th Congress), California","780242","4732","392470","4507","387772","4559",
"5001600US0618","Congressional District 18 (116th Congress), California","744528","4858","510297","5553","234231","4644",
"5001600US0619","Congressional District 19 (116th Congress), California","754007","5558","481631","5066","272376","4648",
"5001600US0620","Congressional District 20 (116th Congress), California","744111","2094","554699","4206","189412","3785",
"5001600US0621","Congressional District 21 (116th Congress), California","710344","4663","512313","4469","198031","4031",
