"member_id","gender","congress","thomas_id_list","thomas_num_list","official_name_list"
"F000461","M","113","[HSBU,HSII,HSVR]","[00]","[""Committee on Natural Resources"",""Committee on Veterans' Affairs"",""Committee on the Budget""]"
"F000461","M","114","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"F000461","M","115","[HSIF,HSVR]","[00]","[""Committee on Energy and Commerce"",""Committee on Veterans' Affairs""]"
"F000461","M","116","[HSBU,HSIF]","[00]","[""Committee on Energy and Commerce"",""Committee on the Budget""]"
"F000462","F","113","[HSFA,HSPW]","[00]","[""Committee on Foreign Affairs"",""Committee on Transportation and Infrastructure""]"
"F000462","F","114","[HSFA,HSPW]","[00]","[""Committee on Foreign Affairs"",""Committee on Transportation and Infrastructure""]"
"F000462","F","115","[HSFA,HSPW]","[00]","[""Committee on Foreign Affairs"",""Committee on Transportation and Infrastructure""]"
"F000462","F","116","[HSAP]","[00]","[""Committee on Appropriations""]"
"F000462","F","117","[HSAP,HSVR]","[00]","[""Committee on Appropriations"",""Committee on Veterans' Affairs""]"
"F000462","F","118","[HSAP]","[00]","[""Committee on Appropriations""]"
"F000462","F","119","[HSAP]","[00]","[""Committee on Appropriations""]"
"F000463","F","113","[SLIA,SSAS,SSCM,SSEV,SSSB]","[00]","[""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Environment and Public Works"",""Committee on Indian Affairs"",""Committee on Small Business and Entrepreneurship""]"
"F000463","F","114","[SSAS,SSCM,SSEV,SSSB]","[00]","[""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Environment and Public Works"",""Committee on Small Business and Entrepreneurship""]"
"F000463","F","115","[SPAG,SSAF,SSAS,SSCM,SSEV,SSRA]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Environment and Public Works"",""Committee on Rules and Administration"",""Special Committee on Aging""]"
"F000463","F","116","[SSAF,SSAS,SSCM,SSRA]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Rules and Administration""]"
"F000463","F","117","[SLET,SSAF,SSAS,SSCM,SSRA]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Rules and Administration"",""Select Committee on Ethics""]"
"F000463","F","118","[JSLC,JSPR,SLET,SSAF,SSAP,SSAS,SSCM,SSRA]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Appropriations"",""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Rules and Administration"",""Joint Committee on Printing"",""Joint Committee on the Library"",""Select Committee on Ethics""]"
"F000463","F","119","[JSLC,JSPR,SLET,SSAF,SSAP,SSAS,SSCM,SSRA]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Appropriations"",""Committee on Armed Services"",""Committee on Commerce, Science, and Transportation"",""Committee on Rules and Administration"",""Joint Committee on Printing"",""Joint Committee on the Library"",""Select Committee on Ethics""]"
"F000465","M","115","[HSBU,HSED,HSPW]","[00]","[""Committee on Education and the Workforce"",""Committee on Transportation and Infrastructure"",""Committee on the Budget""]"
"F000465","M","116","[HSWM]","[00]","[""Committee on Ways and Means""]"
"F000465","M","117","[HSWM]","[00]","[""Committee on Ways and Means""]"
"F000465","M","118","[HSBU,HSWM,JSEC]","[00]","[""Committee on Ways and Means"",""Committee on the Budget"",""Joint Economic Committee""]"
"F000466","M","115","[HSFA,HSHM,HSSM]","[00]","[""Committee on Foreign Affairs"",""Committee on Homeland Security"",""Committee on Small Business""]"
"F000466","M","116","[HSFA,HSPW]","[00]","[""Committee on Foreign Affairs"",""Committee on Transportation and Infrastructure""]"
"F000466","M","117","[HLIG,HSFA,HSPW]","[00]","[""Committee on Foreign Affairs"",""Committee on Transportation and Infrastructure"",""Permanent Select Committee on Intelligence""]"
"F000466","M","118","[HLIG,HSWM]","[00]","[""Committee on Ways and Means"",""Permanent Select Committee on Intelligence""]"
"F000466","M","119","[HLIG,HSWM]","[00]","[""Committee on Ways and Means"",""Permanent Select Committee on Intelligence""]"
"F000467","F","116","[HSPW,HSSM]","[00]","[""Committee on Small Business"",""Committee on Transportation and Infrastructure""]"
"F000468","F","116","[HSPW,HSSY]","[00]","[""Committee on Science, Space, and Technology"",""Committee on Transportation and Infrastructure""]"
"F000468","F","117","[HSIF,HSSY]","[00]","[""Committee on Energy and Commerce"",""Committee on Science, Space, and Technology""]"
"F000468","F","118","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"F000468","F","119","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"F000469","M","116","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"F000469","M","117","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"F000469","M","118","[HSIF,HSII]","[00]","[""Committee on Energy and Commerce"",""Committee on Natural Resources""]"
"F000469","M","119","[HSIF,HSII]","[00]","[""Committee on Energy and Commerce"",""Committee on Natural Resources""]"
"F000470","F","117","[HSAG,HSJU,HSRU]","[00]","[""Committee on Agriculture"",""Committee on Rules"",""Committee on the Judiciary""]"
"F000470","F","118","[HSBU,HSRU,HSSO,HSWM]","[00]","[""Committee on Ethics"",""Committee on Rules"",""Committee on Ways and Means"",""Committee on the Budget""]"
"F000470","F","119","[HSRU,HSWM]","[00]","[""Committee on Rules"",""Committee on Ways and Means""]"
"F000471","M","117","[HSED,HSJU,HSSM]","[00]","[""Committee on Education and the Workforce"",""Committee on Small Business"",""Committee on the Judiciary""]"
"F000471","M","118","[HSBA,HSJU]","[00]","[""Committee on Financial Services"",""Committee on the Judiciary""]"
"F000471","M","119","[HSBA,HSJU]","[00]","[""Committee on Financial Services"",""Committee on the Judiciary""]"
"F000472","M","117","[HSAS,HSGO]","[00]","[""Committee on Armed Services"",""Committee on Oversight and Accountability""]"
"F000472","M","118","[HSAP,HSSY,HSVR]","[00]","[""Committee on Appropriations"",""Committee on Science, Space, and Technology"",""Committee on Veterans' Affairs""]"
"F000472","M","119","[HSAP,HSSY]","[00]","[""Committee on Appropriations"",""Committee on Science, Space, and Technology""]"
"F000474","M","118","[HSBA]","[00]","[""Committee on Financial Services""]"
"F000474","M","119","[HSBA]","[00]","[""Committee on Financial Services""]"
"F000475","M","118","[HSAG,HSAS]","[00]","[""Committee on Agriculture"",""Committee on Armed Services""]"
"F000475","M","119","[HSAG,HSAS,HSSM]","[00]","[""Committee on Agriculture"",""Committee on Armed Services"",""Committee on Small Business""]"
"F000476","M","118","[HSGO,HSSY]","[00]","[""Committee on Oversight and Accountability"",""Committee on Science, Space, and Technology""]"
"F000476","M","119","[HSGO,HSSY]","[00]","[""Committee on Oversight and Accountability"",""Committee on Science, Space, and Technology""]"
"F000477","F","118","[HSPW,HSSY]","[00]","[""Committee on Science, Space, and Technology"",""Committee on Transportation and Infrastructure""]"
"F000477","F","119","[HSPW,HSSY]","[00]","[""Committee on Science, Space, and Technology"",""Committee on Transportation and Infrastructure""]"
"F000478","M","118","[HSFD,HSGO,HSJU]","[00]","[""Committee on Oversight and Accountability"",""Committee on the Judiciary"",""Select Subcommittee on the Weaponization of the Federal Government""]"
"F000478","M","119","[HSIF,HSJU]","[00]","[""Committee on Energy and Commerce"",""Committee on the Judiciary""]"
"F000479","M","118","[JSEC,SPAG,SSAF,SSBK,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Banking, Housing, and Urban Affairs"",""Committee on Environment and Public Works"",""Joint Economic Committee"",""Special Committee on Aging""]"
"F000479","M","119","[JCSE,SSAF,SSCM,SSGA]","[00]","[""Commission on Security and Cooperation in Europe"",""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Commerce, Science, and Transportation"",""Committee on Homeland Security and Governmental Affairs""]"
"F000480","M","119","[HSPW,HSSY]","[00]","[""Committee on Science, Space, and Technology"",""Committee on Transportation and Infrastructure""]"
"F000481","M","119","[HSAG,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Transportation and Infrastructure""]"
"F000482","F","119","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"F000483","F","119","[HSPW,HSSY]","[00]","[""Committee on Science, Space, and Technology"",""Committee on Transportation and Infrastructure""]"
"F000484","M","119","[HSED,HSFA]","[00]","[""Committee on Education and the Workforce"",""Committee on Foreign Affairs""]"
"G000021","M","112","[HSFA,HSJU]","[00]","[""Committee on Foreign Affairs"",""Committee on the Judiciary""]"
"G000061","M","117","[HSAP,HSSY]","[00]","[""Committee on Appropriations"",""Committee on Science, Space, and Technology""]"
"G000061","M","118","[HLIG,HSAP,HSSY]","[00]","[""Committee on Appropriations"",""Committee on Science, Space, and Technology"",""Permanent Select Committee on Intelligence""]"
"G000289","M","112","[HSAG,HSED,HSJU]","[00]","[""Committee on Agriculture"",""Committee on Education and the Workforce"",""Committee on the Judiciary""]"
"G000289","M","113","[HSAG,HSJU]","[00]","[""Committee on Agriculture"",""Committee on the Judiciary""]"
"G000289","M","114","[HSAG,HSJU]","[00]","[""Committee on Agriculture"",""Committee on the Judiciary""]"
"G000359","M","112","[SPAG,SSAP,SSAS,SSBU,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Armed Services"",""Committee on the Budget"",""Committee on the Judiciary"",""Special Committee on Aging""]"
"G000359","M","113","[SSAP,SSAS,SSBU,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Armed Services"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","114","[SSAP,SSAS,SSBU,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Armed Services"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","115","[SSAP,SSAS,SSBU,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Armed Services"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","116","[SSAP,SSBU,SSFR,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Foreign Relations"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","117","[SSAP,SSBU,SSEV,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Environment and Public Works"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","118","[SSAP,SSBU,SSEV,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Environment and Public Works"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000359","M","119","[SSAP,SSBU,SSEV,SSJU]","[00]","[""Committee on Appropriations"",""Committee on Environment and Public Works"",""Committee on the Budget"",""Committee on the Judiciary""]"
"G000377","F","112","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","113","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","114","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","115","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","116","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","117","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000377","F","118","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000386","M","112","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","113","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","114","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","115","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","116","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","117","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","118","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000386","M","119","[JSTX,SCNC,SSAF,SSBU,SSFI,SSJU]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Finance"",""Committee on the Budget"",""Committee on the Judiciary"",""Joint Committee on Taxation"",""United States Senate Caucus on International Narcotics Control""]"
"G000410","M","112","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000410","M","113","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000410","M","114","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000535","M","112","[HLIG,HSBA]","[00]","[""Committee on Financial Services"",""Permanent Select Committee on Intelligence""]"
"G000535","M","113","[HLIG,HSJU]","[00]","[""Committee on the Judiciary"",""Permanent Select Committee on Intelligence""]"
"G000535","M","114","[HSJU]","[00]","[""Committee on the Judiciary""]"
"G000544","M","112","[HSHA,HSIF]","[00]","[""Committee on Energy and Commerce"",""Committee on House Administration""]"
"G000546","M","112","[HSPW,HSSM]","[00]","[""Committee on Small Business"",""Committee on Transportation and Infrastructure""]"
"G000546","M","113","[HSPW,HSSM]","[00]","[""Committee on Small Business"",""Committee on Transportation and Infrastructure""]"
"G000546","M","114","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000546","M","115","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000546","M","116","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000546","M","117","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000546","M","118","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000546","M","119","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000548","M","112","[HSBA,HSBU]","[00]","[""Committee on Financial Services"",""Committee on the Budget""]"
"G000548","M","113","[HSBA,HSBU]","[00]","[""Committee on Financial Services"",""Committee on the Budget""]"
"G000548","M","114","[HSBA,HSBU]","[00]","[""Committee on Financial Services"",""Committee on the Budget""]"
"G000549","M","112","[HSWM]","[00]","[""Committee on Ways and Means""]"
"G000549","M","113","[HSWM]","[00]","[""Committee on Ways and Means""]"
"G000550","M","112","[HSHA,HSIF]","[00]","[""Committee on Energy and Commerce"",""Committee on House Administration""]"
"G000550","M","113","[HSHA,HSIF,JCSE]","[00]","[""Commission on Security and Cooperation in Europe"",""Committee on Energy and Commerce"",""Committee on House Administration""]"
"G000551","M","112","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","113","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","114","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","115","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","116","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","117","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000551","M","118","[HSED,HSII]","[00]","[""Committee on Education and the Workforce"",""Committee on Natural Resources""]"
"G000552","M","112","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000552","M","113","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000552","M","114","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000552","M","115","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000552","M","116","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000552","M","117","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000553","M","112","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000553","M","113","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000553","M","114","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000553","M","115","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000553","M","116","[HSBA,HSHM]","[00]","[""Committee on Financial Services"",""Committee on Homeland Security""]"
"G000553","M","117","[HSBA,HSHM]","[00]","[""Committee on Financial Services"",""Committee on Homeland Security""]"
"G000553","M","118","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000553","M","119","[HSBA,HSHM]","[00]","[""Committee on Financial Services"",""Committee on Homeland Security""]"
"G000555","F","112","[SPAG,SSAF,SSAS,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Environment and Public Works"",""Special Committee on Aging""]"
"G000555","F","113","[SPAG,SSAF,SSAS,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Environment and Public Works"",""Special Committee on Aging""]"
"G000555","F","114","[SPAG,SSAF,SSAS,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Environment and Public Works"",""Special Committee on Aging""]"
"G000555","F","115","[SPAG,SSAF,SSAS,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Environment and Public Works"",""Special Committee on Aging""]"
"G000555","F","116","[SPAG,SSAF,SSAS,SSEV]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Committee on Environment and Public Works"",""Special Committee on Aging""]"
"G000555","F","117","[SLIN,SPAG,SSAF,SSAS]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Select Committee on Intelligence"",""Special Committee on Aging""]"
"G000555","F","118","[SLIN,SPAG,SSAF,SSAS]","[00]","[""Committee on Agriculture, Nutrition, and Forestry"",""Committee on Armed Services"",""Select Committee on Intelligence"",""Special Committee on Aging""]"
"G000555","F","119","[SLIN,SPAG,SSAP,SSAS]","[00]","[""Committee on Appropriations"",""Committee on Armed Services"",""Select Committee on Intelligence"",""Special Committee on Aging""]"
"G000556","M","113","[HSFA,HSSY]","[00]","[""Committee on Foreign Affairs"",""Committee on Science, Space, and Technology""]"
"G000556","M","114","[HSFA,HSSY]","[00]","[""Committee on Foreign Affairs"",""Committee on Science, Space, and Technology""]"
"G000558","M","112","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000558","M","113","[HSED,HSIF]","[00]","[""Committee on Education and the Workforce"",""Committee on Energy and Commerce""]"
"G000558","M","114","[HSED,HSIF]","[00]","[""Committee on Education and the Workforce"",""Committee on Energy and Commerce""]"
"G000558","M","115","[HSED,HSIF]","[00]","[""Committee on Education and the Workforce"",""Committee on Energy and Commerce""]"
"G000558","M","116","[HSED,HSIF]","[00]","[""Committee on Education and the Workforce"",""Committee on Energy and Commerce""]"
"G000558","M","117","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000558","M","118","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000558","M","119","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000559","M","112","[HSAS,HSII]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources""]"
"G000559","M","113","[HSAG,HSAS,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000559","M","114","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000559","M","115","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000559","M","116","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000559","M","117","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000559","M","118","[HSAS,HSFD,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure"",""Select Subcommittee on the Weaponization of the Federal Government""]"
"G000559","M","119","[HSAS,HSPW]","[00]","[""Committee on Armed Services"",""Committee on Transportation and Infrastructure""]"
"G000560","M","112","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000560","M","113","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000560","M","114","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000560","M","115","[HSAP]","[00]","[""Committee on Appropriations""]"
"G000560","M","116","[HSAP,HSMH]","[00]","[""Committee on Appropriations"",""Select Committee on the Modernization of Congress""]"
"G000562","M","112","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000562","M","113","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000562","M","114","[SSCM,SSEG,SSFR,SSSB]","[00]","[""Committee on Commerce, Science, and Transportation"",""Committee on Energy and Natural Resources"",""Committee on Foreign Relations"",""Committee on Small Business and Entrepreneurship""]"
"G000562","M","115","[JCSE,SSBU,SSCM,SSEG,SSFR]","[00]","[""Commission on Security and Cooperation in Europe"",""Committee on Commerce, Science, and Transportation"",""Committee on Energy and Natural Resources"",""Committee on Foreign Relations"",""Committee on the Budget""]"
"G000562","M","116","[JCSE,SSCM,SSEG,SSFR]","[00]","[""Commission on Security and Cooperation in Europe"",""Committee on Commerce, Science, and Transportation"",""Committee on Energy and Natural Resources"",""Committee on Foreign Relations""]"
"G000563","M","112","[HSAG,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Transportation and Infrastructure""]"
"G000563","M","113","[HSAG,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Transportation and Infrastructure""]"
"G000563","M","114","[HSAG,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Transportation and Infrastructure""]"
"G000563","M","115","[HSAG,HSPW]","[00]","[""Committee on Agriculture"",""Committee on Transportation and Infrastructure""]"
"G000563","M","116","[HSGO,HSPW]","[00]","[""Committee on Oversight and Accountability"",""Committee on Transportation and Infrastructure""]"
"G000563","M","117","[HSGO,HSPW]","[00]","[""Committee on Oversight and Accountability"",""Committee on Transportation and Infrastructure""]"
"G000564","M","112","[HSAG,HSAS]","[00]","[""Committee on Agriculture"",""Committee on Armed Services""]"
"G000564","M","113","[HSAG,HSAS]","[00]","[""Committee on Agriculture"",""Committee on Armed Services""]"
"G000564","M","114","[HSAG,HSAS,HSSM]","[00]","[""Committee on Agriculture"",""Committee on Armed Services"",""Committee on Small Business""]"
"G000565","M","112","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","113","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","114","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","115","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","116","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","117","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","118","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000565","M","119","[HSGO,HSII]","[00]","[""Committee on Natural Resources"",""Committee on Oversight and Accountability""]"
"G000566","M","112","[HSED,HSGO,HSJU]","[00]","[""Committee on Education and the Workforce"",""Committee on Oversight and Accountability"",""Committee on the Judiciary""]"
"G000566","M","113","[HLZI,HSGO,HSJU,HSSO]","[00]","[""Committee on Ethics"",""Committee on Oversight and Accountability"",""Committee on the Judiciary"",""Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi""]"
"G000566","M","114","[HLZI,HSGO,HSJU,HSSO]","[00]","[""Committee on Ethics"",""Committee on Oversight and Accountability"",""Committee on the Judiciary"",""Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi""]"
"G000567","M","112","[HSAS,HSFA,HSJU]","[00]","[""Committee on Armed Services"",""Committee on Foreign Affairs"",""Committee on the Judiciary""]"
"G000567","M","113","[HSWM]","[00]","[""Committee on Ways and Means""]"
"G000568","M","112","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000568","M","113","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000568","M","114","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000568","M","115","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000568","M","116","[HSCN,HSIF]","[00]","[""Committee on Energy and Commerce"",""Select Committee on the Climate Crisis""]"
"G000568","M","117","[HSIF]","[00]","[""Committee on Energy and Commerce""]"
"G000568","M","118","[HSHA,HSIF,JSPR]","[00]","[""Committee on Energy and Commerce"",""Committee on House Administration"",""Joint Committee on Printing""]"
"G000568","M","119","[HSHA,HSIF,HSRU]","[00]","[""Committee on Energy and Commerce"",""Committee on House Administration"",""Committee on Rules""]"
"G000569","M","112","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000570","M","112","[HSBA]","[00]","[""Committee on Financial Services""]"
"G000570","M","114","[HSBA,HSBU]","[00]","[""Committee on Financial Services"",""Committee on the Budget""]"
"G000571","F","113","[HSAS,HSFA]","[00]","[""Committee on Armed Services"",""Committee on Foreign Affairs""]"
"G000571","F","114","[HSAS,HSFA]","[00]","[""Committee on Armed Services"",""Committee on Foreign Affairs""]"
"G000571","F","115","[HSAS,HSFA]","[00]","[""Committee on Armed Services"",""Committee on Foreign Affairs""]"
"G000571","F","116","[HSAS,HSBA]","[00]","[""Committee on Armed Services"",""Committee on Financial Services""]"
"G000572","M","113","[HSAG,HSAS]","[00]","[""Committee on Agriculture"",""Committee on Armed Services""]"
"G000573","M","113","[HSII,HSJU]","[00]","[""Committee on Natural Resources"",""Committee on the Judiciary""]"
"G000574","M","114","[HSAS,HSII]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources""]"
"G000574","M","115","[HSAS,HSII]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources""]"
"G000574","M","116","[HSAS,HSII]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources""]"
"G000574","M","117","[HSAS,HSII,HSVR]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources"",""Committee on Veterans' Affairs""]"
"G000574","M","118","[HSAS,HSII]","[00]","[""Committee on Armed Services"",""Committee on Natural Resources""]"
"G000574","M","119","[SSBK,SSEG,SSGA,SSVA]","[00]","[""Committee on Banking, Housing, and Urban Affairs"",""Committee on Energy and Natural Resources"",""Committee on Homeland Security and Governmental Affairs"",""Committee on Veterans' Affairs""]"
"G000575","F","114","[HSAG,HSAS]","[00]","[""Committee on Agriculture"",""Committee on Armed Services""]"
