"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!No schooling completed","Margin of Error!!Total!!No schooling completed","Estimate!!Total!!Nursery school","Margin of Error!!Total!!Nursery school","Estimate!!Total!!Kindergarten","Margin of Error!!Total!!Kindergarten","Estimate!!Total!!1st grade","Margin of Error!!Total!!1st grade","Estimate!!Total!!2nd grade","Margin of Error!!Total!!2nd grade","Estimate!!Total!!3rd grade","Margin of Error!!Total!!3rd grade","Estimate!!Total!!4th grade","Margin of Error!!Total!!4th grade","Estimate!!Total!!5th grade","Margin of Error!!Total!!5th grade","Estimate!!Total!!6th grade","Margin of Error!!Total!!6th grade","Estimate!!Total!!7th grade","Margin of Error!!Total!!7th grade","Estimate!!Total!!8th grade","Margin of Error!!Total!!8th grade","Estimate!!Total!!9th grade","Margin of Error!!Total!!9th grade","Estimate!!Total!!10th grade","Margin of Error!!Total!!10th grade","Estimate!!Total!!11th grade","Margin of Error!!Total!!11th grade","Estimate!!Total!!12th grade, no diploma","Margin of Error!!Total!!12th grade, no diploma","Estimate!!Total!!Regular high school diploma","Margin of Error!!Total!!Regular high school diploma","Estimate!!Total!!GED or alternative credential","Margin of Error!!Total!!GED or alternative credential","Estimate!!Total!!Some college, less than 1 year","Margin of Error!!Total!!Some college, less than 1 year","Estimate!!Total!!Some college, 1 or more years, no degree","Margin of Error!!Total!!Some college, 1 or more years, no degree","Estimate!!Total!!Associate's degree","Margin of Error!!Total!!Associate's degree","Estimate!!Total!!Bachelor's degree","Margin of Error!!Total!!Bachelor's degree","Estimate!!Total!!Master's degree","Margin of Error!!Total!!Master's degree","Estimate!!Total!!Professional school degree","Margin of Error!!Total!!Professional school degree","Estimate!!Total!!Doctorate degree","Margin of Error!!Total!!Doctorate degree",
"5001600US0101","Congressional District 1 (116th Congress), Alabama","491625","2871","4843","1425","88","142","0","201","121","199","100","138","264","276","1047","909","712","514","818","475","1258","529","4902","1170","8535","1484","14996","2278","16372","2171","9905","2195","135204","6244","28400","2441","26514","2629","77891","5299","39451","3420","79243","5126","31064","3181","5779","1251","4118","1119",
"5001600US0102","Congressional District 2 (116th Congress), Alabama","461832","5095","6025","1262","52","45","301","256","14","24","441","377","486","321","596","419","924","409","2376","587","3147","887","5615","1184","8990","1544","13315","1881","13885","1901","9709","1309","119695","5441","28927","2878","26625","2230","72868","3624","43450","3245","65914","4009","28904","2677","5526","979","4047","872",
"5001600US0103","Congressional District 3 (116th Congress), Alabama","476946","3898","6156","1710","117","116","0","201","0","201","162","186","567","481","947","661","939","480","1664","685","3539","1104","5711","1371","8253","1732","15040","2557","15137","2158","11108","1823","122174","5515","28032","3164","32520","3464","79196","4812","41994","3702","61435","4561","30305","3293","7103","1438","4847","962",
"5001600US0104","Congressional District 4 (116th Congress), Alabama","471464","4187","6041","1370","80","106","53","88","246","216","805","700","795","472","979","615","686","414","4297","1151","5853","1330","9141","2065","12291","1884","16485","2466","14687","2209","8057","1547","128662","5681","29899","2531","33038","3005","68486","4050","47199","3478","51598","3696","23114","1975","5077","1152","3895","1054",
"5001600US0105","Congressional District 5 (116th Congress), Alabama","502702","1560","5168","1135","0","201","0","201","46","84","11","20","1028","470","228","192","1114","534","3030","1328","2630","866","4577","1277","10339","2332","11199","1872","10118","2018","6997","1192","109971","5032","25046","2274","28026","2645","70639","4506","41680","3811","108527","5479","48220","4112","6863","1282","7245","1436",
"5001600US0106","Congressional District 6 (116th Congress), Alabama","496342","6982","4179","1125","188","197","169","283","0","201","25","48","394","283","193","229","852","475","2321","932","1547","863","2631","994","6755","1386","10032","1882","8211","1581","7061","1609","105463","5714","18806","2313","31635","3282","76374","4936","39121","4119","113361","4465","44470","3632","15181","1974","7373","1486",
"5001600US0107","Congressional District 7 (116th Congress), Alabama","436553","7549","6078","1204","85","116","0","201","53","86","164","258","353","329","283","279","1128","661","3892","1552","2112","828","4205","963","8245","1688","12186","2141","19962","3248","8717","1752","126892","6317","19805","2853","23519","2880","74656","4884","35390","3552","56008","4375","23407","2556","5352","1208","4061","897",
"5001600US0200","Congressional District (at Large) (116th Congress), Alaska","485353","1509","4140","1424","0","157","0","157","108","131","342","241","376","202","224","150","423","224","889","345","1068","589","4453","906","2283","560","5099","1000","8044","1408","4995","1016","111553","4606","25740","2376","37391","3074","91859","4090","39938","2719","89635","4239","38582","2278","10849","2077","7362","1737",
"5001600US0401","Congressional District 1 (116th Congress), Arizona","509637","7434","6512","1102","73","92","14","23","111","125","460","298","1978","1104","670","315","2300","781","5840","1751","2071","739","6157","1045","7945","1596","8741","1317","15064","2146","10758","1958","114098","5142","20254","2220","31736","2766","101263","5143","44940","3890","74290","4066","38879","3228","8214","1601","7269","1598",
