"full_name","congress","importance_intl","importance_dom","importance_prof","pred","intl_percentage","dom_percentage","prof_percentage","decision","party","chamber","committee_el","gender","age","seniority","ideology","district","state_code","bioguide_id"
"Rep. Green, Al [D-TX-9]","116",33.1161,36.5886,54.6437,0.25872750336198,0.266316843387737,0.294242391343683,0.439439961077134,"prof","Democratic","house of representatives","Committee on Financial Services","Male",77,14,0.221539936228523,"9","TX","G000553"
"Rep. Green, Al [D-TX-9]","117",22.3995,40.1559,43.7008,0.295790804745762,0.210805530380672,0.377914051537456,0.411275712496247,"prof","Democratic","house of representatives","Committee on Financial Services","Male",77,16,0.151154258563761,"9","TX","G000553"
"Rep. Green, Al [D-TX-9]","118",29.1708,39.255,50.382,0.33290320308817,0.245529540593749,0.330407877603893,0.424063423498645,"prof","Democratic","house of representatives","Committee on Financial Services","Male",77,18,0.179053010067242,"9","TX","G000553"
"Rep. Griffith, H. Morgan [R-VA-9]","115",26.4807,43.2391,55.5842,0.371433774973021,0.211331978758825,0.34507413183,0.443595485531963,"prof","Republican","house of representatives","Committee on Energy and Commerce","Male",66,6,0.733938482569702,"9","VA","G000568"
"Rep. Griffith, H. Morgan [R-VA-9]","117",28.7522,45.9093,49.3658,0.285786859452485,0.231821542515237,0.37015479656495,0.398023660919814,"prof","Republican","house of representatives","Committee on Energy and Commerce","Male",66,10,0.530356701252887,"9","VA","G000568"
"Rep. Griffith, H. Morgan [R-VA-9]","118",34.1116,43.7427,56.0807,0.327508315760455,0.254686390559052,0.326594776448699,0.418713606603766,"prof","Republican","house of representatives","Committee on Energy and Commerce","Male",66,12,0.576886736554882,"9","VA","G000568"
"Rep. Grijalva, Raúl M. [D-AZ-7]","115",21.3357,40.8975,37.2779,0.452687277203217,0.214405442614384,0.41098471525761,0.374610847042036,"dom","Democratic","house of representatives","Committee on Natural Resources","Male",76,14,0.0581077685908166,"3","AZ","G000551"
"Rep. Grijalva, Raúl M. [D-AZ-7]","116",20.1029,46.9476,41.7023,0.424712619332392,0.184849323558268,0.431690557217325,0.383459199708697,"dom","Democratic","house of representatives","Committee on Natural Resources","Male",76,16,0.114395355273575,"3","AZ","G000551"
"Rep. Grijalva, Raúl M. [D-AZ-7]","118",21.9938,49.8724,45.1812,0.32679857570056,0.187905231474797,0.426087573143507,0.386008049737157,"dom","Democratic","house of representatives","Committee on Natural Resources","Male",76,20,0.0475692068150549,"7","AZ","G000551"
"Rep. Grothman, Glenn [R-WI-6]","115",20.3393,42.2287,39.9689,0.383273666333594,0.198362139420029,0.411841866579803,0.389802820857414,"dom","Republican","house of representatives","Committee on the Budget","Male",69,2,0.937695119908021,"6","WI","G000576"
