"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!No schooling completed","Margin of Error!!Total!!No schooling completed","Estimate!!Total!!Nursery school","Margin of Error!!Total!!Nursery school","Estimate!!Total!!Kindergarten","Margin of Error!!Total!!Kindergarten","Estimate!!Total!!1st grade","Margin of Error!!Total!!1st grade","Estimate!!Total!!2nd grade","Margin of Error!!Total!!2nd grade","Estimate!!Total!!3rd grade","Margin of Error!!Total!!3rd grade","Estimate!!Total!!4th grade","Margin of Error!!Total!!4th grade","Estimate!!Total!!5th grade","Margin of Error!!Total!!5th grade","Estimate!!Total!!6th grade","Margin of Error!!Total!!6th grade","Estimate!!Total!!7th grade","Margin of Error!!Total!!7th grade","Estimate!!Total!!8th grade","Margin of Error!!Total!!8th grade","Estimate!!Total!!9th grade","Margin of Error!!Total!!9th grade","Estimate!!Total!!10th grade","Margin of Error!!Total!!10th grade","Estimate!!Total!!11th grade","Margin of Error!!Total!!11th grade","Estimate!!Total!!12th grade, no diploma","Margin of Error!!Total!!12th grade, no diploma","Estimate!!Total!!Regular high school diploma","Margin of Error!!Total!!Regular high school diploma","Estimate!!Total!!GED or alternative credential","Margin of Error!!Total!!GED or alternative credential","Estimate!!Total!!Some college, less than 1 year","Margin of Error!!Total!!Some college, less than 1 year","Estimate!!Total!!Some college, 1 or more years, no degree","Margin of Error!!Total!!Some college, 1 or more years, no degree","Estimate!!Total!!Associate's degree","Margin of Error!!Total!!Associate's degree","Estimate!!Total!!Bachelor's degree","Margin of Error!!Total!!Bachelor's degree","Estimate!!Total!!Master's degree","Margin of Error!!Total!!Master's degree","Estimate!!Total!!Professional school degree","Margin of Error!!Total!!Professional school degree","Estimate!!Total!!Doctorate degree","Margin of Error!!Total!!Doctorate degree",
"5001500US0101","Congressional District 1 (115th Congress), Alabama","477251","554","5511","618","27","31","69","56","39","57","185","117","514","185","356","136","698","192","1637","299","2348","394","5540","541","8856","810","13882","981","14453","1007","8164","589","130826","2405","24935","1351","28126","1505","75001","2157","41433","1885","75754","2044","28470","1236","6921","649","3506","375",
"5001500US0102","Congressional District 2 (115th Congress), Alabama","460145","1159","5979","513","49","27","82","80","189","95","179","75","779","179","878","191","1094","207","2953","327","3780","418","6906","459","11401","807","13691","736","15165","829","10018","628","119546","2249","28424","1077","29009","1028","70674","1469","37642","1214","63094","1424","29001","1042","5885","456","3727","391",
"5001500US0103","Congressional District 3 (115th Congress), Alabama","468803","803","5704","537","33","33","69","58","180","116","235","107","817","227","779","236","1341","289","3229","476","3930","518","7979","722","11089","792","15349","834","15134","887","9160","623","120932","2589","27748","1223","31037","1295","75457","1694","37666","1341","59824","1660","29220","1258","6136","597","5755","512",
"5001500US0104","Congressional District 4 (115th Congress), Alabama","470045","1160","8705","743","57","49","52","37","326","131","371","124","1438","322","1121","260","1557","292","5929","644","4708","518","9875","859","13462","804","17900","954","15018","873","9471","718","127999","2412","31533","1299","31618","1121","69699","1762","39696","1286","48875","1598","22315","1042","5021","384","3299","369",
"5001500US0105","Congressional District 5 (115th Congress), Alabama","484821","347","5375","581","102","73","75","55","110","55","414","156","1067","361","544","153","1028","245","3101","433","2986","503","6719","684","9871","840","12405","861","11745","890","6871","604","104547","2467","27046","1170","28565","1074","73960","1940","39175","1647","94544","2265","42449","1405","6036","531","6086","549",
"5001500US0106","Congressional District 6 (115th Congress), Alabama","477867","1785","3616","430","22","35","21","23","47","49","210","127","389","130","509","143","720","218","2594","348","2113","321","5118","518","6982","667","8498","706","9609","850","7149","614","102944","2333","19633","976","27041","1205","72452","2008","36265","1233","106246","2192","43378","1387","14430","839","7881","617",
"5001500US0107","Congressional District 7 (115th Congress), Alabama","437705","2307","6228","604","80","49","111","68","149","75","156","75","717","171","563","172","1054","232","2707","347","2861","386","4672","504","8877","723","13431","761","18488","1128","10515","689","125200","2397","21238","1020","23057","1058","76508","1883","35368","1498","55593","1780","21168","1055","5023","546","3941","415",
"5001500US0200","Congressional District (at Large) (115th Congress), Alaska","475442","375","3451","558","119","76","70","64","49","21","405","150","655","135","721","159","686","164","1576","284","1245","233","3679","424","3471","296","6484","582","7946","496","5620","485","106162","1719","25131","1012","35352","1256","94589","2155","40210","1323","88308","2025","35770","1325","8878","558","4865","545",
"5001500US0401","Congressional District 1 (115th Congress), Arizona","480605","2179","7551","498","103","100","30","24","295","119","610","142","1231","256","1152","227","1779","214","3686","483","2506","362","7424","517","7952","549","12054","671","13200","720","8019","538","105413","2202","22644","1170","33823","1168","93251","1879","42168","1209","69281","1789","33799","1314","6419","577","6215","560",
