"issue","congress","committee_el","party","label","pred","importance_intl","importance_dom","importance_prof","intl_percentage","dom_percentage","prof_percentage","decision"
"Agriculture And Food",115,"Committee on Agriculture","Democratic",0,0.628805475265719,2.0817,4.6236,3.7276,0.199532248943247,0.443174956148338,0.357292794908415,"dom"
"Agriculture And Food",115,"Committee on Agriculture","Republican",3,0.618946972027223,6.2347,8.7031,10.2133,0.247889754324861,0.346032579091968,0.406077666583171,"prof"
"Agriculture And Food",115,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.651951037601847,0.9154,2.4718,1.7856,0.176964120012372,0.477845654191154,0.345190225796474,"dom"
"Agriculture And Food",115,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.63973022120583,1.9159,4.7592,3.3822,0.190498443916359,0.473208515207859,0.336293040875782,"dom"
"Agriculture And Food",115,"Committee on Appropriations","Democratic",1,0.480707361629099,10.1999,12.1807,13.5447,0.283919688910044,0.339056319641033,0.377023991448923,"prof"
"Agriculture And Food",115,"Committee on Appropriations","Republican",2,0.500566168508333,9.7591,11.7111,13.884,0.276037924772729,0.331250601060129,0.392711474167143,"prof"
"Agriculture And Food",115,"Committee on Armed Services","Democratic",0,0.539474541163753,7.6914,9.6308,9.5459,0.28626512481344,0.358447378117545,0.355287497069015,"dom"
"Agriculture And Food",115,"Committee on Armed Services","Independent",0,0.631237955942406,0.9562,0.7073,1.1172,0.34387024849858,0.254360412845686,0.401769338655734,"prof"
"Agriculture And Food",115,"Committee on Armed Services","Republican",1,0.451877506497266,8.57,9.6738,10.6954,0.296138110244927,0.334280145961188,0.369581743793885,"prof"
"Agriculture And Food",115,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.643523070815292,0.42,1.3444,0.6928,0.170926257528895,0.547126811004395,0.28194693146671,"dom"
"Agriculture And Food",115,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.628929513944815,1.2564,2.0116,2.1094,0.2336445122178,0.374084129876892,0.392271357905307,"prof"
"Agriculture And Food",115,"Committee on Commerce, Science, and Transportation","Democratic",0,0.421708218033085,0.6689,1.3413,1.0549,0.218231052820463,0.437603993344426,0.344164953835111,"dom"
"Agriculture And Food",115,"Committee on Commerce, Science, and Transportation","Republican",1,0.563266034830244,1.2818,1.4959,1.6553,0.289149560117302,0.337446424543199,0.373404015339499,"prof"
"Agriculture And Food",115,"Committee on Education and the Workforce","Democratic",0,0.455140430203691,2.5326,3.8891,3.4032,0.257773616016448,0.395841179045079,0.346385204938473,"dom"
"Agriculture And Food",115,"Committee on Education and the Workforce","Republican",1,0.528207095589774,2.3409,3.5568,3.1199,0.259592352732434,0.394428672817601,0.345978974449965,"dom"
"Agriculture And Food",115,"Committee on Energy and Commerce","Democratic",0,0.524629464692714,4.2921,4.8984,5.0839,0.300685142632965,0.343159782547778,0.356155074819257,"prof"
"Agriculture And Food",115,"Committee on Energy and Commerce","Republican",0,0.472324558086648,6.3857,8.5575,8.7112,0.269958231872294,0.361772017045454,0.368269751082251,"prof"
"Agriculture And Food",115,"Committee on Energy and Natural Resources","Democratic",0,0.572035190218877,0.5583,0.8844,0.7793,0.251260126012601,0.398019801980198,0.350720072007201,"dom"
"Agriculture And Food",115,"Committee on Energy and Natural Resources","Republican",0,0.248246503159347,0.3596,0.6547,0.3289,0.267718880285884,0.487418106015485,0.24486301369863,"dom"
"Agriculture And Food",115,"Committee on Environment and Public Works","Democratic",0,0.462040358303205,0.8364,1.1729,1.1578,0.264090177133655,0.37033879574374,0.365571027122604,"dom"
"Agriculture And Food",115,"Committee on Environment and Public Works","Republican",0,0.504423166401609,0.6201,0.5525,0.7891,0.31610337972167,0.281643472498343,0.402253147779987,"prof"
"Agriculture And Food",115,"Committee on Ethics","Democratic",0,0.454879633038697,0.4254,0.5889,0.5614,0.26997524909564,0.373738655835502,0.356286095068858,"dom"
"Agriculture And Food",115,"Committee on Finance","Democratic",1,0.534660290658304,0.5012,0.8126,0.9163,0.224743285054482,0.364378279000942,0.410878435944576,"prof"
"Agriculture And Food",115,"Committee on Financial Services","Democratic",0,0.501465366645159,5.4029,8.7929,8.2172,0.241060991388926,0.39231249721144,0.366626511399634,"dom"
"Agriculture And Food",115,"Committee on Financial Services","Republican",0,0.470118398024503,6.3641,9.2163,8.5795,0.263415825396628,0.381470949796978,0.355113224806394,"dom"
"Agriculture And Food",115,"Committee on Foreign Affairs","Democratic",0,0.469926679925791,5.5822,7.7075,7.5905,0.267344182526987,0.369129606038256,0.363526211434756,"dom"
"Agriculture And Food",115,"Committee on Foreign Affairs","Republican",0,0.565425357177395,3.3624,5.563,5.2286,0.237558287409919,0.39303377137205,0.36940794121803,"dom"
"Agriculture And Food",115,"Committee on Foreign Relations","Democratic",0,0.516177823339012,0.4852,0.6198,0.6153,0.282043829564611,0.360285996628495,0.357670173806894,"dom"
"Agriculture And Food",115,"Committee on Foreign Relations","Republican",0,0.610490780001701,0.7993,0.7347,0.9547,0.321171696066219,0.295214368947643,0.383613934986137,"prof"
"Agriculture And Food",115,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.572035190218877,0.5583,0.8844,0.7793,0.251260126012601,0.398019801980198,0.350720072007201,"dom"
"Agriculture And Food",115,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.418289504610639,0.4431,0.5804,0.5266,0.285852525643507,0.374427456293142,0.339720018063351,"dom"
"Agriculture And Food",115,"Committee on Homeland Security","Democratic",0,0.564955463934605,2.728,2.453,3.1922,0.325801366263794,0.292958486600105,0.381240147136101,"prof"
"Agriculture And Food",115,"Committee on Homeland Security","Republican",0,0.475826455888058,1.5318,2.2268,2.2687,0.25414364640884,0.36945232525343,0.37640402833773,"prof"
"Agriculture And Food",115,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.612399131655552,0.4144,1.1922,0.8813,0.166566180312714,0.479199324731701,0.354234494955585,"dom"
"Agriculture And Food",115,"Committee on House Administration","Democratic",0,0.200202512240504,0.7363,0.5666,1.0165,0.31745278951453,0.244287315685091,0.438259894800379,"prof"
"Agriculture And Food",115,"Committee on House Administration","Republican",0,0.528525364507871,0.62,0.673,0.8435,0.290194242920665,0.315001170138076,0.394804586941259,"prof"
"Agriculture And Food",115,"Committee on Indian Affairs","Democratic",0,0.594163616892646,1.4567,3.2214,2.1119,0.214536082474227,0.474432989690722,0.311030927835052,"dom"
"Agriculture And Food",115,"Committee on Indian Affairs","Republican",1,0.542651814196492,2.2894,3.1933,3.3358,0.259613312921699,0.362113738164087,0.378272948914214,"prof"
"Agriculture And Food",115,"Committee on Natural Resources","Democratic",0,0.36732674038677,2.2054,2.2695,2.3894,0.321285491601474,0.330623661553254,0.348090846845272,"prof"
"Agriculture And Food",115,"Committee on Natural Resources","Republican",1,0.485392746872705,2.7614,4.0337,3.937,0.257302857781795,0.375853747169706,0.366843395048499,"dom"
"Agriculture And Food",115,"Committee on Oversight and Accountability","Democratic",0,0.445709765684777,5.8899,4.0712,6.5508,0.356706375401983,0.246561570745947,0.39673205385207,"prof"
"Agriculture And Food",115,"Committee on Oversight and Accountability","Independent",0,0.454879633038697,0.4254,0.5889,0.5614,0.26997524909564,0.373738655835502,0.356286095068858,"dom"
"Agriculture And Food",115,"Committee on Oversight and Accountability","Republican",1,0.401890792122429,2.2834,1.2394,2.7186,0.365847406030698,0.198577242285385,0.435575351683917,"prof"
"Agriculture And Food",115,"Committee on Rules","Democratic",0,0.24471397980035,1.1659,1.0806,1.1543,0.342831098565043,0.317748764996471,0.339420136438485,"intl"
"Agriculture And Food",115,"Committee on Rules and Administration","Democratic",0,0.589810766651785,0.4677,1.085,0.5721,0.220114834337349,0.510636295180723,0.269248870481928,"dom"
"Agriculture And Food",115,"Committee on Small Business","Democratic",0,0.705063799089456,1.7907,0.5707,1.9298,0.417295861297539,0.132993102162565,0.449711036539896,"prof"
"Agriculture And Food",115,"Committee on Small Business","Republican",0,0.559448053482391,0.5407,0.8355,0.7683,0.252133364420611,0.389601305665656,0.358265329913733,"dom"
"Agriculture And Food",115,"Committee on Small Business and Entrepreneurship","Democratic",0,0.42152799501068,0.223,0.7861,0.5346,0.144458120101056,0.509231068212736,0.346310811686208,"dom"
"Agriculture And Food",115,"Committee on Small Business and Entrepreneurship","Republican",0,0.645459896234078,0.842,0.8194,1.2281,0.291399896175809,0.283578473784392,0.425021630039799,"prof"
"Agriculture And Food",115,"Committee on Transportation and Infrastructure","Democratic",0,0.560788720035226,1.0101,2.1106,1.3528,0.225796356320554,0.471800603554264,0.302403040125182,"dom"
"Agriculture And Food",115,"Committee on Transportation and Infrastructure","Republican",0,0.314133955770029,1.1676,1.1624,1.5769,0.298855870383168,0.297524891857995,0.403619237758837,"prof"
"Agriculture And Food",115,"Committee on Veterans' Affairs","Democratic",0,0.428065399299554,0.4313,0.5958,0.5604,0.271685039370079,0.375307086614173,0.353007874015748,"dom"
"Agriculture And Food",115,"Committee on Ways and Means","Democratic",0,0.409129267678483,1.997,1.7245,2.2224,0.335974696747926,0.290129376335403,0.373895926916671,"prof"
"Agriculture And Food",115,"Committee on Ways and Means","Republican",1,0.541600380390654,1.7375,2.3778,2.4311,0.265413051448124,0.363222534522791,0.371364414029085,"prof"
"Agriculture And Food",115,"Committee on the Budget","Democratic",0,0.50341331967659,3.4997,3.5369,4.7383,0.297216961502858,0.300376224001902,0.40240681449524,"prof"
"Agriculture And Food",115,"Committee on the Budget","Independent",0,0.631237955942406,0.9562,0.7073,1.1172,0.34387024849858,0.254360412845686,0.401769338655734,"prof"
"Agriculture And Food",115,"Committee on the Budget","Republican",2,0.478850783036599,5.4711,6.3091,7.0648,0.290321040063677,0.334789068718493,0.37488989121783,"prof"
"Agriculture And Food",115,"Committee on the Judiciary","Democratic",0,0.469238393255031,1.8607,1.8261,2.3414,0.308665936763876,0.302926246640788,0.388407816595335,"prof"
"Agriculture And Food",115,"Committee on the Judiciary","Republican",1,0.42152799501068,0.446,1.5722,1.0692,0.144458120101056,0.509231068212736,0.346310811686208,"dom"
"Agriculture And Food",115,"Permanent Select Committee on Intelligence","Democratic",0,0.365706947678672,3.1292,2.4627,3.624,0.339543614839571,0.26722295163793,0.393233433522499,"prof"
"Agriculture And Food",115,"Permanent Select Committee on Intelligence","Republican",2,0.546176779465591,2.1352,3.3515,2.7871,0.258067635185767,0.405073847567019,0.336858517247214,"dom"
"Agriculture And Food",115,"Select Committee on Intelligence","Democratic",0,0.503410517460725,2.4061,3.9291,3.7798,0.237874443895205,0.388442906574394,0.3736826495304,"dom"
"Agriculture And Food",115,"Select Committee on Intelligence","Independent",1,0.610282809654391,0.5381,1.0493,0.6414,0.241430366116296,0.470791457286432,0.287778176597272,"dom"
"Agriculture And Food",115,"Select Committee on Intelligence","Republican",0,0.564275254225589,1.7635,2.5508,2.7265,0.250468696739007,0.362288376320873,0.38724292694012,"prof"
"Agriculture And Food",115,"Special Committee on Aging","Democratic",0,0.512486313095181,2.4359,3.8654,3.6899,0.243804548002242,0.386880454800224,0.369314997197534,"dom"
"Agriculture And Food",115,"Special Committee on Aging","Republican",0,0.483486918440173,1.4271,2.1849,1.6883,0.269248910439032,0.41222194970096,0.318529139860008,"dom"
"Agriculture And Food",115,NA,"Democratic",2,0.5409271440534,14.4882,20.6948,18.9254,0.267762491590954,0.382469265400566,0.349768243008479,"dom"
"Agriculture And Food",115,NA,"Republican",8,0.534208993469544,36.2274,58.915,51.5762,0.246917568733617,0.40155099626087,0.351531435005514,"dom"
"Agriculture And Food",116,"Commission on Security and Cooperation in Europe","Democratic",1,0.398621243320923,1.2405,3.122,2.1584,0.19023447683602,0.47876826818384,0.330997254980141,"dom"
"Agriculture And Food",116,"Commission on Security and Cooperation in Europe","Republican",0,0.580179916307186,2.0122,3.7347,3.4787,0.218110475199445,0.404819198751301,0.377070326049254,"dom"
"Agriculture And Food",116,"Committee on Agriculture","Democratic",1,0.539420150352533,9.071,15.1106,16.2951,0.224104237746654,0.373316006492624,0.402579755760722,"prof"
"Agriculture And Food",116,"Committee on Agriculture","Republican",0,0.485573443523847,5.2048,9.2945,9.6667,0.215376975916577,0.384610609947861,0.400012414135562,"prof"
"Agriculture And Food",116,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.615419874991526,1.109,2.3722,2.2048,0.195040450228632,0.417200140696447,0.387759409074921,"dom"
"Agriculture And Food",116,"Committee on Agriculture, Nutrition, and Forestry","Republican",0,0.548206038174398,1.7932,5.4457,4.1668,0.157219635796137,0.477454255328476,0.365326108875387,"dom"
"Agriculture And Food",116,"Committee on Appropriations","Democratic",2,0.390646119365212,18.2327,23.8748,25.5098,0.269645490133442,0.353087153731368,0.37726735613519,"prof"
"Agriculture And Food",116,"Committee on Appropriations","Republican",0,0.414909826334129,4.0184,8.5115,6.5203,0.210937417979864,0.44679320952011,0.342269372500026,"dom"
"Agriculture And Food",116,"Committee on Armed Services","Democratic",0,0.455628822575737,14.893,19.6853,22.1924,0.262336028972692,0.346751052919904,0.390912918107404,"prof"
"Agriculture And Food",116,"Committee on Armed Services","Republican",0,0.472051764394142,7.7247,14.8221,12.6808,0.219279769271821,0.420752478170525,0.359967752557654,"dom"
"Agriculture And Food",116,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.423434985709072,0.3487,0.748,0.6877,0.195415826047971,0.419188522752746,0.385395651199283,"dom"
"Agriculture And Food",116,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.506816146225632,0.6125,1.6759,1.2913,0.171103723775735,0.468167723552253,0.360728552672012,"dom"
"Agriculture And Food",116,"Committee on Commerce, Science, and Transportation","Democratic",0,0.359380661414763,0.6951,2.4658,1.288,0.156240868529299,0.554249365011576,0.289509766459125,"dom"
"Agriculture And Food",116,"Committee on Commerce, Science, and Transportation","Republican",0,0.453261023501484,0.4096,0.9392,0.8599,0.185448453841626,0.425227509394667,0.389324036763707,"dom"
"Agriculture And Food",116,"Committee on Education and the Workforce","Democratic",0,0.438112072761159,4.644,7.8038,7.1386,0.237103296164686,0.398429522525834,0.36446718130948,"dom"
"Agriculture And Food",116,"Committee on Education and the Workforce","Republican",0,0.425153155307338,2.0619,5.5748,3.9204,0.178409808689031,0.482370144759498,0.33922004655147,"dom"
"Agriculture And Food",116,"Committee on Energy and Commerce","Democratic",1,0.41245366324407,11.0157,12.3884,14.3988,0.291398278968016,0.327710307939338,0.380891413092646,"prof"
"Agriculture And Food",116,"Committee on Energy and Commerce","Republican",1,0.448668540930579,5.1906,9.5439,7.4764,0.233696068146721,0.429694429311734,0.336609502541545,"dom"
"Agriculture And Food",116,"Committee on Energy and Natural Resources","Democratic",0,0.219410525313998,1.1349,0.5126,1.3031,0.384633633837186,0.173727377482546,0.441638988680268,"prof"
"Agriculture And Food",116,"Committee on Energy and Natural Resources","Republican",0,0.638559880294806,0.4775,1.2139,0.9837,0.178498000074764,0.453777428881163,0.367724571044073,"dom"
"Agriculture And Food",116,"Committee on Environment and Public Works","Democratic",0,0.34873695911689,0.7682,2.12,1.209,0.187493898271991,0.517426535194767,0.295079566533242,"dom"
"Agriculture And Food",116,"Committee on Environment and Public Works","Republican",0,0.615125750125612,0.4498,0.9674,0.8169,0.201333870462379,0.433015531981559,0.365650597556063,"dom"
"Agriculture And Food",116,"Committee on Ethics","Democratic",0,0.34873695911689,0.3841,1.06,0.6045,0.187493898271991,0.517426535194767,0.295079566533242,"dom"
"Agriculture And Food",116,"Committee on Ethics","Republican",0,0.366883149381754,0.4147,0.9502,0.6119,0.209783488466208,0.480675839740996,0.309540671792796,"dom"
"Agriculture And Food",116,"Committee on Finance","Democratic",0,0.585600848659026,0.4896,1.0379,0.986,0.19478814402228,0.412930177043963,0.392281678933758,"dom"
"Agriculture And Food",116,"Committee on Financial Services","Democratic",0,0.370273665788436,16.2725,15.3616,21.8118,0.304466759845002,0.287423357076969,0.408109883078028,"prof"
"Agriculture And Food",116,"Committee on Financial Services","Republican",0,0.379488823528044,6.4368,15.8563,11.8489,0.18853025598969,0.46442211938375,0.34704762462656,"dom"
"Agriculture And Food",116,"Committee on Foreign Affairs","Democratic",0,0.226173235267549,7.1556,5.4855,8.1555,0.344075473875537,0.263769077637691,0.392155448486772,"prof"
"Agriculture And Food",116,"Committee on Foreign Affairs","Republican",0,0.433409809744124,4.4438,8.8244,7.5798,0.21315234075211,0.423273215656178,0.363574443591711,"dom"
"Agriculture And Food",116,"Committee on Foreign Relations","Democratic",0,0.39857259254966,0.5051,0.9989,0.5922,0.240959832077092,0.476528957160576,0.282511210762332,"dom"
"Agriculture And Food",116,"Committee on Foreign Relations","Republican",0,0.523948131617359,1.4947,3.5877,2.2174,0.204759034494096,0.491479218608729,0.303761746897175,"dom"
"Agriculture And Food",116,"Committee on Health, Education, Labor, and Pensions","Democratic",0,0.531476641937581,0.4765,1.2342,0.9137,0.181565310166133,0.470278920896205,0.348155768937662,"dom"
"Agriculture And Food",116,"Committee on Health, Education, Labor, and Pensions","Republican",0,0.399545160146004,0.3644,1.2482,0.774,0.152685829213106,0.523003435850163,0.32431073493673,"dom"
"Agriculture And Food",116,"Committee on Homeland Security","Democratic",0,0.440240638572405,4.5777,5.5116,6.5082,0.275806597379123,0.332074107546317,0.392119295074559,"prof"
"Agriculture And Food",116,"Committee on Homeland Security","Republican",0,0.424991141929042,0.7245,2.5911,1.2111,0.160050367817615,0.572403737822255,0.26754589436013,"dom"
"Agriculture And Food",116,"Committee on Homeland Security and Governmental Affairs","Democratic",0,0.493360506072414,0.4456,0.8771,0.7634,0.213604333445185,0.420449642874263,0.365946023680552,"dom"
"Agriculture And Food",116,"Committee on Homeland Security and Governmental Affairs","Republican",0,0.454031449705613,0.25,0.7683,0.5654,0.157858180210899,0.485129759424133,0.357012060364968,"dom"
"Agriculture And Food",116,"Committee on House Administration","Democratic",0,0.361446586743734,2.1379,1.9707,2.7658,0.310994414057954,0.286672291399977,0.402333294542069,"prof"
"Agriculture And Food",116,"Committee on Indian Affairs","Democratic",0,0.480352822828419,1.4047,2.9368,2.4247,0.20760545062221,0.434039785995093,0.358354763382696,"dom"
"Agriculture And Food",116,"Committee on Indian Affairs","Republican",0,0.536210835241986,2.3275,4.8322,4.0018,0.208529319535905,0.432934641401245,0.35853603906285,"dom"
"Agriculture And Food",116,"Committee on Natural Resources","Democratic",0,0.398666418259402,2.5226,7.6285,5.645,0.159697646887523,0.482935661334127,0.35736669177835,"dom"
"Agriculture And Food",116,"Committee on Natural Resources","Republican",0,0.56596019318361,0.9231,2.091,1.7471,0.193879694194741,0.439174997899689,0.36694530790557,"dom"
"Agriculture And Food",116,"Committee on Oversight and Accountability","Democratic",0,0.342768708514377,2.0726,2.0286,2.7305,0.303379832252587,0.296939268410498,0.399680899336915,"prof"
"Agriculture And Food",116,"Committee on Oversight and Accountability","Republican",0,0.354539813544249,2.8856,3.3317,4.1894,0.277282904282818,0.320149519059836,0.402567576657346,"prof"
"Agriculture And Food",116,"Committee on Rules","Democratic",0,0.218589090097221,2.5406,1.4999,2.8785,0.367191790721203,0.216779881485764,0.416028327793034,"prof"
"Agriculture And Food",116,"Committee on Rules","Republican",0,0.522017194309774,0.4761,0.8181,0.6901,0.239933477800736,0.41228644862168,0.347780073577584,"dom"
"Agriculture And Food",116,"Committee on Rules and Administration","Democratic",0,0.493360506072414,0.4456,0.8771,0.7634,0.213604333445185,0.420449642874263,0.365946023680552,"dom"
"Agriculture And Food",116,"Committee on Science, Space, and Technology","Democratic",0,0.255769334819773,2.1218,1.4323,2.6309,0.343055780113177,0.231576394502829,0.425367825383993,"prof"
"Agriculture And Food",116,"Committee on Small Business","Democratic",0,0.500801656039106,0.8579,2.3354,1.4163,0.186111593196807,0.506638320027768,0.307250086775425,"dom"
"Agriculture And Food",116,"Committee on Small Business","Republican",0,0.619494127976951,0.514,1.1005,1.0266,0.194615879747075,0.41668244292151,0.388701677331415,"dom"
"Agriculture And Food",116,"Committee on Small Business and Entrepreneurship","Republican",0,0.492359066414652,0.7628,1.0395,1.1489,0.258471130387639,0.352229601518027,0.389299268094335,"prof"
"Agriculture And Food",116,"Committee on Transportation and Infrastructure","Democratic",0,0.387000242732687,4.3985,4.9215,6.2163,0.283111165464107,0.316774264142685,0.400114570393208,"prof"
"Agriculture And Food",116,"Committee on Transportation and Infrastructure","Republican",0,0.474854848345887,1.1928,3.1318,2.4548,0.175944773873794,0.461958285393988,0.362096940732218,"dom"
"Agriculture And Food",116,"Committee on Veterans' Affairs","Democratic",0,0.442159349633507,1.2601,3.7319,2.2666,0.173600969884,0.514134957154272,0.312264072961728,"dom"
"Agriculture And Food",116,"Committee on Ways and Means","Democratic",0,0.410736018974957,6.2355,5.7766,8.407,0.305375849082477,0.282901792929169,0.411722357988354,"prof"
"Agriculture And Food",116,"Committee on Ways and Means","Republican",0,0.427514673722288,1.9077,2.6726,3.0619,0.249627070738792,0.349716050351993,0.400656878909215,"prof"
"Agriculture And Food",116,"Committee on the Budget","Democratic",0,0.280087044334562,9.2117,6.8647,11.3346,0.336058516653898,0.250435956367882,0.41350552697822,"prof"
"Agriculture And Food",116,"Committee on the Budget","Independent",0,0.447208718962364,0.4092,0.6112,0.6977,0.238170071590711,0.355741807810954,0.406088120598335,"prof"
"Agriculture And Food",116,"Committee on the Budget","Republican",0,0.47335682722245,4.071,7.4509,7.2893,0.216413625924981,0.396088500467806,0.387497873607213,"dom"
"Agriculture And Food",116,"Committee on the Judiciary","Democratic",0,0.356382103893534,1.9998,4.6094,3.0103,0.207890222984563,0.479172514163938,0.3129372628515,"dom"
"Agriculture And Food",116,"Committee on the Judiciary","Republican",0,0.296984614282258,3.0168,2.9662,3.5519,0.316395557373439,0.311088737165571,0.372515705460991,"prof"
"Agriculture And Food",116,"Joint Committee on Taxation","Republican",0,0.423434985709072,0.3487,0.748,0.6877,0.195415826047971,0.419188522752746,0.385395651199283,"dom"
"Agriculture And Food",116,"Joint Committee on the Library","Republican",0,0.453261023501484,0.4096,0.9392,0.8599,0.185448453841626,0.425227509394667,0.389324036763707,"dom"
"Agriculture And Food",116,"Joint Economic Committee","Democratic",0,0.473848981206422,0.9591,2.0597,1.6613,0.204931518557296,0.440097433815517,0.354971047627187,"dom"
"Agriculture And Food",116,"Joint Economic Committee","Republican",0,0.497990148397685,2.3619,6.3324,4.8294,0.174648949621775,0.468244637192484,0.357106413185741,"dom"
"Agriculture And Food",116,"Permanent Select Committee on Intelligence","Democratic",0,0.358114999044902,7.1829,7.7751,9.9973,0.287830641186441,0.311561071195297,0.400608287618261,"prof"
"Agriculture And Food",116,"Permanent Select Committee on Intelligence","Republican",0,0.331480308659022,3.0626,6.0233,4.6692,0.222651961817799,0.437895762299075,0.339452275883127,"dom"
"Agriculture And Food",116,"Select Committee on Ethics","Democratic",0,0.512344746701559,0.8374,2.4279,1.4263,0.178489214766817,0.517499360559298,0.304011424673885,"dom"
"Agriculture And Food",116,"Select Committee on Ethics","Republican",0,0.423434985709072,0.3487,0.748,0.6877,0.195415826047971,0.419188522752746,0.385395651199283,"dom"
"Agriculture And Food",116,"Select Committee on Intelligence","Democratic",0,0.479032204827621,2.0054,5.0973,4.0429,0.179927505024404,0.457337424633936,0.36273507034166,"dom"
"Agriculture And Food",116,"Select Committee on Intelligence","Independent",0,0.325432773824414,0.7448,0.664,1.0099,0.307934014139827,0.274527638814239,0.417538347045934,"prof"
"Agriculture And Food",116,"Select Committee on Intelligence","Republican",0,0.484386053778164,1.4942,2.9872,2.1869,0.224075101600108,0.447970247289414,0.327954651110478,"dom"
"Agriculture And Food",116,"Select Committee on the Climate Crisis","Republican",0,0.55960084274565,0.3625,0.9076,0.7259,0.181613226452906,0.454709418837675,0.363677354709419,"dom"
"Agriculture And Food",116,"Special Committee on Aging","Democratic",0,0.447887107239296,1.844,5.0427,3.3426,0.180266489398102,0.492966283127878,0.326767227474021,"dom"
"Agriculture And Food",116,"Special Committee on Aging","Independent",0,0.423434985709072,0.3487,0.748,0.6877,0.195415826047971,0.419188522752746,0.385395651199283,"dom"
"Agriculture And Food",116,"Special Committee on Aging","Republican",0,0.469551305398429,2.9422,4.6722,4.8927,0.235242382326838,0.373563815752652,0.391193801920509,"prof"
"Agriculture And Food",116,"United States Senate Caucus on International Narcotics Control","Democratic",0,0.452323227388963,0.7939,2.2872,1.5675,0.170782601213269,0.492019102525492,0.33719829626124,"dom"
"Agriculture And Food",116,"United States Senate Caucus on International Narcotics Control","Republican",0,0.471512802159396,0.7817,1.9887,1.6099,0.17845809647741,0.454009999315115,0.367531904207474,"dom"
"Agriculture And Food",116,NA,"Independent",0,0.353261283146831,0.3843,1.1146,0.6144,0.181848294137132,0.527421568163536,0.290730137699333,"dom"
"Agriculture And Food",116,NA,"Republican",0,0.28070114361379,2.0808,8.9245,3.6194,0.142279841637777,0.610234739857912,0.247485418504311,"dom"
"Agriculture And Food",117,"Committee on Agriculture","Democratic",1,0.591954019558064,4.3748,7.8907,8.0657,0.215176674274022,0.388107932635555,0.396715393090423,"prof"
"Agriculture And Food",117,"Committee on Agriculture","Republican",0,0.542572508248701,8.0404,17.9988,16.9173,0.187175398368117,0.419000616903146,0.393823984728737,"dom"
"Agriculture And Food",117,"Committee on Agriculture, Nutrition, and Forestry","Democratic",0,0.544443753837701,1.6857,4.4057,4.0514,0.166196710967386,0.434367235871751,0.399436053160863,"dom"
"Agriculture And Food",117,"Committee on Agriculture, Nutrition, and Forestry","Republican",1,0.593576457702203,3.5636,7.448,7.5819,0.191658375238659,0.400570091698712,0.407771533062629,"prof"
"Agriculture And Food",117,"Committee on Appropriations","Democratic",1,0.458634720329487,9.277,14.8679,14.802,0.238196108034272,0.381747969671527,0.3800559222942,"dom"
"Agriculture And Food",117,"Committee on Appropriations","Republican",1,0.471169886597403,4.4258,9.7093,8.1607,0.198503754070273,0.435476636855372,0.366019609074355,"dom"
"Agriculture And Food",117,"Committee on Armed Services","Democratic",0,0.490423800481756,9.7966,19.4642,16.9545,0.211977418733623,0.421163554061101,0.366859027205276,"dom"
"Agriculture And Food",117,"Committee on Armed Services","Independent",0,0.655167144611534,0.4872,1.1002,0.9396,0.192797783933518,0.435377918480412,0.37182429758607,"dom"
"Agriculture And Food",117,"Committee on Armed Services","Republican",0,0.419159393618766,11.4661,21.0903,18.2402,0.225725737549364,0.415191174212447,0.359083088238189,"dom"
"Agriculture And Food",117,"Committee on Banking, Housing, and Urban Affairs","Democratic",0,0.44148883130272,1.3902,2.1644,2.3484,0.235507369134339,0.36666101982043,0.397831611045231,"prof"
"Agriculture And Food",117,"Committee on Banking, Housing, and Urban Affairs","Republican",0,0.551289401656706,1.4947,2.8526,2.6782,0.212753540673262,0.406035157640026,0.381211301686713,"dom"
"Agriculture And Food",117,"Committee on Commerce, Science, and Transportation","Democratic",0,0.543517582581473,0.9711,1.9094,1.6874,0.212592219619519,0.41800389675781,0.369403883622671,"dom"
"Agriculture And Food",117,"Committee on Commerce, Science, and Transportation","Republican",0,0.528527972675202,2.0697,4.517,4.047,0.194635921645335,0.424781590603459,0.380582487751206,"dom"
"Agriculture And Food",117,"Committee on Education and the Workforce","Democratic",0,0.465097532566818,4.6727,6.5364,6.8605,0.258594545535042,0.361734626112366,0.379670828352592,"prof"
"Agriculture And Food",117,"Committee on Education and the Workforce","Republican",0,0.435024871757436,4.1167,4.6312,5.3829,0.291328162595182,0.327737990771931,0.380933846632887,"prof"
"Agriculture And Food",117,"Committee on Energy and Commerce","Democratic",0,0.402747444526925,2.1711,3.2138,3.3487,0.248591646056609,0.367981130347165,0.383427223596226,"prof"
"Agriculture And Food",117,"Committee on Energy and Commerce","Republican",0,0.48363399956399,4.868,7.3465,6.9057,0.254599847281932,0.384227152435644,0.361173000282424,"dom"
