"issue","congress","committee_el","label","pred","importance_intl","importance_dom","importance_prof","intl_percentage","dom_percentage","prof_percentage","decision"
"Agriculture and Food",115,"Committee on Agriculture",10,0.216163951772582,9.6905,26.4633,28.1808,0.150626567974309,0.411338533230952,0.438034898794739,"prof"
"Agriculture and Food",115,"Committee on Agriculture, Nutrition, and Forestry",5,0.298885416481928,1.116,7.3813,6.0789,0.0765631646108039,0.506393984714809,0.417042850674387,"dom"
"Agriculture and Food",115,"Committee on Appropriations",1,0.100567412635985,11.4202,21.1829,16.9707,0.230367653881688,0.427300307823891,0.342332038294422,"dom"
"Agriculture and Food",115,"Committee on Armed Services",1,0.095005134910947,10.3466,16.3973,16.131,0.241320679465142,0.382445206869287,0.376234113665571,"dom"
"Agriculture and Food",115,"Committee on Banking, Housing, and Urban Affairs",2,0.110991579258435,0.7702,1.4356,1.1299,0.230896063794706,0.430374434151752,0.338729502053542,"dom"
"Agriculture and Food",115,"Committee on Commerce, Science, and Transportation",1,0.121211593960811,0.9245,2.3655,1.3803,0.197953022289789,0.506498511872899,0.295548465837312,"dom"
"Agriculture and Food",115,"Committee on Education and the Workforce",1,0.0878761589212321,3.5535,5.2498,4.9542,0.258295475195348,0.381595493367254,0.360109031437398,"dom"
"Agriculture and Food",115,"Committee on Energy and Commerce",2,0.0838670684520052,9.4108,19.9128,19.2886,0.193589263600495,0.409625567244437,0.396785169155068,"dom"
"Agriculture and Food",115,"Committee on Energy and Natural Resources",0,0.056292895420963,0.5462,1.2971,1.0401,0.18942914614691,0.449850870500104,0.360719983352986,"dom"
"Agriculture and Food",115,"Committee on Environment and Public Works",0,0.101352509570965,0.69,1.8475,1.2889,0.180326155132762,0.482829813924315,0.336844030942923,"dom"
"Agriculture and Food",115,"Committee on Ethics",0,0.153258023400238,0.1657,0.6708,0.1804,0.162946209066772,0.659651883174353,0.177401907758875,"dom"
"Agriculture and Food",115,"Committee on Finance",1,0.135360211073825,0.1952,0.3835,0.1685,0.261241970021413,0.513249464668094,0.225508565310493,"dom"
"Agriculture and Food",115,"Committee on Financial Services",4,0.0929421707589123,6.9291,13.885,11.6739,0.213281827136173,0.427388574242797,0.359329598621029,"dom"
"Agriculture and Food",115,"Committee on Foreign Affairs",0,0.084406318623124,5.3189,7.2088,7.7392,0.262442702139942,0.355693273268235,0.381864024591822,"prof"
"Agriculture and Food",115,"Committee on Foreign Relations",1,0.102920870939346,0.5559,1.089,0.869,0.221130514340268,0.433191455507379,0.345678030152353,"dom"
"Agriculture and Food",115,"Committee on Health, Education, Labor, and Pensions",1,0.0651409254372115,0.4394,1.2125,1.0056,0.165343367826905,0.456255879586077,0.378400752587018,"dom"
"Agriculture and Food",115,"Committee on Homeland Security",0,0.0955892386129759,2.0155,4.7526,3.7399,0.191806242862581,0.45228397411496,0.355909783022459,"dom"
"Agriculture and Food",115,"Committee on Homeland Security and Governmental Affairs",1,0.109873732319545,0.2193,0.4719,0.3308,0.214579256360078,0.46174168297456,0.323679060665362,"dom"
"Agriculture and Food",115,"Committee on House Administration",1,0.0983541275590189,0.5262,0.6661,0.7033,0.277590208904832,0.351392698881621,0.371017092213547,"prof"
"Agriculture and Food",115,"Committee on Indian Affairs",2,0.115089076376448,1.4656,3.8835,2.3545,0.190248714886547,0.504114959239836,0.305636325873617,"dom"
"Agriculture and Food",115,"Committee on Natural Resources",0,0.117834850579531,2.5997,3.7203,3.7396,0.258429758638514,0.369825838005487,0.371744403355998,"prof"
"Agriculture and Food",115,"Committee on Oversight and Accountability",2,0.103075171227456,4.8196,6.8015,7.2373,0.255567810630807,0.360661561956476,0.383770627412718,"prof"
"Agriculture and Food",115,"Committee on Rules",0,0.0633592925745669,0.3338,0.553,0.679,0.213181760122621,0.353174096308596,0.433644143568783,"prof"
"Agriculture and Food",115,"Committee on Rules and Administration",0,0.159857952566057,0.1664,0.5365,0.1388,0.197695140786503,0.637400498990139,0.164904360223357,"dom"
"Agriculture and Food",115,"Committee on Science, Space, and Technology",1,0.144630488886812,1.1436,1.5482,1.5107,0.272123735871505,0.368399762046401,0.359476502082094,"dom"
"Agriculture and Food",115,"Committee on Small Business",1,0.128885021932608,0.8583,1.6951,0.999,0.241611305033217,0.477170363697782,0.281218331269001,"dom"
"Agriculture and Food",115,"Committee on Small Business and Entrepreneurship",0,0.0947686095179048,0.5634,1.2107,1.0515,0.199391279728199,0.42847536806342,0.37213335220838,"dom"
"Agriculture and Food",115,"Committee on Transportation and Infrastructure",0,0.0985720786590595,0.9275,2.0326,1.1829,0.223871590634806,0.490610668597635,0.28551774076756,"dom"
"Agriculture and Food",115,"Committee on Veterans' Affairs",1,0.0987917734870709,0.2004,0.7952,0.4421,0.139389302357933,0.55310565486541,0.307505042776657,"dom"
"Agriculture and Food",115,"Committee on Ways and Means",0,0.103489417818408,5.9302,6.8704,8.5723,0.27746351688353,0.321453803648546,0.401082679467924,"prof"
"Agriculture and Food",115,"Committee on the Budget",2,0.0810624585414056,4.8785,5.6263,6.9497,0.27949812369303,0.322340943596207,0.398160932710762,"prof"
"Agriculture and Food",115,"Committee on the Judiciary",1,0.0907875035452276,1.0536,2.8665,2.2477,0.170822659619313,0.464752423878855,0.364424916501832,"dom"
"Agriculture and Food",115,"Permanent Select Committee on Intelligence",1,0.103053598157634,4.1863,8.4298,6.2646,0.221723770834768,0.446477090362116,0.331799138803116,"dom"
"Agriculture and Food",115,"Select Committee on Intelligence",3,0.0921799315674327,2.0916,5.1682,3.9721,0.186219606656042,0.460135863032969,0.353644530310989,"dom"
"Agriculture and Food",115,"Special Committee on Aging",2,0.108002029537969,2.0722,4.7496,3.5358,0.200065652274658,0.458561828995134,0.341372518730208,"dom"
"Agriculture and Food",115,NA,20,0.11118797478298,32.6652,62.6632,48.0656,0.227800326373488,0.437000153423435,0.335199520203077,"dom"
"Agriculture and Food",116,"Commission on Security and Cooperation in Europe",1,0.13468758013084,1.4211,2.215,2.0454,0.250127607146,0.389861832262607,0.360010560591393,"dom"
"Agriculture and Food",116,"Committee on Agriculture",3,0.23682855686108,6.8738,31.4063,30.308,0.100218551031447,0.457897215406171,0.441884233562382,"dom"
"Agriculture and Food",116,"Committee on Agriculture, Nutrition, and Forestry",6,0.288740984745775,1.0921,8.3492,7.1636,0.0657697426663214,0.502815433998398,0.431414823335281,"dom"
"Agriculture and Food",116,"Committee on Appropriations",10,0.106322473775045,10.2435,20.9664,17.0382,0.212308878484334,0.434553899531795,0.353137221983871,"dom"
"Agriculture and Food",116,"Committee on Armed Services",1,0.125058587255321,12.5734,20.3107,18.624,0.244105296060231,0.394320504930293,0.361574199009476,"dom"
"Agriculture and Food",116,"Committee on Banking, Housing, and Urban Affairs",0,0.0853700607993025,0.5684,1.5636,1.3357,0.163912679874268,0.450904057444416,0.385183262681316,"dom"
"Agriculture and Food",116,"Committee on Commerce, Science, and Transportation",1,0.117976700518125,0.4648,0.9362,0.7279,0.218328714359528,0.439757621306778,0.341913664333693,"dom"
"Agriculture and Food",116,"Committee on Education and the Workforce",1,0.0692963871159668,2.78,9.6156,8.8179,0.131048624696538,0.45327739411224,0.415673981191223,"dom"
"Agriculture and Food",116,"Committee on Energy and Commerce",3,0.11450724202083,8.2758,17.3504,13.5975,0.210989784237591,0.442344806838723,0.346665408923686,"dom"
"Agriculture and Food",116,"Committee on Energy and Natural Resources",0,0.0761578318037648,0.4974,1.2878,1.0859,0.1732437045035,0.448538887534394,0.378217407962105,"dom"
"Agriculture and Food",116,"Committee on Environment and Public Works",1,0.123650066350889,0.4498,1.6838,1.0511,0.141237793198731,0.528715420604767,0.330046786196502,"dom"
"Agriculture and Food",116,"Committee on Ethics",0,0.106348155588429,0.1277,0.6425,0.3499,0.114007677885903,0.573609499151861,0.312382822962236,"dom"
"Agriculture and Food",116,"Committee on Finance",0,0.121285195593602,0.1327,0.3604,0.2157,0.187217832957111,0.508465011286682,0.304317155756208,"dom"
"Agriculture and Food",116,"Committee on Financial Services",3,0.105070697791401,10.8403,19.2486,17.6848,0.226909366450578,0.402912062494636,0.370178571054785,"dom"
"Agriculture and Food",116,"Committee on Foreign Affairs",0,0.117288151654195,5.9786,8.3136,8.5843,0.261342425633292,0.363412235263261,0.375245339103447,"prof"
"Agriculture and Food",116,"Committee on Foreign Relations",2,0.0854914664767396,0.6838,2.9763,2.3033,0.114666130060033,0.499094476305463,0.386239393634504,"dom"
"Agriculture and Food",116,"Committee on Health, Education, Labor, and Pensions",0,0.122362740251354,0.3484,0.5677,0.3815,0.268495684340321,0.4375,0.294004315659679,"dom"
"Agriculture and Food",116,"Committee on Homeland Security",0,0.10867855304639,2.95,3.4251,4.2489,0.277673192771084,0.322392695783133,0.399934111445783,"prof"
"Agriculture and Food",116,"Committee on Homeland Security and Governmental Affairs",0,0.0908404323433536,0.5602,0.857,0.9654,0.235121296063124,0.359691093763116,0.40518761017376,"prof"
"Agriculture and Food",116,"Committee on House Administration",1,0.130457340033308,1.9516,2.1942,2.5553,0.291235767262091,0.327438778707973,0.381325454029935,"prof"
"Agriculture and Food",116,"Committee on Indian Affairs",3,0.132878830317154,1.7308,3.5478,2.7654,0.21516658378916,0.441049229239184,0.343784186971656,"dom"
"Agriculture and Food",116,"Committee on Natural Resources",3,0.10072952929159,3.3683,5.472,5.527,0.234442101160274,0.380864880666514,0.384693018173213,"prof"
"Agriculture and Food",116,"Committee on Oversight and Accountability",2,0.108940294855783,4.1263,6.0665,6.0838,0.253511175552634,0.372712974454124,0.373775849993242,"prof"
"Agriculture and Food",116,"Committee on Rules",0,0.0665009437426841,0.6349,0.9626,1.0967,0.235654368643753,0.35728602182466,0.407059609531586,"prof"
"Agriculture and Food",116,"Committee on Rules and Administration",1,0.121430569334263,0.2543,0.2076,0.2681,0.348356164383562,0.284383561643836,0.367260273972603,"prof"
"Agriculture and Food",116,"Committee on Science, Space, and Technology",0,0.154837328583013,1.0393,1.4294,1.567,0.257526575315311,0.354188864385361,0.388284560299329,"prof"
"Agriculture and Food",116,"Committee on Small Business",0,0.140348013093865,0.323,1.0597,0.6116,0.161961590533019,0.531364388507246,0.306674020959735,"dom"
"Agriculture and Food",116,"Committee on Small Business and Entrepreneurship",1,0.223021195335501,0.6162,0.2417,0.6741,0.402219321148825,0.157767624020888,0.440013054830287,"prof"
"Agriculture and Food",116,"Committee on Transportation and Infrastructure",1,0.12333698955323,3.9016,6.5666,6.333,0.232221507987525,0.390841130395448,0.376937361617027,"dom"
"Agriculture and Food",116,"Committee on Veterans' Affairs",1,0.160065092033651,0.6859,1.2979,1.0176,0.228526687545812,0.432431531951756,0.339041780502432,"dom"
"Agriculture and Food",116,"Committee on Ways and Means",2,0.123920223123291,8.1612,10.3885,11.691,0.269874705281293,0.343527100893828,0.386598193824878,"prof"
"Agriculture and Food",116,"Committee on the Budget",2,0.117747600935646,5.6808,10.983,9.3441,0.218425939810596,0.42229476428316,0.359279295906244,"dom"
"Agriculture and Food",116,"Committee on the Judiciary",2,0.150969680767981,2.3756,2.1979,2.816,0.321483185601191,0.297435550443196,0.381081263955613,"prof"
"Agriculture and Food",116,"Joint Committee on Taxation",0,0.112016425869625,0.1208,0.4492,0.2862,0.141088530717122,0.524643774818968,0.33426769446391,"dom"
"Agriculture and Food",116,"Joint Committee on the Library",0,0.10304200675536,0.1623,0.2991,0.2955,0.214427269124059,0.395164486722156,0.390408244153785,"dom"
"Agriculture and Food",116,"Joint Economic Committee",3,0.159256874846901,1.4324,2.8313,2.046,0.227015547490372,0.448721809277779,0.324262643231849,"dom"
"Agriculture and Food",116,"Permanent Select Committee on Intelligence",4,0.130849636103489,5.0088,8.6127,8.2016,0.22951826275827,0.394659787106323,0.375821950135407,"dom"
"Agriculture and Food",116,"Select Committee on Ethics",0,0.0947540378147095,0.6207,1.3924,1.1355,0.197135234707489,0.442228291939275,0.360636473353236,"dom"
"Agriculture and Food",116,"Select Committee on Intelligence",1,0.133561803462112,2.3651,3.6298,3.587,0.246829960654985,0.378818397186362,0.374351642158653,"dom"
"Agriculture and Food",116,"Select Committee on the Modernization of Congress",0,0.202406457552456,0.7375,0.1956,0.7779,0.431034482758621,0.114319111630625,0.454646405610754,"prof"
"Agriculture and Food",116,"Special Committee on Aging",4,0.156449103627755,2.4378,4.0249,3.2224,0.251706229156126,0.415576504114568,0.332717266729306,"dom"
"Agriculture and Food",116,"United States Senate Caucus on International Narcotics Control",1,0.120024980031555,0.4422,1.0161,0.7772,0.19780809662268,0.454529188101096,0.347662715276225,"dom"
"Agriculture and Food",116,NA,5,0.110081051186758,2.6188,6.3483,5.0846,0.186368909099967,0.451781634962318,0.361849455937716,"dom"
"Agriculture and Food",117,"Committee on Agriculture",0,0.156710977933063,11.0972,36.0814,38.621,0.129338598315144,0.420531098047077,0.450130303637779,"prof"
"Agriculture and Food",117,"Committee on Agriculture, Nutrition, and Forestry",1,0.169544365827415,5.2994,16.9684,18.2818,0.130689328624697,0.418460354726064,0.450850316649239,"prof"
"Agriculture and Food",117,"Committee on Appropriations",0,0.102543353398046,13.5909,31.1568,27.512,0.188084091132402,0.431178097888588,0.38073781097901,"dom"
"Agriculture and Food",117,"Committee on Armed Services",3,0.0818996179322763,16.2329,33.3459,31.696,0.199728575154907,0.410285845058985,0.389985579786108,"dom"
"Agriculture and Food",117,"Committee on Banking, Housing, and Urban Affairs",0,0.0619249357059647,2.774,4.5528,5.488,0.216468458345039,0.355276711302556,0.428254830352405,"prof"
"Agriculture and Food",117,"Committee on Commerce, Science, and Transportation",0,0.0924907743831034,1.5237,4.7315,3.9645,0.149094396117303,0.46297836531405,0.387927238568647,"dom"
"Agriculture and Food",117,"Committee on Education and the Workforce",0,0.0757314623122852,6.7594,15.9651,17.0735,0.169842705663601,0.401153324287653,0.429003970048746,"prof"
"Agriculture and Food",117,"Committee on Energy and Commerce",1,0.0928715296803766,9.9977,15.3242,16.5259,0.238906226850635,0.366188903598278,0.394904869551088,"prof"
"Agriculture and Food",117,"Committee on Energy and Natural Resources",0,0.084515794467501,0.749,1.6065,1.4494,0.196851428421246,0.422218717968935,0.380929853609819,"dom"
"Agriculture and Food",117,"Committee on Environment and Public Works",0,0.119526845785882,0.4943,1.414,1.0045,0.169699258445482,0.485443559461686,0.344857182092832,"dom"
"Agriculture and Food",117,"Committee on Ethics",0,0.0516024840961282,0.4675,0.8018,0.9866,0.20723436322532,0.355423556008688,0.437342080765991,"prof"
"Agriculture and Food",117,"Committee on Finance",0,0.0857047741317976,1.3163,2.6321,2.67,0.198884926870543,0.397694306781095,0.403420766348362,"prof"
"Agriculture and Food",117,"Committee on Financial Services",0,0.0900995287280209,7.3533,17.6787,15.6452,0.18077202953989,0.434609560146716,0.384618410313394,"dom"
"Agriculture and Food",117,"Committee on Foreign Affairs",0,0.079951590336419,6.0811,15.315,14.1916,0.170876454505349,0.43034531593781,0.398778229556841,"dom"
"Agriculture and Food",117,"Committee on Foreign Relations",0,0.0679373006295465,0.8938,1.7564,1.8872,0.196985057521929,0.387093930444748,0.415921012033323,"prof"
"Agriculture and Food",117,"Committee on Health, Education, Labor, and Pensions",0,0.0507851448484172,0.8875,1.6912,2.0044,0.193646221989483,0.369007876764635,0.437345901245882,"prof"
"Agriculture and Food",117,"Committee on Homeland Security",0,0.0612010814527187,2.8225,4.0458,5.0553,0.236715421516992,0.339310275420175,0.423974303062833,"prof"
"Agriculture and Food",117,"Committee on Homeland Security and Governmental Affairs",0,0.0778154469327397,0.862,1.2305,1.6677,0.229243125365672,0.327243231742992,0.443513642891336,"prof"
"Agriculture and Food",117,"Committee on House Administration",0,0.0460189623966695,0.3292,0.8168,0.8613,0.164001394908584,0.406914761121905,0.429083843969511,"prof"
"Agriculture and Food",117,"Committee on Indian Affairs",0,0.0897368010034913,0.4962,1.1027,0.9769,0.192639180060564,0.428100007764578,0.379260812174858,"dom"
"Agriculture and Food",117,"Committee on Natural Resources",0,0.0697615093819918,3.2826,5.8409,6.0754,0.215976156169196,0.384297547848857,0.399726295981946,"prof"
"Agriculture and Food",117,"Committee on Oversight and Accountability",1,0.0823398143682827,7.6095,10.7236,13.289,0.240638667261188,0.339117262926877,0.420244069811935,"prof"
"Agriculture and Food",117,"Committee on Rules",0,0.0680670924318337,0.4245,1.3273,1.2208,0.142804279082285,0.446511471439144,0.410684249478571,"dom"
"Agriculture and Food",117,"Committee on Rules and Administration",0,0.0796675259495285,0.5204,1.2777,1.2232,0.172243736140072,0.422897428259359,0.404858835600569,"dom"
"Agriculture and Food",117,"Committee on Science, Space, and Technology",1,0.164037108184768,1.5,1.1021,1.9861,0.326925591735321,0.240203129767665,0.432871278497014,"prof"
"Agriculture and Food",117,"Committee on Small Business",0,0.0539717753606282,1.692,1.5713,2.4898,0.294102310058925,0.273122316664059,0.432775373277016,"prof"
"Agriculture and Food",117,"Committee on Small Business and Entrepreneurship",0,0.104788761155523,0.3448,1.2123,0.7546,0.14915430202881,0.524419258554311,0.326426439416879,"dom"
"Agriculture and Food",117,"Committee on Transportation and Infrastructure",0,0.0878906487080493,5.1429,7.149,9.2299,0.238962354449907,0.332174818091424,0.42886282745867,"prof"
"Agriculture and Food",117,"Committee on Veterans' Affairs",0,0.0767081085428225,0.7247,2.7241,2.0724,0.131257697601971,0.493389118307614,0.375353184090415,"dom"
"Agriculture and Food",117,"Committee on Ways and Means",1,0.0929452200432231,3.3428,7.4485,7.0274,0.187600666715305,0.418015904639508,0.394383428645187,"dom"
"Agriculture and Food",117,"Committee on the Budget",0,0.0846517783750485,5.6124,12.0001,11.9117,0.190094905196415,0.406449624375936,0.403455470427649,"dom"
"Agriculture and Food",117,"Committee on the Judiciary",1,0.0867220940385946,1.9803,4.9997,4.4191,0.173724241387478,0.438604802133502,0.38767095647902,"dom"
"Agriculture and Food",117,"Joint Committee on Printing",0,0.111145967628993,1.3249,2.5838,2.5631,0.204718934454093,0.399239778732347,0.39604128681356,"dom"
"Agriculture and Food",117,"Joint Committee on Taxation",0,0.11252305111782,0.5492,1.776,1.3076,0.1511781545915,0.488879101519489,0.359942743889011,"dom"
"Agriculture and Food",117,"Joint Committee on the Library",0,0.0470824054627496,1.0569,1.5162,1.9446,0.23394647718972,0.335613254532173,0.430440268278106,"prof"
"Agriculture and Food",117,"Joint Economic Committee",0,0.094102378473306,2.1317,5.7529,4.4423,0.172930744956153,0.466694789444224,0.360374465599624,"dom"
"Agriculture and Food",117,"Permanent Select Committee on Intelligence",0,0.0984142052712108,1.3263,2.4951,2.0705,0.22510565352433,0.423479692459139,0.351414654016531,"dom"
"Agriculture and Food",117,"Select Committee on Economic Disparity and Fairness in Growth",0,0.117581686431882,0.2659,1.2037,0.694,0.122897023479386,0.556341283046774,0.32076169347384,"dom"
"Agriculture and Food",117,"Select Committee on Ethics",0,0.109645981436986,0.3232,1.2031,0.8426,0.136434632107729,0.507872852378741,0.35569251551353,"dom"
"Agriculture and Food",117,"Select Committee on Intelligence",0,0.0598006800215954,1.7822,2.7292,2.989,0.237613993920324,0.363873926723908,0.398512079355768,"prof"
"Agriculture and Food",117,"Select Committee on the Climate Crisis",0,0.070783192895691,3.3261,7.1948,7.4322,0.18526605433045,0.400755301312865,0.413978644356685,"prof"
"Agriculture and Food",117,"Select Committee on the Modernization of Congress",0,0.153853529547572,0.1199,0.6249,0.2468,0.120915691811214,0.630193626462283,0.248890681726503,"dom"
"Agriculture and Food",117,"Select Committee to Investigate the January 6th Attack on the United States Capitol",0,0.0618968777521296,0.3949,0.5846,0.621,0.246735395189003,0.365260855982505,0.388003748828491,"prof"
"Agriculture and Food",117,"Select Subcommittee on the Coronavirus Pandemic",0,0.0738821060749977,0.6059,1.1174,1.1284,0.212469754883052,0.391836448434267,0.39569379668268,"prof"
"Agriculture and Food",117,"Special Committee on Aging",0,0.0693625932112139,0.4762,1.2265,1.2959,0.158807443473621,0.409024211298606,0.432168345227773,"prof"
"Agriculture and Food",117,NA,1,0.0886949735831791,8.1136,12.0836,14.9723,0.230699896216892,0.343581796727278,0.42571830705583,"prof"
"Agriculture and Food",118,"Committee on Agriculture",1,0.15078486579953,9.0618,26.9664,28.0716,0.141370175881984,0.420693980324432,0.437935843793584,"prof"
"Agriculture and Food",118,"Committee on Agriculture, Nutrition, and Forestry",4,0.220813013615093,2.9543,13.2691,13.263,0.10019195290032,0.450007461066797,0.449800586032883,"dom"
"Agriculture and Food",118,"Committee on Appropriations",1,0.0767709581907512,12.4716,30.5593,22.8081,0.189425720317745,0.464151946414739,0.346422333267516,"dom"
"Agriculture and Food",118,"Committee on Armed Services",5,0.0779120548112633,15.6063,30.1121,25.0122,0.220644247327182,0.425729457971514,0.353626294701303,"dom"
"Agriculture and Food",118,"Committee on Banking, Housing, and Urban Affairs",0,0.0785609153130189,2.3598,3.9158,3.9088,0.231707317073171,0.384490004320333,0.383802678606496,"dom"
"Agriculture and Food",118,"Committee on Commerce, Science, and Transportation",0,0.0832186099547662,1.684,3.5687,3.1124,0.20131259638259,0.426617733201038,0.372069670416373,"dom"
"Agriculture and Food",118,"Committee on Education and the Workforce",0,0.0470325467491212,2.3675,6.0603,6.278,0.160990901549049,0.412102707775164,0.426906390675788,"prof"
"Agriculture and Food",118,"Committee on Energy and Commerce",0,0.0781426594234427,9.9901,14.8071,14.301,0.255513041521093,0.378715644198454,0.365771314280453,"dom"
"Agriculture and Food",118,"Committee on Energy and Natural Resources",1,0.0673739904789317,1.1835,1.2461,1.749,0.283228832623367,0.298209926769732,0.418561240606902,"prof"
"Agriculture and Food",118,"Committee on Environment and Public Works",0,0.061371461864558,0.7207,1.994,1.6354,0.16567435231374,0.458380267120296,0.375945380565964,"dom"
"Agriculture and Food",118,"Committee on Ethics",0,0.118355062087222,0.1439,0.6705,0.3558,0.122970432404717,0.572978977952487,0.304050589642796,"dom"
"Agriculture and Food",118,"Committee on Finance",0,0.0665047998289496,1.1371,1.8322,1.5917,0.249309361982021,0.401710151282614,0.348980486735365,"dom"
"Agriculture and Food",118,"Committee on Financial Services",2,0.066599152252922,10.9302,21.7811,18.5646,0.213164469078066,0.424782402649198,0.362053128272736,"dom"
"Agriculture and Food",118,"Committee on Foreign Affairs",0,0.0792591111533411,1.6898,2.7888,2.4265,0.244717672445004,0.403875396446105,0.35140693110889,"dom"
"Agriculture and Food",118,"Committee on Foreign Relations",0,0.0513140024605873,0.4441,1.7876,1.4651,0.120130924042415,0.483553343432158,0.396315732525427,"dom"
"Agriculture and Food",118,"Committee on Health, Education, Labor, and Pensions",0,0.0781442867909372,0.4268,1.5835,0.8499,0.149220334242361,0.553632613103979,0.297147052653661,"dom"
"Agriculture and Food",118,"Committee on Homeland Security",0,0.0833855428690964,1.1833,1.5282,1.9832,0.252050184250325,0.325516007412614,0.422433808337061,"prof"
"Agriculture and Food",118,"Committee on Homeland Security and Governmental Affairs",1,0.079030257549621,0.3216,0.9097,0.8411,0.155182397220614,0.43895966029724,0.405857942482146,"dom"
"Agriculture and Food",118,"Committee on House Administration",0,0.0491101492296943,0.7637,1.5653,1.3874,0.20549456463244,0.421187170379938,0.373318264987622,"dom"
"Agriculture and Food",118,"Committee on Indian Affairs",0,0.134510073013789,0.4149,1.6344,0.5721,0.158274204623484,0.623483634699016,0.218242160677501,"dom"
"Agriculture and Food",118,"Committee on Natural Resources",0,0.0817150561639601,12.0338,22.2446,20.1958,0.220908246472642,0.408351109332491,0.370740644194867,"dom"
"Agriculture and Food",118,"Committee on Oversight and Accountability",0,0.0607463179620545,4.5757,5.5716,6.6695,0.272091004233861,0.33131154559726,0.396597450168879,"prof"
"Agriculture and Food",118,"Committee on Rules",0,0.0574480782821202,0.6758,2.3099,1.4884,0.151047137971883,0.516282604322657,0.33267025770546,"dom"
"Agriculture and Food",118,"Committee on Rules and Administration",1,0.0684429273335427,0.2121,0.4965,0.4603,0.181452647788519,0.424758319787835,0.393789032423646,"dom"
"Agriculture and Food",118,"Committee on Science, Space, and Technology",0,0.0758302643736171,3.9632,10.0997,7.2879,0.185623021151432,0.473036139161062,0.341340839687506,"dom"
"Agriculture and Food",118,"Committee on Small Business",0,0.079959486742116,0.3373,0.4125,0.4722,0.276022913256956,0.337561374795417,0.386415711947627,"prof"
"Agriculture and Food",118,"Committee on Small Business and Entrepreneurship",0,0.0746342601208369,0.391,1.114,0.9902,0.156700865662071,0.446457197819814,0.396841936518115,"dom"
"Agriculture and Food",118,"Committee on Transportation and Infrastructure",0,0.0675703503614227,11.4786,23.631,20.211,0.207492326547434,0.427164564375658,0.365343109076908,"dom"
"Agriculture and Food",118,"Committee on Veterans' Affairs",1,0.0713510463407138,3.5644,5.7873,5.5094,0.239847655960864,0.389426085552213,0.370726258486922,"dom"
"Agriculture and Food",118,"Committee on Ways and Means",1,0.0659382955312672,7.3732,15.9522,13.8383,0.198397899025124,0.429241437208889,0.372360663765987,"dom"
"Agriculture and Food",118,"Committee on the Budget",0,0.070495746647196,1.3859,0.9812,1.6279,0.346908635794743,0.245607008760951,0.407484355444305,"prof"
"Agriculture and Food",118,"Committee on the Judiciary",0,0.0821346481404027,4.9064,8.3789,8.1565,0.228824072605845,0.390774095458404,0.380401831935752,"dom"
"Agriculture and Food",118,"Joint Committee on Printing",0,0.0728710387209342,0.6142,1.9655,1.4246,0.153385111005669,0.490847339110456,0.355767549883875,"dom"
"Agriculture and Food",118,"Joint Committee on Taxation",0,0.0990534193025996,0.1833,0.5068,0.4135,0.166092787241754,0.45922435665096,0.374682856107285,"dom"
"Agriculture and Food",118,"Joint Committee on the Library",0,0.0627012640544541,0.9314,1.5858,1.6343,0.224352643622787,0.381982415994219,0.393664940382994,"prof"
"Agriculture and Food",118,"Joint Economic Committee",0,0.0996021816571348,1.8872,3.7098,3.2459,0.213414151466148,0.419523007158285,0.367062841375567,"dom"
"Agriculture and Food",118,"Permanent Select Committee on Intelligence",0,0.0652679091380172,1.6085,5.1948,4.2829,0.145090292435641,0.468582562104238,0.386327145460122,"dom"
"Agriculture and Food",118,"Select Committee on Ethics",0,0.0570696077414208,0.6402,1.3979,1.264,0.193876623966567,0.423336664546803,0.38278671148663,"dom"
"Agriculture and Food",118,"Select Committee on Intelligence",0,0.0787416876098999,1.2718,1.7042,1.8211,0.265118509099247,0.355256300681662,0.379625190219091,"prof"
"Agriculture and Food",118,"Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party",1,0.0926689250878473,0.3716,0.8241,0.7599,0.19001840867253,0.42140519533647,0.388576395991,"dom"
"Agriculture and Food",118,"Select Subcommittee on the Coronavirus Pandemic",0,0.0403694736573039,0.7101,0.5521,0.9982,0.314147938417979,0.244248805521147,0.441603256060874,"prof"
"Agriculture and Food",118,"Select Subcommittee on the Weaponization of the Federal Government",0,0.042036082384953,0.6206,0.5213,0.852,0.31124931039671,0.261447414614574,0.427303274988716,"prof"
"Agriculture and Food",118,"Special Committee on Aging",0,0.0957322236488709,0.4389,0.6394,0.7028,0.246420751221155,0.358991634383246,0.394587614395598,"prof"
"Agriculture and Food",118,NA,1,0.0964776568256342,4.5571,8.2929,7.378,0.225286731263595,0.40997132687364,0.364741941862764,"dom"
"Alliance and Collective Security",115,"Committee on Agriculture",0,0.119341358761933,14.9169,19.8836,17.8314,0.283419371141836,0.377786095504817,0.338794533353347,"dom"
"Alliance and Collective Security",115,"Committee on Agriculture, Nutrition, and Forestry",0,0.125423904960842,2.7281,5.0853,3.6173,0.238664298774353,0.444880890934064,0.316454810291583,"dom"
"Alliance and Collective Security",115,"Committee on Appropriations",3,0.114331630452048,21.9339,32.515,27.9616,0.266154191516858,0.394549238264541,0.339296570218601,"dom"
"Alliance and Collective Security",115,"Committee on Armed Services",3,0.112544183954408,18.0319,28.6195,25.0655,0.251431670917176,0.399062145742496,0.349506183340328,"dom"
