"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_002E","B02001_002M","B02001_003E","B02001_003M","B02001_004E","B02001_004M","B02001_005E","B02001_005M","B02001_006E","B02001_006M","B02001_007E","B02001_007M","B02001_008E","B02001_008M","B02001_009E","B02001_009M","B02001_010E","B02001_010M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"5001500US4702","Congressional District 2 (115th Congress), Tennessee","747673","2107","665729","3375","46180","1870","1718","730","13553","845","398","480","7392","2449","12703","1939","632","374","12071","1889",
"5001500US4703","Congressional District 3 (115th Congress), Tennessee","733082","4245","620351","4451","78206","2501","1519","638","11023","852","179","220","8836","3029","12968","1956","581","556","12387","2012",
"5001500US4704","Congressional District 4 (115th Congress), Tennessee","782024","6395","662369","6996","74529","3577","1276","712","14470","1213","914","829","9732","2808","18734","3368","1221","1003","17513","3320",
"5001500US4705","Congressional District 5 (115th Congress), Tennessee","774096","1909","527040","3920","186387","3257","1821","758","24955","2095","598","577","10448","2679","22847","3781","1628","887","21219","3519",
"5001500US4706","Congressional District 6 (115th Congress), Tennessee","772984","2855","703869","4123","34483","1780","2978","839","7562","632","645","571","10331","3037","13116","1979","957","638","12159","1938",
"5001500US4707","Congressional District 7 (115th Congress), Tennessee","778057","4496","655408","4798","76872","3765","1166","431","15485","1987","1157","397","4882","1594","23087","3461","1700","1047","21387","3216",
"5001500US4708","Congressional District 8 (115th Congress), Tennessee","716130","6818","531992","5999","141559","6332","1581","599","14728","2546","430","351","6919","2084","18921","3666","2113","1067","16808","3347",
"5001500US4709","Congressional District 9 (115th Congress), Tennessee","697026","6888","183952","7530","463973","6534","1133","737","11588","2216","1917","2513","25092","4500","9371","2825","310","235","9061","2787",
"5001500US4801","Congressional District 1 (115th Congress), Texas","717376","4297","552624","5170","126692","3567","3530","1732","9226","1392","375","620","11025","2784","13904","3067","2275","1670","11629","2780",
"5001500US4802","Congressional District 2 (115th Congress), Texas","772262","22258","522695","18908","93043","11934","1809","919","61598","7608","719","703","64519","8868","27879","6620","4058","1422","23821","6672",
