Variable,Estimate,Est.Error,Q2.5,Q97.5
leverage_ne_rawM2,-1.708141130087912,1.1135121845434928,-3.824356647328949,0.6546906706481069
leverage_pl_raw1,0.6155696919546196,0.8517933261667371,-0.9799919864582334,2.391361559274008
leverage_pl_raw3,-0.5706159115586414,1.3499784769533316,-3.1699566781856823,2.053056853896412
leverage_ne_rawM1,-0.4245171650300221,1.170376399248452,-2.689688371087028,1.814150000771636
leverage_ne_raw0,0.2147730040402155,1.1920637996153896,-1.9718608945784273,2.6006642023410658
leverage_pl_raw2,-0.1444539316063655,1.1709010525370709,-2.519176879153961,2.0912805391113776
